freight_type,period,value_thousand_metric_tons,country_code
loaded,2015-05-01,2952.0,PRT
loaded,2015-04-01,2750.0,PRT
loaded,2015-03-01,2534.0,PRT
loaded,2015-08-01,2395.0,PRT
loaded,2015-07-01,2653.0,PRT
loaded,2014-12-01,2009.0,PRT
loaded,2014-10-01,2525.0,PRT
loaded,2014-09-01,2276.0,PRT
loaded,2014-11-01,1982.0,PRT
loaded,2014-06-01,2585.0,PRT
loaded,2014-07-01,2462.0,PRT
loaded,2014-08-01,2469.0,PRT
unloaded,2022-07-01,3778.0,PRT
unloaded,2022-06-01,3439.0,PRT
unloaded,2022-01-01,3934.0,PRT
unloaded,2022-02-01,3578.0,PRT
unloaded,2022-03-01,3951.0,PRT
unloaded,2022-04-01,3155.0,PRT
unloaded,2022-05-01,3484.0,PRT
unloaded,2021-10-01,3747.0,PRT
unloaded,2021-11-01,3866.0,PRT
unloaded,2021-04-01,3434.0,PRT
unloaded,2021-05-01,3952.0,PRT
unloaded,2021-06-01,3847.0,PRT
unloaded,2021-07-01,3611.0,PRT
unloaded,2021-08-01,3924.0,PRT
unloaded,2021-09-01,3541.0,PRT
unloaded,2021-12-01,3689.0,PRT
unloaded,2021-01-01,3734.0,PRT
unloaded,2021-03-01,3744.0,PRT
unloaded,2021-02-01,3106.0,PRT
unloaded,2020-02-01,3613.0,PRT
unloaded,2020-01-01,3894.0,PRT
unloaded,2020-03-01,4253.0,PRT
unloaded,2020-05-01,2785.0,PRT
unloaded,2020-06-01,2403.0,PRT
unloaded,2020-04-01,3479.0,PRT
unloaded,2020-07-01,3595.0,PRT
unloaded,2020-08-01,3752.0,PRT
unloaded,2020-09-01,3518.0,PRT
unloaded,2020-12-01,3344.0,PRT
unloaded,2020-11-01,3686.0,PRT
unloaded,2020-10-01,3402.0,PRT
unloaded,2019-11-01,3365.0,PRT
unloaded,2019-12-01,3645.0,PRT
unloaded,2019-07-01,3988.0,PRT
unloaded,2019-08-01,3762.0,PRT
unloaded,2019-09-01,3850.0,PRT
unloaded,2019-10-01,3626.0,PRT
unloaded,2019-01-01,4626.0,PRT
unloaded,2019-04-01,3720.0,PRT
unloaded,2019-05-01,4038.0,PRT
unloaded,2019-06-01,3911.0,PRT
unloaded,2019-02-01,3790.0,PRT
unloaded,2019-03-01,3707.0,PRT
unloaded,2018-12-01,4271.0,PRT
unloaded,2018-10-01,3756.0,PRT
unloaded,2018-11-01,4134.0,PRT
unloaded,2018-07-01,4316.0,PRT
unloaded,2018-09-01,4144.0,PRT
unloaded,2018-08-01,4229.0,PRT
unloaded,2018-02-01,3856.0,PRT
unloaded,2018-01-01,4157.0,PRT
unloaded,2018-05-01,4350.0,PRT
unloaded,2018-04-01,4033.0,PRT
unloaded,2018-06-01,4204.0,PRT
unloaded,2018-03-01,3759.0,PRT
unloaded,2017-09-01,4061.0,PRT
unloaded,2017-10-01,4313.0,PRT
unloaded,2017-11-01,4046.0,PRT
unloaded,2017-12-01,3519.0,PRT
unloaded,2017-01-01,4452.0,PRT
unloaded,2017-02-01,4041.0,PRT
unloaded,2017-03-01,4274.0,PRT
unloaded,2017-04-01,4418.0,PRT
unloaded,2017-05-01,3702.0,PRT
unloaded,2017-07-01,4269.0,PRT
unloaded,2017-08-01,4646.0,PRT
unloaded,2017-06-01,4065.0,PRT
unloaded,2016-10-01,3921.0,PRT
unloaded,2016-02-01,3406.0,PRT
unloaded,2016-01-01,3913.0,PRT
unloaded,2016-06-01,3877.0,PRT
unloaded,2016-05-01,3404.0,PRT
unloaded,2016-04-01,3667.0,PRT
unloaded,2016-03-01,4041.0,PRT
unloaded,2016-09-01,3921.0,PRT
unloaded,2016-07-01,3850.0,PRT
unloaded,2016-08-01,4045.0,PRT
unloaded,2015-09-01,3368.0,PRT
unloaded,2015-08-01,4029.0,PRT
unloaded,2015-07-01,4329.0,PRT
unloaded,2015-10-01,3979.0,PRT
unloaded,2015-11-01,3766.0,PRT
unloaded,2015-12-01,3772.0,PRT
unloaded,2015-01-01,3244.0,PRT
unloaded,2015-04-01,3946.0,PRT
unloaded,2015-03-01,3916.0,PRT
unloaded,2015-02-01,3391.0,PRT
unloaded,2015-06-01,3660.0,PRT
unloaded,2015-05-01,4027.0,PRT
unloaded,2014-12-01,3487.0,PRT
unloaded,2014-11-01,3203.0,PRT
unloaded,2014-08-01,3599.0,PRT
unloaded,2014-09-01,3154.0,PRT
unloaded,2014-10-01,3979.0,PRT
unloaded,2014-07-01,3573.0,PRT
unloaded,2014-06-01,3750.0,PRT
loaded,2022-05-01,2374.0,ROU
loaded,2022-02-01,3345.0,ROU
loaded,2021-05-01,2052.0,ROU
loaded,2021-08-01,2757.0,ROU
loaded,2021-02-01,1499.0,ROU
loaded,2021-11-01,2346.0,ROU
loaded,2020-11-01,1979.0,ROU
loaded,2020-08-01,1895.0,ROU
loaded,2020-02-01,2133.0,ROU
loaded,2020-05-01,1913.0,ROU
loaded,2020-03-01,2133.0,ROU
loaded,2019-11-01,2591.0,ROU
loaded,2019-02-01,1790.0,ROU
loaded,2019-08-01,2665.0,ROU
loaded,2019-05-01,1866.0,ROU
loaded,2019-09-01,2665.0,ROU
loaded,2019-12-01,2591.0,ROU
loaded,2019-06-01,1866.0,ROU
loaded,2019-03-01,1790.0,ROU
loaded,2018-08-01,2652.0,ROU
loaded,2018-11-01,2247.0,ROU
loaded,2018-02-01,1724.0,ROU
loaded,2018-05-01,1697.0,ROU
loaded,2018-03-01,1724.0,ROU
loaded,2018-12-01,2247.0,ROU
loaded,2018-09-01,2652.0,ROU
loaded,2018-06-01,1697.0,ROU
loaded,2017-11-01,2382.0,ROU
loaded,2017-12-01,2382.0,ROU
loaded,2017-09-01,2607.0,ROU
loaded,2017-06-01,1637.0,ROU
loaded,2017-03-01,1657.0,ROU
loaded,2017-02-01,1657.0,ROU
loaded,2017-05-01,1637.0,ROU
loaded,2017-08-01,2607.0,ROU
loaded,2016-09-01,2675.0,ROU
loaded,2016-12-01,2319.0,ROU
loaded,2016-08-01,2675.0,ROU
loaded,2016-11-01,2319.0,ROU
loaded,2016-02-01,1683.0,ROU
loaded,2016-05-01,1903.0,ROU
loaded,2015-11-01,1907.0,ROU
unloaded,2022-05-01,2795.0,ROU
unloaded,2022-02-01,3599.0,ROU
unloaded,2021-11-01,2060.0,ROU
unloaded,2021-05-01,2265.0,ROU
unloaded,2021-08-01,2289.0,ROU
unloaded,2021-02-01,1449.0,ROU
unloaded,2020-08-01,2137.0,ROU
unloaded,2020-05-01,1731.0,ROU
unloaded,2020-02-01,1922.0,ROU
unloaded,2020-11-01,2029.0,ROU
unloaded,2020-03-01,1922.0,ROU
unloaded,2019-08-01,2222.0,ROU
unloaded,2019-11-01,2128.0,ROU
unloaded,2019-02-01,2103.0,ROU
unloaded,2019-05-01,2336.0,ROU
unloaded,2019-12-01,2128.0,ROU
unloaded,2019-03-01,2103.0,ROU
unloaded,2019-06-01,2336.0,ROU
unloaded,2019-09-01,2222.0,ROU
unloaded,2018-08-01,2224.0,ROU
unloaded,2018-11-01,2036.0,ROU
unloaded,2018-05-01,1833.0,ROU
unloaded,2018-02-01,1956.0,ROU
unloaded,2018-12-01,2036.0,ROU
unloaded,2018-09-01,2224.0,ROU
unloaded,2018-06-01,1833.0,ROU
unloaded,2018-03-01,1956.0,ROU
unloaded,2017-11-01,1956.0,ROU
unloaded,2017-08-01,1908.0,ROU
unloaded,2017-05-01,1747.0,ROU
unloaded,2017-02-01,1501.0,ROU
unloaded,2017-06-01,1747.0,ROU
unloaded,2017-03-01,1501.0,ROU
unloaded,2017-12-01,1956.0,ROU
unloaded,2017-09-01,1908.0,ROU
unloaded,2016-11-01,1660.0,ROU
unloaded,2016-02-01,1693.0,ROU
unloaded,2016-05-01,1742.0,ROU
unloaded,2016-08-01,1757.0,ROU
unloaded,2016-09-01,1757.0,ROU
unloaded,2016-12-01,1660.0,ROU
unloaded,2015-11-01,1511.0,ROU
loaded,2016-06-01,7595.0,RUS
unloaded,2016-06-01,517.0,RUS
unloaded,2021-01-01,7.0,AIA
unloaded,2021-02-01,6.0,AIA
unloaded,2021-03-01,9.0,AIA
unloaded,2021-04-01,8.0,AIA
unloaded,2021-05-01,5.0,AIA
unloaded,2021-06-01,8.0,AIA
unloaded,2021-07-01,8.0,AIA
unloaded,2021-08-01,9.0,AIA
unloaded,2021-09-01,9.0,AIA
unloaded,2021-10-01,8.0,AIA
unloaded,2021-11-01,7.0,AIA
unloaded,2020-01-01,10.0,AIA
unloaded,2020-02-01,9.0,AIA
unloaded,2020-03-01,10.0,AIA
unloaded,2020-04-01,6.0,AIA
unloaded,2020-05-01,6.0,AIA
unloaded,2020-06-01,8.0,AIA
unloaded,2020-07-01,14.0,AIA
unloaded,2020-08-01,8.0,AIA
unloaded,2020-09-01,9.0,AIA
unloaded,2020-10-01,8.0,AIA
unloaded,2020-11-01,7.0,AIA
unloaded,2020-12-01,9.0,AIA
unloaded,2019-12-01,9.0,AIA
unloaded,2018-01-01,6.0,AIA
unloaded,2017-01-01,4.0,AIA
unloaded,2017-02-01,4.0,AIA
unloaded,2017-03-01,7.0,AIA
unloaded,2017-04-01,7.0,AIA
unloaded,2017-05-01,5.0,AIA
unloaded,2017-06-01,5.0,AIA
unloaded,2017-07-01,6.0,AIA
unloaded,2017-08-01,4.0,AIA
unloaded,2017-09-01,8.0,AIA
unloaded,2017-10-01,8.0,AIA
unloaded,2017-12-01,6.0,AIA
unloaded,2017-11-01,12.0,AIA
unloaded,2016-10-01,9.0,AIA
unloaded,2016-11-01,6.0,AIA
unloaded,2016-12-01,7.0,AIA
unloaded,2016-07-01,8.0,AIA
unloaded,2016-09-01,8.0,AIA
unloaded,2016-01-01,4.0,AIA
unloaded,2016-02-01,7.0,AIA
unloaded,2016-03-01,11.0,AIA
unloaded,2016-04-01,9.0,AIA
unloaded,2016-05-01,9.0,AIA
unloaded,2016-06-01,8.0,AIA
unloaded,2016-08-01,8.0,AIA
unloaded,2015-10-01,13.0,AIA
unloaded,2015-11-01,7.0,AIA
unloaded,2015-12-01,15.0,AIA
unloaded,2015-08-01,15.0,AIA
unloaded,2015-07-01,8.0,AIA
unloaded,2015-06-01,11.0,AIA
unloaded,2015-04-01,10.0,AIA
unloaded,2015-03-01,12.0,AIA
unloaded,2015-01-01,5.0,AIA
unloaded,2015-02-01,7.0,AIA
unloaded,2014-11-01,7.0,AIA
unloaded,2014-12-01,9.0,AIA
unloaded,2014-06-01,8.0,AIA
unloaded,2014-07-01,15.0,AIA
unloaded,2014-08-01,7.0,AIA
unloaded,2014-09-01,5.0,AIA
unloaded,2014-10-01,10.0,AIA
loaded,2017-05-01,0.0,STP
loaded,2017-03-01,0.0,STP
loaded,2017-09-01,1.0,STP
loaded,2017-01-01,0.0,STP
loaded,2017-02-01,0.0,STP
loaded,2017-04-01,0.0,STP
loaded,2017-06-01,1.0,STP
loaded,2017-07-01,1.0,STP
loaded,2017-08-01,1.0,STP
loaded,2016-11-01,1.0,STP
loaded,2016-10-01,1.0,STP
loaded,2016-12-01,0.0,STP
unloaded,2017-01-01,9.0,STP
unloaded,2017-02-01,4.0,STP
unloaded,2017-04-01,20.0,STP
unloaded,2017-06-01,19.0,STP
unloaded,2017-07-01,14.0,STP
unloaded,2017-08-01,12.0,STP
unloaded,2017-03-01,4.0,STP
unloaded,2017-05-01,20.0,STP
unloaded,2017-09-01,12.0,STP
unloaded,2016-11-01,11.0,STP
unloaded,2016-10-01,11.0,STP
unloaded,2016-12-01,14.0,STP
loaded,2022-10-01,530.0,SEN
loaded,2022-02-01,414.0,SEN
loaded,2022-07-01,538.0,SEN
loaded,2022-06-01,543.0,SEN
loaded,2022-09-01,538.0,SEN
loaded,2021-01-01,370.0,SEN
loaded,2021-11-01,546.0,SEN
loaded,2021-10-01,389.0,SEN
loaded,2021-08-01,424.0,SEN
loaded,2021-12-01,539.0,SEN
loaded,2020-02-01,450.0,SEN
loaded,2020-07-01,345.0,SEN
loaded,2020-06-01,374.0,SEN
loaded,2020-08-01,372.0,SEN
loaded,2020-05-01,378.0,SEN
loaded,2020-04-01,388.0,SEN
loaded,2020-03-01,417.0,SEN
loaded,2020-01-01,450.0,SEN
loaded,2019-05-01,507.0,SEN
loaded,2019-08-01,423.0,SEN
loaded,2019-12-01,451.0,SEN
loaded,2019-01-01,420.0,SEN
loaded,2019-02-01,421.0,SEN
loaded,2019-03-01,476.0,SEN
loaded,2019-04-01,507.0,SEN
loaded,2019-07-01,423.0,SEN
loaded,2019-10-01,404.0,SEN
loaded,2019-09-01,415.0,SEN
loaded,2019-11-01,451.0,SEN
loaded,2018-12-01,493.0,SEN
loaded,2018-03-01,1042.0,SEN
loaded,2018-01-01,404.0,SEN
loaded,2018-02-01,386.0,SEN
loaded,2018-04-01,409.0,SEN
loaded,2018-06-01,458.0,SEN
loaded,2018-05-01,428.0,SEN
loaded,2018-08-01,423.0,SEN
loaded,2018-11-01,423.0,SEN
loaded,2018-07-01,458.0,SEN
loaded,2018-09-01,423.0,SEN
loaded,2017-08-01,529.0,SEN
loaded,2017-12-01,370.0,SEN
loaded,2017-03-01,287.0,SEN
loaded,2017-07-01,529.0,SEN
loaded,2017-06-01,453.0,SEN
loaded,2017-02-01,287.0,SEN
loaded,2017-10-01,560.0,SEN
loaded,2017-11-01,370.0,SEN
loaded,2016-11-01,328.0,SEN
loaded,2016-09-01,737.0,SEN
loaded,2016-01-01,358.0,SEN
loaded,2016-02-01,374.0,SEN
loaded,2016-03-01,306.0,SEN
loaded,2016-07-01,622.0,SEN
loaded,2016-08-01,737.0,SEN
loaded,2016-10-01,328.0,SEN
loaded,2016-04-01,424.0,SEN
loaded,2016-06-01,536.0,SEN
loaded,2015-12-01,477.0,SEN
loaded,2015-11-01,431.0,SEN
loaded,2015-10-01,320.0,SEN
loaded,2015-09-01,333.0,SEN
loaded,2015-05-01,272.0,SEN
loaded,2015-06-01,284.0,SEN
loaded,2014-08-01,208.0,SEN
loaded,2014-06-01,265.0,SEN
loaded,2014-09-01,224.0,SEN
unloaded,2022-07-01,1406.0,SEN
unloaded,2022-06-01,1035.0,SEN
unloaded,2022-02-01,1409.0,SEN
unloaded,2022-10-01,1272.0,SEN
unloaded,2022-09-01,1674.0,SEN
unloaded,2021-12-01,1164.0,SEN
unloaded,2021-11-01,1181.0,SEN
unloaded,2021-10-01,1122.0,SEN
unloaded,2021-01-01,1139.0,SEN
unloaded,2021-08-01,1402.0,SEN
unloaded,2020-04-01,1198.0,SEN
unloaded,2020-08-01,1348.0,SEN
unloaded,2020-05-01,1355.0,SEN
unloaded,2020-06-01,1082.0,SEN
unloaded,2020-07-01,1196.0,SEN
unloaded,2020-03-01,1571.0,SEN
unloaded,2020-01-01,1136.0,SEN
unloaded,2020-02-01,1136.0,SEN
unloaded,2019-10-01,1387.0,SEN
unloaded,2019-11-01,1480.0,SEN
unloaded,2019-01-01,935.0,SEN
unloaded,2019-02-01,935.0,SEN
unloaded,2019-07-01,1121.0,SEN
unloaded,2019-09-01,1082.0,SEN
unloaded,2019-03-01,1326.0,SEN
unloaded,2019-04-01,1366.0,SEN
unloaded,2019-12-01,1480.0,SEN
unloaded,2019-08-01,1121.0,SEN
unloaded,2019-05-01,1366.0,SEN
unloaded,2018-12-01,1311.0,SEN
unloaded,2018-08-01,1076.0,SEN
unloaded,2018-11-01,1096.0,SEN
unloaded,2018-01-01,1504.0,SEN
unloaded,2018-04-01,1429.0,SEN
unloaded,2018-03-01,1504.0,SEN
unloaded,2018-02-01,963.0,SEN
unloaded,2018-06-01,1364.0,SEN
unloaded,2018-05-01,1234.0,SEN
unloaded,2018-09-01,1076.0,SEN
unloaded,2018-07-01,1364.0,SEN
unloaded,2017-11-01,1029.0,SEN
unloaded,2017-10-01,1857.0,SEN
unloaded,2017-07-01,1236.0,SEN
unloaded,2017-06-01,1029.0,SEN
unloaded,2017-02-01,955.0,SEN
unloaded,2017-03-01,955.0,SEN
unloaded,2017-08-01,1236.0,SEN
unloaded,2017-12-01,1029.0,SEN
unloaded,2016-11-01,813.0,SEN
unloaded,2016-09-01,1124.0,SEN
unloaded,2016-07-01,955.0,SEN
unloaded,2016-04-01,1029.0,SEN
unloaded,2016-06-01,1377.0,SEN
unloaded,2016-03-01,829.0,SEN
unloaded,2016-01-01,1040.0,SEN
unloaded,2016-02-01,1990.0,SEN
unloaded,2016-08-01,1124.0,SEN
unloaded,2016-10-01,813.0,SEN
unloaded,2015-12-01,957.0,SEN
unloaded,2015-11-01,941.0,SEN
unloaded,2015-10-01,1156.0,SEN
unloaded,2015-05-01,918.0,SEN
unloaded,2015-06-01,1065.0,SEN
unloaded,2015-09-01,1060.0,SEN
unloaded,2014-09-01,903.0,SEN
unloaded,2014-08-01,1179.0,SEN
unloaded,2014-06-01,922.0,SEN
total,2017-01-01,51045.0,SGP
total,2017-02-01,48370.0,SGP
total,2017-03-01,53068.0,SGP
total,2017-04-01,52937.0,SGP
total,2017-05-01,53920.0,SGP
total,2017-06-01,50979.0,SGP
total,2017-07-01,50116.0,SGP
total,2017-08-01,52964.0,SGP
total,2017-09-01,52590.0,SGP
total,2017-10-01,52590.0,SGP
total,2016-01-01,45918.0,SGP
total,2016-02-01,46719.0,SGP
total,2016-03-01,49495.0,SGP
total,2016-04-01,51301.0,SGP
total,2016-05-01,52728.0,SGP
total,2016-06-01,49019.0,SGP
total,2016-07-01,48110.0,SGP
total,2016-08-01,49625.0,SGP
total,2016-09-01,47876.0,SGP
total,2016-10-01,49769.0,SGP
total,2016-11-01,50101.0,SGP
total,2016-12-01,52636.0,SGP
total,2015-01-01,49881.0,SGP
total,2015-02-01,46021.0,SGP
total,2015-03-01,49873.0,SGP
total,2015-04-01,49118.0,SGP
total,2015-05-01,48534.0,SGP
total,2015-06-01,48248.0,SGP
total,2015-07-01,49973.0,SGP
total,2015-08-01,49043.0,SGP
total,2015-09-01,46474.0,SGP
total,2015-10-01,47233.0,SGP
total,2015-11-01,45171.0,SGP
total,2015-12-01,46277.0,SGP
total,2014-01-01,47411.0,SGP
total,2014-02-01,42919.0,SGP
total,2014-03-01,51450.0,SGP
total,2014-04-01,49433.0,SGP
total,2014-05-01,50534.0,SGP
total,2014-06-01,48149.0,SGP
total,2014-07-01,47329.0,SGP
total,2014-08-01,49716.0,SGP
total,2014-09-01,49281.0,SGP
total,2014-10-01,48893.0,SGP
total,2014-11-01,45674.0,SGP
total,2014-12-01,50478.0,SGP
loaded,2022-01-01,16471.0,VNM
loaded,2022-10-01,20729.0,VNM
loaded,2022-11-01,21375.0,VNM
loaded,2022-03-01,44015.0,VNM
loaded,2022-02-01,15232.0,VNM
loaded,2022-08-01,21478.0,VNM
loaded,2022-09-01,77821.0,VNM
loaded,2022-06-01,51328.0,VNM
loaded,2022-05-01,41640.0,VNM
loaded,2022-04-01,63197.0,VNM
loaded,2021-11-01,29912.0,VNM
loaded,2021-02-01,29020.0,VNM
loaded,2021-01-01,15676.0,VNM
loaded,2021-03-01,13390.0,VNM
loaded,2021-05-01,14432.0,VNM
loaded,2021-09-01,12476.0,VNM
loaded,2021-10-01,13881.0,VNM
loaded,2021-07-01,98926.0,VNM
loaded,2021-04-01,13603.0,VNM
loaded,2021-06-01,14964.0,VNM
loaded,2021-08-01,13238.0,VNM
loaded,2020-04-01,13536.0,VNM
loaded,2020-12-01,16722.0,VNM
loaded,2020-08-01,13253.0,VNM
loaded,2020-11-01,154772.0,VNM
loaded,2020-10-01,139645.0,VNM
loaded,2020-06-01,7105.0,VNM
loaded,2020-03-01,13536.0,VNM
loaded,2020-05-01,14167.0,VNM
loaded,2020-07-01,15255.0,VNM
loaded,2022-05-01,417.0,SVN
loaded,2022-04-01,450.0,SVN
loaded,2022-07-01,475.0,SVN
loaded,2022-06-01,433.0,SVN
loaded,2022-08-01,458.0,SVN
loaded,2022-09-01,410.0,SVN
loaded,2022-01-01,493.0,SVN
loaded,2022-02-01,427.0,SVN
loaded,2022-03-01,496.0,SVN
loaded,2021-02-01,507.0,SVN
loaded,2021-01-01,483.0,SVN
loaded,2021-05-01,403.0,SVN
loaded,2021-03-01,623.0,SVN
loaded,2021-04-01,531.0,SVN
loaded,2021-06-01,544.0,SVN
loaded,2021-07-01,395.0,SVN
loaded,2021-10-01,458.0,SVN
loaded,2021-11-01,360.0,SVN
loaded,2021-09-01,417.0,SVN
loaded,2021-08-01,372.0,SVN
loaded,2021-12-01,434.0,SVN
loaded,2020-11-01,470.0,SVN
loaded,2020-12-01,495.0,SVN
loaded,2020-06-01,425.0,SVN
loaded,2020-03-01,545.0,SVN
loaded,2020-04-01,466.0,SVN
loaded,2020-05-01,478.0,SVN
loaded,2020-01-01,504.0,SVN
loaded,2020-02-01,585.0,SVN
loaded,2020-09-01,448.0,SVN
loaded,2020-10-01,527.0,SVN
loaded,2020-07-01,444.0,SVN
loaded,2020-08-01,453.0,SVN
loaded,2019-02-01,565.0,SVN
loaded,2019-01-01,492.0,SVN
loaded,2019-04-01,575.0,SVN
loaded,2019-05-01,586.0,SVN
loaded,2019-03-01,587.0,SVN
loaded,2019-11-01,525.0,SVN
loaded,2019-12-01,494.0,SVN
loaded,2019-09-01,423.0,SVN
loaded,2019-10-01,603.0,SVN
loaded,2019-07-01,612.0,SVN
loaded,2019-06-01,509.0,SVN
loaded,2019-08-01,530.0,SVN
loaded,2018-12-01,636.0,SVN
loaded,2018-11-01,641.0,SVN
loaded,2018-10-01,579.0,SVN
loaded,2018-09-01,451.0,SVN
loaded,2018-05-01,557.0,SVN
loaded,2018-06-01,551.0,SVN
loaded,2018-08-01,525.0,SVN
loaded,2018-07-01,482.0,SVN
unloaded,2015-05-01,555.0,HRV
unloaded,2015-06-01,967.0,HRV
unloaded,2015-07-01,1038.0,HRV
unloaded,2015-01-01,607.0,HRV
unloaded,2015-02-01,760.0,HRV
unloaded,2015-03-01,779.0,HRV
unloaded,2015-04-01,1423.0,HRV
unloaded,2014-12-01,800.0,HRV
unloaded,2014-11-01,637.0,HRV
unloaded,2014-07-01,641.0,HRV
unloaded,2014-06-01,1023.0,HRV
unloaded,2014-10-01,1037.0,HRV
unloaded,2014-08-01,841.0,HRV
unloaded,2014-09-01,549.0,HRV
loaded,2022-10-01,331.0,CYP
loaded,2022-09-01,290.0,CYP
loaded,2022-08-01,284.0,CYP
loaded,2022-07-01,302.0,CYP
loaded,2022-06-01,268.0,CYP
loaded,2022-03-01,288.0,CYP
loaded,2022-04-01,285.0,CYP
loaded,2022-02-01,255.0,CYP
loaded,2022-01-01,222.0,CYP
loaded,2021-02-01,256.0,CYP
loaded,2021-01-01,195.0,CYP
loaded,2021-05-01,301.0,CYP
loaded,2021-04-01,322.0,CYP
loaded,2021-03-01,274.0,CYP
loaded,2021-06-01,277.0,CYP
loaded,2021-07-01,316.0,CYP
loaded,2021-08-01,260.0,CYP
loaded,2021-09-01,241.0,CYP
loaded,2021-10-01,207.0,CYP
loaded,2021-11-01,294.0,CYP
loaded,2021-12-01,233.0,CYP
loaded,2020-12-01,268.0,CYP
loaded,2020-03-01,241.0,CYP
loaded,2020-04-01,189.0,CYP
loaded,2020-05-01,373.0,CYP
loaded,2020-01-01,229.0,CYP
loaded,2020-02-01,184.0,CYP
loaded,2020-07-01,348.0,CYP
loaded,2020-06-01,419.0,CYP
loaded,2020-08-01,375.0,CYP
loaded,2020-10-01,321.0,CYP
loaded,2020-09-01,314.0,CYP
loaded,2020-11-01,402.0,CYP
loaded,2019-11-01,236.0,CYP
loaded,2019-01-01,223.0,CYP
loaded,2019-02-01,233.0,CYP
loaded,2019-03-01,330.0,CYP
loaded,2019-05-01,293.0,CYP
loaded,2019-06-01,305.0,CYP
loaded,2019-07-01,253.0,CYP
loaded,2019-08-01,384.0,CYP
loaded,2019-10-01,413.0,CYP
loaded,2019-12-01,158.0,CYP
loaded,2019-09-01,374.0,CYP
loaded,2019-04-01,330.0,CYP
loaded,2018-12-01,244.0,CYP
loaded,2018-11-01,261.0,CYP
loaded,2018-10-01,261.0,CYP
loaded,2018-09-01,396.0,CYP
loaded,2018-08-01,456.0,CYP
loaded,2018-07-01,376.0,CYP
loaded,2018-05-01,377.0,CYP
loaded,2018-06-01,400.0,CYP
loaded,2018-01-01,305.0,CYP
loaded,2018-02-01,364.0,CYP
loaded,2018-03-01,391.0,CYP
loaded,2018-04-01,452.0,CYP
loaded,2017-02-01,396.0,CYP
loaded,2017-01-01,495.0,CYP
loaded,2017-03-01,412.0,CYP
loaded,2017-07-01,619.0,CYP
loaded,2017-08-01,378.0,CYP
loaded,2017-06-01,378.0,CYP
loaded,2017-05-01,603.0,CYP
loaded,2017-04-01,397.0,CYP
loaded,2017-09-01,253.0,CYP
loaded,2017-10-01,253.0,CYP
loaded,2017-12-01,312.0,CYP
loaded,2017-11-01,461.0,CYP
loaded,2016-11-01,395.0,CYP
loaded,2016-12-01,350.0,CYP
loaded,2016-01-01,441.0,CYP
loaded,2016-03-01,359.0,CYP
loaded,2016-02-01,389.0,CYP
loaded,2016-06-01,422.0,CYP
loaded,2016-05-01,382.0,CYP
loaded,2016-04-01,420.0,CYP
loaded,2016-10-01,322.0,CYP
loaded,2016-09-01,422.0,CYP
loaded,2016-07-01,563.0,CYP
loaded,2016-08-01,394.0,CYP
loaded,2015-12-01,433.0,CYP
loaded,2015-11-01,811.0,CYP
loaded,2015-01-01,328.0,CYP
loaded,2015-02-01,438.0,CYP
loaded,2015-06-01,822.0,CYP
loaded,2015-05-01,536.0,CYP
loaded,2015-04-01,428.0,CYP
loaded,2015-03-01,663.0,CYP
loaded,2015-07-01,313.0,CYP
loaded,2015-09-01,491.0,CYP
loaded,2015-08-01,301.0,CYP
loaded,2015-10-01,269.0,CYP
loaded,2014-12-01,436.0,CYP
loaded,2014-07-01,254.0,CYP
loaded,2014-06-01,246.0,CYP
loaded,2014-08-01,243.0,CYP
loaded,2014-10-01,183.0,CYP
loaded,2014-09-01,189.0,CYP
loaded,2014-11-01,238.0,CYP
unloaded,2022-01-01,612.0,CYP
unloaded,2022-06-01,618.0,CYP
unloaded,2022-07-01,579.0,CYP
unloaded,2022-03-01,637.0,CYP
unloaded,2022-04-01,641.0,CYP
unloaded,2022-02-01,483.0,CYP
unloaded,2022-10-01,613.0,CYP
unloaded,2022-09-01,594.0,CYP
unloaded,2022-08-01,684.0,CYP
unloaded,2021-11-01,765.0,CYP
unloaded,2021-12-01,503.0,CYP
unloaded,2021-01-01,455.0,CYP
unloaded,2021-02-01,492.0,CYP
unloaded,2021-04-01,681.0,CYP
unloaded,2021-03-01,552.0,CYP
unloaded,2021-07-01,753.0,CYP
unloaded,2021-06-01,657.0,CYP
unloaded,2021-05-01,646.0,CYP
unloaded,2021-08-01,529.0,CYP
unloaded,2021-09-01,475.0,CYP
unloaded,2021-10-01,631.0,CYP
unloaded,2020-01-01,597.0,CYP
unloaded,2020-02-01,556.0,CYP
unloaded,2020-03-01,623.0,CYP
unloaded,2020-05-01,604.0,CYP
unloaded,2020-04-01,533.0,CYP
unloaded,2020-08-01,533.0,CYP
unloaded,2020-07-01,745.0,CYP
unloaded,2020-06-01,764.0,CYP
unloaded,2020-10-01,574.0,CYP
unloaded,2020-09-01,679.0,CYP
unloaded,2020-11-01,606.0,CYP
unloaded,2020-12-01,608.0,CYP
unloaded,2019-12-01,530.0,CYP
unloaded,2019-11-01,570.0,CYP
unloaded,2019-10-01,670.0,CYP
unloaded,2019-09-01,595.0,CYP
unloaded,2019-08-01,532.0,CYP
unloaded,2019-01-01,578.0,CYP
unloaded,2019-05-01,747.0,CYP
unloaded,2019-07-01,723.0,CYP
unloaded,2019-06-01,613.0,CYP
unloaded,2019-02-01,577.0,CYP
unloaded,2019-03-01,609.0,CYP
unloaded,2019-04-01,609.0,CYP
