freight_type,period,value_thousand_metric_tons,country_code
unloaded,2018-12-01,566.0,CYP
unloaded,2018-11-01,564.0,CYP
unloaded,2018-10-01,695.0,CYP
unloaded,2018-08-01,664.0,CYP
unloaded,2018-09-01,710.0,CYP
unloaded,2018-01-01,699.0,CYP
unloaded,2018-07-01,814.0,CYP
unloaded,2018-05-01,792.0,CYP
unloaded,2018-06-01,741.0,CYP
unloaded,2018-02-01,648.0,CYP
unloaded,2018-03-01,523.0,CYP
unloaded,2018-04-01,635.0,CYP
unloaded,2017-02-01,590.0,CYP
unloaded,2017-10-01,649.0,CYP
unloaded,2017-12-01,667.0,CYP
unloaded,2017-11-01,682.0,CYP
unloaded,2017-01-01,685.0,CYP
unloaded,2017-08-01,607.0,CYP
unloaded,2017-07-01,604.0,CYP
unloaded,2017-09-01,588.0,CYP
unloaded,2017-06-01,552.0,CYP
unloaded,2017-05-01,820.0,CYP
unloaded,2017-03-01,640.0,CYP
unloaded,2017-04-01,725.0,CYP
unloaded,2016-11-01,666.0,CYP
unloaded,2016-12-01,642.0,CYP
unloaded,2016-01-01,539.0,CYP
unloaded,2016-02-01,387.0,CYP
unloaded,2016-06-01,808.0,CYP
unloaded,2016-07-01,602.0,CYP
unloaded,2016-05-01,532.0,CYP
unloaded,2016-04-01,591.0,CYP
unloaded,2016-03-01,548.0,CYP
unloaded,2016-10-01,659.0,CYP
unloaded,2016-09-01,643.0,CYP
unloaded,2016-08-01,628.0,CYP
unloaded,2015-12-01,633.0,CYP
unloaded,2015-11-01,473.0,CYP
unloaded,2015-01-01,846.0,CYP
unloaded,2015-04-01,477.0,CYP
unloaded,2015-03-01,502.0,CYP
unloaded,2015-02-01,399.0,CYP
unloaded,2015-07-01,547.0,CYP
unloaded,2015-06-01,699.0,CYP
unloaded,2015-05-01,446.0,CYP
unloaded,2015-09-01,597.0,CYP
unloaded,2015-08-01,653.0,CYP
unloaded,2015-10-01,467.0,CYP
unloaded,2014-12-01,692.0,CYP
unloaded,2014-11-01,431.0,CYP
unloaded,2014-09-01,445.0,CYP
unloaded,2014-08-01,401.0,CYP
unloaded,2014-10-01,437.0,CYP
unloaded,2014-06-01,475.0,CYP
unloaded,2014-07-01,381.0,CYP
loaded,2022-01-01,1897.0,EST
loaded,2022-11-01,1618.0,EST
loaded,2022-02-01,1974.0,EST
loaded,2022-03-01,2051.0,EST
loaded,2022-04-01,1469.0,EST
loaded,2022-05-01,1788.0,EST
loaded,2022-06-01,1530.0,EST
loaded,2022-07-01,1484.0,EST
loaded,2022-08-01,1620.0,EST
loaded,2022-09-01,1329.0,EST
loaded,2022-10-01,1544.0,EST
loaded,2021-12-01,2245.0,EST
loaded,2021-01-01,2129.0,EST
loaded,2021-02-01,2244.0,EST
loaded,2021-04-01,2455.0,EST
loaded,2021-03-01,2472.0,EST
loaded,2021-05-01,2304.0,EST
loaded,2021-06-01,2066.0,EST
loaded,2021-07-01,2159.0,EST
loaded,2021-08-01,2281.0,EST
loaded,2021-11-01,1813.0,EST
loaded,2021-10-01,1942.0,EST
loaded,2021-09-01,2279.0,EST
loaded,2020-01-01,1915.0,EST
loaded,2020-02-01,1829.0,EST
loaded,2020-03-01,1994.0,EST
loaded,2020-04-01,2027.0,EST
loaded,2020-06-01,2138.0,EST
loaded,2020-07-01,1940.0,EST
loaded,2020-05-01,1990.0,EST
loaded,2020-12-01,2190.0,EST
loaded,2020-10-01,2371.0,EST
loaded,2020-11-01,1921.0,EST
loaded,2020-08-01,1862.0,EST
loaded,2019-07-01,1899.0,EST
loaded,2019-01-01,2079.0,EST
loaded,2019-02-01,1994.0,EST
loaded,2019-03-01,2279.0,EST
loaded,2019-04-01,2313.0,EST
loaded,2019-05-01,2139.0,EST
loaded,2019-10-01,1966.0,EST
loaded,2019-11-01,2179.0,EST
loaded,2019-12-01,2479.0,EST
loaded,2019-09-01,1966.0,EST
loaded,2019-08-01,1879.0,EST
loaded,2019-06-01,1899.0,EST
loaded,2018-03-01,2128.0,EST
loaded,2018-05-01,2162.0,EST
loaded,2018-06-01,2026.0,EST
loaded,2018-04-01,2086.0,EST
loaded,2018-07-01,2184.0,EST
loaded,2018-09-01,1998.0,EST
loaded,2018-08-01,1789.0,EST
loaded,2018-10-01,2248.0,EST
loaded,2018-12-01,1899.0,EST
loaded,2018-11-01,2121.0,EST
loaded,2018-02-01,1921.0,EST
loaded,2018-01-01,1921.0,EST
loaded,2017-12-01,2161.0,EST
loaded,2017-11-01,2215.0,EST
loaded,2017-02-01,1977.0,EST
loaded,2017-01-01,2004.0,EST
loaded,2017-05-01,2025.0,EST
loaded,2017-04-01,1902.0,EST
loaded,2017-03-01,2384.0,EST
loaded,2017-06-01,1711.0,EST
loaded,2017-07-01,1744.0,EST
loaded,2017-08-01,1894.0,EST
loaded,2017-09-01,1596.0,EST
loaded,2017-10-01,1869.0,EST
loaded,2016-12-01,1979.0,EST
loaded,2016-01-01,2561.0,EST
loaded,2016-02-01,1754.0,EST
loaded,2016-03-01,2069.0,EST
loaded,2016-04-01,1917.0,EST
loaded,2016-09-01,1819.0,EST
loaded,2016-10-01,1579.0,EST
loaded,2016-11-01,1688.0,EST
loaded,2016-06-01,1725.0,EST
loaded,2016-05-01,1774.0,EST
loaded,2016-07-01,1903.0,EST
loaded,2016-08-01,1755.0,EST
loaded,2015-01-01,2596.0,EST
loaded,2015-02-01,2204.0,EST
loaded,2015-03-01,2160.0,EST
loaded,2015-04-01,2383.0,EST
loaded,2015-05-01,2233.0,EST
loaded,2015-06-01,1873.0,EST
loaded,2015-10-01,2179.0,EST
loaded,2015-11-01,2011.0,EST
loaded,2015-12-01,1829.0,EST
loaded,2015-08-01,1631.0,EST
loaded,2015-09-01,1700.0,EST
loaded,2015-07-01,1769.0,EST
loaded,2014-12-01,2731.0,EST
loaded,2014-11-01,2841.0,EST
loaded,2014-09-01,2373.0,EST
loaded,2014-10-01,2133.0,EST
loaded,2014-08-01,1964.0,EST
loaded,2014-06-01,2302.0,EST
loaded,2014-07-01,1944.0,EST
unloaded,2022-02-01,1036.0,EST
unloaded,2022-03-01,1128.0,EST
unloaded,2022-04-01,1411.0,EST
unloaded,2022-05-01,1312.0,EST
unloaded,2022-06-01,1172.0,EST
unloaded,2022-07-01,1259.0,EST
unloaded,2022-08-01,1178.0,EST
unloaded,2022-01-01,971.0,EST
unloaded,2022-09-01,1095.0,EST
unloaded,2022-10-01,904.0,EST
unloaded,2022-11-01,1160.0,EST
unloaded,2021-12-01,834.0,EST
unloaded,2021-11-01,948.0,EST
unloaded,2021-04-01,1120.0,EST
unloaded,2021-02-01,738.0,EST
unloaded,2021-01-01,865.0,EST
unloaded,2021-03-01,973.0,EST
unloaded,2021-07-01,1345.0,EST
unloaded,2021-05-01,1213.0,EST
unloaded,2021-06-01,1243.0,EST
unloaded,2021-10-01,988.0,EST
unloaded,2021-09-01,1339.0,EST
unloaded,2021-08-01,1343.0,EST
unloaded,2020-04-01,1352.0,EST
unloaded,2020-03-01,1157.0,EST
unloaded,2020-01-01,708.0,EST
unloaded,2020-02-01,1033.0,EST
unloaded,2020-10-01,1094.0,EST
unloaded,2020-08-01,1095.0,EST
unloaded,2020-06-01,1122.0,EST
unloaded,2020-07-01,1008.0,EST
unloaded,2020-05-01,1368.0,EST
unloaded,2020-12-01,1029.0,EST
unloaded,2020-11-01,1093.0,EST
unloaded,2019-10-01,915.0,EST
unloaded,2019-11-01,1196.0,EST
unloaded,2019-12-01,1080.0,EST
unloaded,2019-01-01,741.0,EST
unloaded,2019-02-01,815.0,EST
unloaded,2019-03-01,970.0,EST
unloaded,2019-04-01,1095.0,EST
unloaded,2019-05-01,1089.0,EST
unloaded,2019-08-01,992.0,EST
unloaded,2019-09-01,915.0,EST
unloaded,2019-06-01,1146.0,EST
unloaded,2019-07-01,1146.0,EST
unloaded,2018-10-01,1135.0,EST
unloaded,2018-12-01,787.0,EST
unloaded,2018-11-01,868.0,EST
unloaded,2018-01-01,861.0,EST
unloaded,2018-05-01,1194.0,EST
unloaded,2018-06-01,931.0,EST
unloaded,2018-03-01,797.0,EST
unloaded,2018-04-01,958.0,EST
unloaded,2018-08-01,1004.0,EST
unloaded,2018-07-01,1149.0,EST
unloaded,2018-09-01,983.0,EST
unloaded,2018-02-01,861.0,EST
unloaded,2017-12-01,740.0,EST
unloaded,2017-11-01,933.0,EST
unloaded,2017-02-01,860.0,EST
unloaded,2017-01-01,790.0,EST
unloaded,2017-04-01,963.0,EST
unloaded,2017-03-01,997.0,EST
unloaded,2017-05-01,1227.0,EST
unloaded,2017-07-01,919.0,EST
unloaded,2017-06-01,1033.0,EST
unloaded,2017-08-01,942.0,EST
unloaded,2017-09-01,965.0,EST
unloaded,2017-10-01,962.0,EST
unloaded,2016-12-01,773.0,EST
unloaded,2016-02-01,789.0,EST
unloaded,2016-01-01,821.0,EST
unloaded,2016-03-01,634.0,EST
unloaded,2016-04-01,904.0,EST
unloaded,2016-05-01,996.0,EST
unloaded,2016-06-01,1166.0,EST
unloaded,2016-08-01,1186.0,EST
unloaded,2016-09-01,951.0,EST
unloaded,2016-07-01,1056.0,EST
unloaded,2016-10-01,887.0,EST
unloaded,2016-11-01,841.0,EST
unloaded,2015-08-01,873.0,EST
unloaded,2015-12-01,772.0,EST
unloaded,2015-01-01,753.0,EST
unloaded,2015-02-01,855.0,EST
unloaded,2015-03-01,890.0,EST
unloaded,2015-04-01,807.0,EST
unloaded,2015-10-01,1069.0,EST
unloaded,2015-11-01,744.0,EST
unloaded,2015-09-01,924.0,EST
unloaded,2015-05-01,806.0,EST
unloaded,2015-06-01,917.0,EST
unloaded,2015-07-01,840.0,EST
unloaded,2014-12-01,1160.0,EST
unloaded,2014-11-01,960.0,EST
unloaded,2014-07-01,1202.0,EST
unloaded,2014-06-01,1077.0,EST
unloaded,2014-10-01,1170.0,EST
unloaded,2014-08-01,1240.0,EST
unloaded,2014-09-01,1156.0,EST
loaded,2022-10-01,3782.0,FIN
loaded,2022-09-01,3704.0,FIN
loaded,2022-08-01,3972.0,FIN
loaded,2022-07-01,4100.0,FIN
loaded,2022-05-01,4139.0,FIN
loaded,2022-03-01,3847.0,FIN
loaded,2022-02-01,3480.0,FIN
loaded,2022-01-01,3765.0,FIN
loaded,2021-02-01,3742.0,FIN
loaded,2021-01-01,4086.0,FIN
loaded,2021-05-01,4187.0,FIN
loaded,2021-04-01,4046.0,FIN
loaded,2021-03-01,4283.0,FIN
loaded,2021-08-01,3989.0,FIN
loaded,2021-09-01,4360.0,FIN
loaded,2021-11-01,4555.0,FIN
loaded,2021-10-01,4366.0,FIN
loaded,2021-07-01,4271.0,FIN
loaded,2021-06-01,4202.0,FIN
loaded,2021-12-01,4287.0,FIN
loaded,2020-12-01,4404.0,FIN
loaded,2020-11-01,4205.0,FIN
loaded,2020-07-01,3841.0,FIN
loaded,2020-08-01,3900.0,FIN
loaded,2020-10-01,4525.0,FIN
loaded,2020-09-01,4233.0,FIN
loaded,2020-04-01,4458.0,FIN
loaded,2020-05-01,4302.0,FIN
loaded,2020-06-01,3921.0,FIN
loaded,2020-03-01,4563.0,FIN
loaded,2020-02-01,3572.0,FIN
loaded,2020-01-01,4282.0,FIN
loaded,2019-06-01,4262.0,FIN
loaded,2019-07-01,4507.0,FIN
loaded,2019-08-01,4113.0,FIN
loaded,2019-11-01,4446.0,FIN
loaded,2019-12-01,4653.0,FIN
loaded,2019-09-01,4284.0,FIN
loaded,2019-10-01,4534.0,FIN
loaded,2019-04-01,4461.0,FIN
loaded,2019-05-01,5001.0,FIN
loaded,2019-03-01,4692.0,FIN
loaded,2019-02-01,4033.0,FIN
loaded,2019-01-01,4307.0,FIN
loaded,2018-12-01,3993.0,FIN
loaded,2018-11-01,4638.0,FIN
loaded,2018-09-01,4122.0,FIN
loaded,2018-10-01,4638.0,FIN
loaded,2018-08-01,4352.0,FIN
loaded,2018-07-01,4243.0,FIN
loaded,2018-06-01,4860.0,FIN
loaded,2018-03-01,4240.0,FIN
loaded,2018-05-01,4909.0,FIN
loaded,2018-04-01,4199.0,FIN
loaded,2018-02-01,4124.0,FIN
loaded,2018-01-01,4485.0,FIN
loaded,2017-06-01,4260.0,FIN
loaded,2017-02-01,3969.0,FIN
loaded,2017-01-01,4037.0,FIN
loaded,2017-03-01,4255.0,FIN
loaded,2017-09-01,4129.0,FIN
loaded,2017-08-01,4478.0,FIN
loaded,2017-05-01,4295.0,FIN
loaded,2017-07-01,4137.0,FIN
loaded,2017-04-01,4292.0,FIN
loaded,2017-10-01,4562.0,FIN
loaded,2017-11-01,4537.0,FIN
loaded,2017-12-01,4527.0,FIN
loaded,2016-11-01,4248.0,FIN
loaded,2016-12-01,4260.0,FIN
loaded,2016-01-01,3803.0,FIN
loaded,2016-04-01,3806.0,FIN
loaded,2016-02-01,3553.0,FIN
loaded,2016-03-01,3541.0,FIN
loaded,2016-05-01,3908.0,FIN
loaded,2016-09-01,4076.0,FIN
loaded,2016-10-01,4026.0,FIN
loaded,2016-08-01,3897.0,FIN
loaded,2016-07-01,4092.0,FIN
loaded,2016-06-01,3775.0,FIN
loaded,2015-12-01,3619.0,FIN
loaded,2015-01-01,3324.0,FIN
loaded,2015-02-01,3177.0,FIN
loaded,2015-06-01,3590.0,FIN
loaded,2015-05-01,3348.0,FIN
loaded,2015-04-01,3975.0,FIN
loaded,2015-03-01,3497.0,FIN
loaded,2015-07-01,3590.0,FIN
loaded,2015-09-01,3933.0,FIN
loaded,2015-08-01,3890.0,FIN
loaded,2015-11-01,3714.0,FIN
loaded,2015-10-01,4089.0,FIN
loaded,2014-12-01,3921.0,FIN
loaded,2014-07-01,4096.0,FIN
loaded,2014-06-01,3956.0,FIN
loaded,2014-08-01,3760.0,FIN
loaded,2014-10-01,4271.0,FIN
loaded,2014-09-01,4202.0,FIN
loaded,2014-11-01,4190.0,FIN
unloaded,2022-01-01,3653.0,FIN
unloaded,2022-07-01,4152.0,FIN
unloaded,2022-05-01,4201.0,FIN
unloaded,2022-03-01,4009.0,FIN
unloaded,2022-02-01,3634.0,FIN
unloaded,2022-10-01,4374.0,FIN
unloaded,2022-09-01,3563.0,FIN
unloaded,2022-08-01,4121.0,FIN
unloaded,2021-12-01,3631.0,FIN
unloaded,2021-11-01,3790.0,FIN
unloaded,2021-10-01,4269.0,FIN
unloaded,2021-02-01,3358.0,FIN
unloaded,2021-01-01,3591.0,FIN
unloaded,2021-04-01,3149.0,FIN
unloaded,2021-03-01,3847.0,FIN
unloaded,2021-08-01,3724.0,FIN
unloaded,2021-09-01,3707.0,FIN
unloaded,2021-06-01,3726.0,FIN
unloaded,2021-05-01,3039.0,FIN
unloaded,2021-07-01,3853.0,FIN
unloaded,2020-02-01,3541.0,FIN
unloaded,2020-01-01,3974.0,FIN
unloaded,2020-03-01,3959.0,FIN
unloaded,2020-05-01,4228.0,FIN
unloaded,2020-04-01,4259.0,FIN
unloaded,2020-06-01,3338.0,FIN
unloaded,2020-07-01,3714.0,FIN
unloaded,2020-08-01,3608.0,FIN
unloaded,2020-10-01,3859.0,FIN
unloaded,2020-09-01,3954.0,FIN
unloaded,2020-11-01,3692.0,FIN
unloaded,2020-12-01,3700.0,FIN
unloaded,2019-11-01,3787.0,FIN
unloaded,2019-12-01,3971.0,FIN
unloaded,2019-10-01,4013.0,FIN
unloaded,2019-02-01,3560.0,FIN
unloaded,2019-01-01,3787.0,FIN
unloaded,2019-06-01,4288.0,FIN
unloaded,2019-07-01,4130.0,FIN
unloaded,2019-09-01,4167.0,FIN
unloaded,2019-08-01,4248.0,FIN
unloaded,2019-04-01,4089.0,FIN
unloaded,2019-05-01,3979.0,FIN
unloaded,2019-03-01,3959.0,FIN
unloaded,2018-12-01,4588.0,FIN
unloaded,2018-11-01,4317.0,FIN
unloaded,2018-09-01,4360.0,FIN
unloaded,2018-10-01,4317.0,FIN
unloaded,2018-02-01,3578.0,FIN
unloaded,2018-01-01,4097.0,FIN
unloaded,2018-08-01,4351.0,FIN
unloaded,2018-07-01,4695.0,FIN
unloaded,2018-06-01,4160.0,FIN
unloaded,2018-03-01,4426.0,FIN
unloaded,2018-05-01,4486.0,FIN
unloaded,2018-04-01,3886.0,FIN
unloaded,2017-06-01,3762.0,FIN
unloaded,2017-10-01,4251.0,FIN
unloaded,2017-11-01,4125.0,FIN
unloaded,2017-12-01,3904.0,FIN
unloaded,2017-01-01,3894.0,FIN
unloaded,2017-02-01,3491.0,FIN
unloaded,2017-09-01,3858.0,FIN
unloaded,2017-08-01,3971.0,FIN
unloaded,2017-07-01,4111.0,FIN
unloaded,2017-05-01,4452.0,FIN
unloaded,2017-03-01,3661.0,FIN
unloaded,2017-04-01,3808.0,FIN
unloaded,2016-11-01,3898.0,FIN
unloaded,2016-12-01,3912.0,FIN
unloaded,2016-01-01,3456.0,FIN
unloaded,2016-02-01,3526.0,FIN
unloaded,2016-08-01,3771.0,FIN
unloaded,2016-07-01,4066.0,FIN
unloaded,2016-06-01,4097.0,FIN
unloaded,2016-05-01,4258.0,FIN
unloaded,2016-04-01,4361.0,FIN
unloaded,2016-03-01,4116.0,FIN
unloaded,2016-09-01,4235.0,FIN
unloaded,2016-10-01,4216.0,FIN
unloaded,2015-12-01,3948.0,FIN
unloaded,2015-01-01,4091.0,FIN
unloaded,2015-04-01,3447.0,FIN
unloaded,2015-03-01,3698.0,FIN
unloaded,2015-02-01,3494.0,FIN
unloaded,2015-07-01,3374.0,FIN
unloaded,2015-06-01,3374.0,FIN
unloaded,2015-05-01,3072.0,FIN
unloaded,2015-09-01,4010.0,FIN
unloaded,2015-08-01,3533.0,FIN
unloaded,2015-11-01,3772.0,FIN
unloaded,2015-10-01,3914.0,FIN
unloaded,2014-12-01,3965.0,FIN
unloaded,2014-11-01,4427.0,FIN
unloaded,2014-09-01,4305.0,FIN
unloaded,2014-08-01,3867.0,FIN
unloaded,2014-10-01,4506.0,FIN
unloaded,2014-06-01,4245.0,FIN
unloaded,2014-07-01,3975.0,FIN
loaded,2018-01-01,9895.0,FRA
loaded,2018-02-01,9254.0,FRA
loaded,2018-03-01,10060.0,FRA
loaded,2018-04-01,9709.0,FRA
loaded,2018-05-01,9522.0,FRA
loaded,2018-06-01,9450.0,FRA
loaded,2018-07-01,10141.0,FRA
loaded,2018-09-01,9330.0,FRA
loaded,2018-08-01,9815.0,FRA
loaded,2018-10-01,9330.0,FRA
loaded,2017-12-01,9188.0,FRA
loaded,2017-11-01,10005.0,FRA
loaded,2017-10-01,9619.0,FRA
loaded,2017-03-01,9637.0,FRA
loaded,2017-02-01,8335.0,FRA
loaded,2017-01-01,8676.0,FRA
loaded,2017-04-01,9401.0,FRA
loaded,2017-05-01,9432.0,FRA
loaded,2017-06-01,9252.0,FRA
loaded,2017-08-01,9152.0,FRA
loaded,2017-07-01,9359.0,FRA
loaded,2017-09-01,9099.0,FRA
loaded,2016-10-01,8468.0,FRA
loaded,2016-11-01,7872.0,FRA
loaded,2016-09-01,8007.0,FRA
loaded,2016-12-01,8771.0,FRA
loaded,2016-06-01,8761.0,FRA
loaded,2016-07-01,9614.0,FRA
loaded,2016-08-01,8309.0,FRA
loaded,2016-01-01,8834.0,FRA
loaded,2016-02-01,8990.0,FRA
loaded,2016-03-01,10048.0,FRA
loaded,2016-04-01,9913.0,FRA
loaded,2016-05-01,9255.0,FRA
loaded,2015-09-01,9318.0,FRA
loaded,2015-10-01,9700.0,FRA
loaded,2015-11-01,8789.0,FRA
loaded,2015-12-01,8823.0,FRA
loaded,2015-01-01,8794.0,FRA
loaded,2015-02-01,9224.0,FRA
loaded,2015-03-01,10361.0,FRA
loaded,2015-04-01,9986.0,FRA
loaded,2015-05-01,9283.0,FRA
loaded,2015-06-01,9469.0,FRA
loaded,2015-08-01,9361.0,FRA
loaded,2015-07-01,9258.0,FRA
loaded,2014-12-01,8684.0,FRA
loaded,2014-11-01,9177.0,FRA
loaded,2014-09-01,9186.0,FRA
loaded,2014-10-01,10134.0,FRA
loaded,2014-08-01,8876.0,FRA
loaded,2014-06-01,8926.0,FRA
loaded,2014-07-01,9492.0,FRA
loaded,2014-01-01,8608.0,FRA
loaded,2014-02-01,8337.0,FRA
loaded,2014-03-01,9042.0,FRA
loaded,2014-04-01,8950.0,FRA
loaded,2014-05-01,8506.0,FRA
unloaded,2018-01-01,17257.0,FRA
unloaded,2018-02-01,16669.0,FRA
unloaded,2018-03-01,16699.0,FRA
unloaded,2018-04-01,16453.0,FRA
unloaded,2018-05-01,16784.0,FRA
unloaded,2018-06-01,16026.0,FRA
unloaded,2018-07-01,18234.0,FRA
unloaded,2018-09-01,17048.0,FRA
unloaded,2018-08-01,17690.0,FRA
unloaded,2018-10-01,17048.0,FRA
unloaded,2017-08-01,17432.0,FRA
unloaded,2017-07-01,18902.0,FRA
unloaded,2017-09-01,16921.0,FRA
unloaded,2017-12-01,16487.0,FRA
unloaded,2017-11-01,17487.0,FRA
unloaded,2017-10-01,17513.0,FRA
unloaded,2017-03-01,18597.0,FRA
unloaded,2017-02-01,16155.0,FRA
unloaded,2017-01-01,16716.0,FRA
unloaded,2017-06-01,16250.0,FRA
unloaded,2017-04-01,15982.0,FRA
unloaded,2017-05-01,19195.0,FRA
unloaded,2016-10-01,16669.0,FRA
unloaded,2016-12-01,16139.0,FRA
unloaded,2016-11-01,16902.0,FRA
unloaded,2016-01-01,16758.0,FRA
unloaded,2016-02-01,14911.0,FRA
unloaded,2016-06-01,14819.0,FRA
unloaded,2016-04-01,16568.0,FRA
unloaded,2016-05-01,13630.0,FRA
unloaded,2016-03-01,14071.0,FRA
unloaded,2016-07-01,17439.0,FRA
unloaded,2016-08-01,15482.0,FRA
unloaded,2016-09-01,16640.0,FRA
unloaded,2015-10-01,16663.0,FRA
unloaded,2015-08-01,16340.0,FRA
unloaded,2015-09-01,16355.0,FRA
unloaded,2015-11-01,16141.0,FRA
unloaded,2015-12-01,16064.0,FRA
unloaded,2015-01-01,15452.0,FRA
unloaded,2015-02-01,14366.0,FRA
unloaded,2015-03-01,17802.0,FRA
unloaded,2015-04-01,16221.0,FRA
unloaded,2015-05-01,15521.0,FRA
unloaded,2015-06-01,15157.0,FRA
unloaded,2015-07-01,16333.0,FRA
unloaded,2014-01-01,16614.0,FRA
unloaded,2014-02-01,14123.0,FRA
unloaded,2014-03-01,16747.0,FRA
unloaded,2014-04-01,16407.0,FRA
unloaded,2014-05-01,16530.0,FRA
unloaded,2014-12-01,15988.0,FRA
unloaded,2014-11-01,16634.0,FRA
unloaded,2014-07-01,17544.0,FRA
unloaded,2014-06-01,14984.0,FRA
unloaded,2014-10-01,15864.0,FRA
unloaded,2014-08-01,16393.0,FRA
unloaded,2014-09-01,16080.0,FRA
loaded,2022-03-01,10211.0,DEU
loaded,2022-02-01,8322.0,DEU
loaded,2022-05-01,9064.0,DEU
loaded,2022-04-01,8991.0,DEU
loaded,2022-06-01,8872.0,DEU
loaded,2022-07-01,8274.0,DEU
loaded,2021-03-01,10682.0,DEU
loaded,2021-02-01,9189.0,DEU
loaded,2021-04-01,9627.0,DEU
loaded,2021-06-01,9571.0,DEU
loaded,2021-07-01,9298.0,DEU
loaded,2021-05-01,9341.0,DEU
loaded,2021-08-01,9218.0,DEU
loaded,2021-09-01,9355.0,DEU
loaded,2021-10-01,9865.0,DEU
loaded,2021-11-01,9563.0,DEU
loaded,2020-11-01,9807.0,DEU
loaded,2020-04-01,10727.0,DEU
loaded,2020-10-01,9885.0,DEU
loaded,2020-12-01,10049.0,DEU
loaded,2020-09-01,8993.0,DEU
loaded,2020-08-01,8781.0,DEU
loaded,2020-05-01,8722.0,DEU
loaded,2020-06-01,7868.0,DEU
loaded,2020-07-01,9161.0,DEU
loaded,2020-02-01,8902.0,DEU
loaded,2020-03-01,10727.0,DEU
loaded,2020-01-01,8902.0,DEU
loaded,2019-10-01,8993.0,DEU
loaded,2019-01-01,9221.0,DEU
loaded,2019-02-01,9880.0,DEU
loaded,2019-08-01,9339.0,DEU
loaded,2019-09-01,8993.0,DEU
loaded,2019-04-01,9932.0,DEU
loaded,2019-05-01,9480.0,DEU
loaded,2019-06-01,9390.0,DEU
loaded,2019-07-01,9247.0,DEU
loaded,2019-03-01,11186.0,DEU
loaded,2018-12-01,9647.0,DEU
loaded,2018-10-01,10341.0,DEU
loaded,2018-11-01,9918.0,DEU
loaded,2018-01-01,9360.0,DEU
loaded,2018-02-01,9818.0,DEU
loaded,2018-09-01,9274.0,DEU
loaded,2018-08-01,9964.0,DEU
loaded,2018-07-01,9607.0,DEU
loaded,2018-06-01,9849.0,DEU
loaded,2018-05-01,9686.0,DEU
loaded,2018-04-01,9851.0,DEU
loaded,2018-03-01,10226.0,DEU
loaded,2017-12-01,9432.0,DEU
loaded,2017-10-01,9507.0,DEU
loaded,2017-11-01,9037.0,DEU
loaded,2017-06-01,9270.0,DEU
loaded,2017-07-01,9452.0,DEU
loaded,2017-08-01,9751.0,DEU
loaded,2017-05-01,9845.0,DEU
loaded,2017-04-01,9855.0,DEU
loaded,2017-03-01,10787.0,DEU
loaded,2017-01-01,9916.0,DEU
loaded,2017-02-01,9097.0,DEU
loaded,2017-09-01,9711.0,DEU
loaded,2016-12-01,9794.0,DEU
loaded,2016-11-01,9460.0,DEU
loaded,2016-09-01,9570.0,DEU
loaded,2016-10-01,9236.0,DEU
loaded,2016-01-01,8856.0,DEU
loaded,2016-03-01,10442.0,DEU
loaded,2016-02-01,9659.0,DEU
loaded,2016-04-01,10608.0,DEU
loaded,2016-05-01,9999.0,DEU
loaded,2016-08-01,9022.0,DEU
loaded,2016-06-01,10130.0,DEU
loaded,2016-07-01,9580.0,DEU
loaded,2015-12-01,9416.0,DEU
loaded,2015-10-01,9226.0,DEU
loaded,2015-09-01,9508.0,DEU
loaded,2015-11-01,8857.0,DEU
loaded,2015-01-01,9763.0,DEU
loaded,2015-02-01,9821.0,DEU
loaded,2015-06-01,10033.0,DEU
loaded,2015-05-01,10206.0,DEU
loaded,2015-04-01,10755.0,DEU
loaded,2015-03-01,11257.0,DEU
loaded,2015-07-01,10148.0,DEU
loaded,2015-08-01,8955.0,DEU
loaded,2014-12-01,9421.0,DEU
loaded,2014-07-01,10160.0,DEU
loaded,2014-06-01,9798.0,DEU
loaded,2014-08-01,9829.0,DEU
loaded,2014-10-01,10259.0,DEU
loaded,2014-09-01,10284.0,DEU
loaded,2014-11-01,9673.0,DEU
unloaded,2022-02-01,12519.0,DEU
unloaded,2022-04-01,14069.0,DEU
unloaded,2022-03-01,14113.0,DEU
unloaded,2022-05-01,14868.0,DEU
unloaded,2022-06-01,13474.0,DEU
unloaded,2022-07-01,13216.0,DEU
unloaded,2021-11-01,14727.0,DEU
unloaded,2021-10-01,14625.0,DEU
unloaded,2021-08-01,14232.0,DEU
unloaded,2021-09-01,14050.0,DEU
unloaded,2021-04-01,12764.0,DEU
unloaded,2021-02-01,12256.0,DEU
unloaded,2021-03-01,14775.0,DEU
unloaded,2021-05-01,14101.0,DEU
unloaded,2021-06-01,13842.0,DEU
unloaded,2021-07-01,13936.0,DEU
unloaded,2020-05-01,13116.0,DEU
unloaded,2020-06-01,11767.0,DEU
unloaded,2020-07-01,12562.0,DEU
unloaded,2020-08-01,13488.0,DEU
unloaded,2020-03-01,13640.0,DEU
unloaded,2020-02-01,14017.0,DEU
unloaded,2020-01-01,14017.0,DEU
unloaded,2020-09-01,13110.0,DEU
unloaded,2020-10-01,14671.0,DEU
unloaded,2020-11-01,13348.0,DEU
unloaded,2020-04-01,13640.0,DEU
unloaded,2020-12-01,12985.0,DEU
unloaded,2019-08-01,14080.0,DEU
unloaded,2019-09-01,14117.0,DEU
unloaded,2019-01-01,15994.0,DEU
unloaded,2019-02-01,14822.0,DEU
unloaded,2019-06-01,14100.0,DEU
