T22,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
446,"China, Macao SAR",2010,Imports CIF (millions of US dollars),G,,"5,629",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",2015,Imports CIF (millions of US dollars),G,,"10,603",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",2019,Imports CIF (millions of US dollars),G,,"12,024",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",2020,Imports CIF (millions of US dollars),G,,"11,950",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",2021,Imports CIF (millions of US dollars),G,,"19,347",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",1995,Exports FOB (millions of US dollars),G,,"2,025",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",2005,Exports FOB (millions of US dollars),G,,"2,474",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",2010,Exports FOB (millions of US dollars),G,,870,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",2015,Exports FOB (millions of US dollars),G,,"1,339",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",2019,Exports FOB (millions of US dollars),G,,"1,024",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",2020,Exports FOB (millions of US dollars),G,,"1,025",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",2021,Exports FOB (millions of US dollars),G,,"1,392",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",1995,Balance imports/exports (millions of US dollars),G,,-1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",2005,Balance imports/exports (millions of US dollars),G,,"-2,040",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",2010,Balance imports/exports (millions of US dollars),G,,"-4,760",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",2015,Balance imports/exports (millions of US dollars),G,,"-9,264",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",2019,Balance imports/exports (millions of US dollars),G,,"-11,000",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",2020,Balance imports/exports (millions of US dollars),G,,"-10,926",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
446,"China, Macao SAR",2021,Balance imports/exports (millions of US dollars),G,,"-17,954",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,1995,Imports CIF (millions of US dollars),G,,"13,883",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2005,Imports CIF (millions of US dollars),G,,"21,204",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2010,Imports CIF (millions of US dollars),G,,"40,683",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2015,Imports CIF (millions of US dollars),G,,"54,036",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2019,Imports CIF (millions of US dollars),G,,"52,696",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2020,Imports CIF (millions of US dollars),G,,"43,487",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2021,Imports CIF (millions of US dollars),G,,"61,099",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,1995,Exports FOB (millions of US dollars),G,,"10,201",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2005,Exports FOB (millions of US dollars),G,,"21,190",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2010,Exports FOB (millions of US dollars),G,,"39,820",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2015,Exports FOB (millions of US dollars),G,,"35,691",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2019,Exports FOB (millions of US dollars),G,,"39,489",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2020,Exports FOB (millions of US dollars),G,,"31,056",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2021,Exports FOB (millions of US dollars),G,,"41,390",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,1995,Balance imports/exports (millions of US dollars),G,,"-3,682",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2005,Balance imports/exports (millions of US dollars),G,,-14,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2010,Balance imports/exports (millions of US dollars),G,,-863,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2015,Balance imports/exports (millions of US dollars),G,,"-18,345",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2019,Balance imports/exports (millions of US dollars),G,,"-13,207",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2020,Balance imports/exports (millions of US dollars),G,,"-12,432",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
170,Colombia,2021,Balance imports/exports (millions of US dollars),G,,"-19,709",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,1995,Imports CIF (millions of US dollars),S,,62,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,2005,Imports CIF (millions of US dollars),S,,85,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,2010,Imports CIF (millions of US dollars),S,,181,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,2015,Imports CIF (millions of US dollars),S,,173,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,2019,Imports CIF (millions of US dollars),S,,201,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,2020,Imports CIF (millions of US dollars),S,,268,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,2021,Imports CIF (millions of US dollars),S,,311,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,1995,Exports FOB (millions of US dollars),S,,11,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,2005,Exports FOB (millions of US dollars),S,,4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,2010,Exports FOB (millions of US dollars),S,,14,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,2015,Exports FOB (millions of US dollars),S,,15,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,2019,Exports FOB (millions of US dollars),S,,49,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,2020,Exports FOB (millions of US dollars),S,,20,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,2021,Exports FOB (millions of US dollars),S,,18,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,1995,Balance imports/exports (millions of US dollars),S,,-51,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,2005,Balance imports/exports (millions of US dollars),S,,-81,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
174,Comoros,2010,Balance imports/exports (millions of US dollars),S,,-167,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
