,country_code,year,paper_pulp_prod_tonnes,paper_pulp_export_tonnes,paper_pulp_import_tonnes,wood_pulp_production_tonnes,wood_pulp_export_tonnes,wood_pulp_import_tonnes,paper_price,wood_pulp_price
2252,CHN,2014,17543201.0,0.0,0.0,15000.0,47675.0,222.0,183.86666666666667,183.71666666666667
2253,CHN,2014,17543201.0,0.0,0.0,15000.0,47675.0,0.0,183.86666666666667,183.71666666666667
2254,CHN,2014,17543201.0,0.0,0.0,15000.0,446.0,18672590.0,183.86666666666667,183.71666666666667
2255,CHN,2014,17543201.0,0.0,0.0,15000.0,446.0,222.0,183.86666666666667,183.71666666666667
2256,CHN,2014,17543201.0,0.0,0.0,15000.0,446.0,0.0,183.86666666666667,183.71666666666667
2257,CHN,2014,17543201.0,0.0,0.0,15000.0,0.0,18672590.0,183.86666666666667,183.71666666666667
2258,CHN,2014,17543201.0,0.0,0.0,15000.0,0.0,222.0,183.86666666666667,183.71666666666667
2259,CHN,2014,17543201.0,0.0,0.0,15000.0,0.0,0.0,183.86666666666667,183.71666666666667
2260,COL,2014,426282.0,1959.0,175161.0,238173.0,2027.0,173789.0,183.86666666666667,183.71666666666667
2261,CRI,2014,177800.0,332.0,12553.0,2800.0,315.0,12378.0,183.86666666666667,183.71666666666667
2262,HRV,2014,32648.0,32262.0,464.0,32648.0,32261.0,287.0,183.86666666666667,183.71666666666667
2263,CUB,2014,100.0,,2096.0,,,3942.0,183.86666666666667,183.71666666666667
2264,CYP,2014,0.0,0.0,83.0,0.0,0.0,83.0,183.86666666666667,183.71666666666667
2265,CZE,2014,445500.0,148152.0,196221.0,705500.0,399943.0,198311.0,183.86666666666667,183.71666666666667
2266,DNK,2014,64830.0,95122.0,80058.0,4830.0,12622.0,56959.0,183.86666666666667,183.71666666666667
2267,ECU,2014,18000.0,1.0,20141.0,2000.0,1.0,20117.0,183.86666666666667,183.71666666666667
2268,EGY,2014,161000.0,50.0,262284.0,41000.0,33.0,297578.0,183.86666666666667,183.71666666666667
2269,EST,2014,234765.0,173511.0,27605.0,234765.0,173408.0,27578.0,183.86666666666667,183.71666666666667
2270,SWZ,2014,0.0,0.0,,0.0,0.0,,183.86666666666667,183.71666666666667
2271,ETH,2014,9400.0,0.0,5657.0,,0.0,5571.0,183.86666666666667,183.71666666666667
2272,FIN,2014,10221386.0,2870381.0,394410.0,10471386.0,3004941.0,396020.0,183.86666666666667,183.71666666666667
2273,FRA,2014,1612000.0,467395.0,2003130.0,1651000.0,535658.0,2008855.0,183.86666666666667,183.71666666666667
2274,GEO,2014,0.0,0.0,90.0,0.0,0.0,74.0,183.86666666666667,183.71666666666667
2275,DEU,2014,2597000.0,1223349.0,4367063.0,2597000.0,1316741.0,4854765.0,183.86666666666667,183.71666666666667
2276,GRC,2014,0.0,3241.0,131307.0,0.0,3237.0,131112.0,183.86666666666667,183.71666666666667
2277,HND,2014,0.0,26.0,100.0,0.0,15.0,86.0,183.86666666666667,183.71666666666667
2278,HUN,2014,23000.0,33614.0,132068.0,0.0,14971.0,131487.0,183.86666666666667,183.71666666666667
2279,ISL,2014,0.0,0.0,13.0,0.0,0.0,9.0,183.86666666666667,183.71666666666667
2280,IND,2014,5986300.0,5488.0,853177.0,3330300.0,4997.0,1159301.0,183.86666666666667,183.71666666666667
2281,IDN,2014,6777000.0,3498132.0,1093376.0,6672000.0,3497630.0,1601422.0,183.86666666666667,183.71666666666667
2282,IRN,2014,298000.0,183.0,97192.0,249500.0,61.0,97083.0,183.86666666666667,183.71666666666667
2283,IRQ,2014,2000.0,29.0,182.0,,29.0,182.0,183.86666666666667,183.71666666666667
2284,IRL,2014,0.0,1.0,3874.0,0.0,1.0,46477.0,183.86666666666667,183.71666666666667
2285,ISR,2014,15000.0,509.0,126904.0,0.0,497.0,127061.0,183.86666666666667,183.71666666666667
2286,ITA,2014,613780.0,35016.0,3395899.0,410890.0,34885.0,3377657.0,183.86666666666667,183.71666666666667
2287,JPN,2014,8989000.0,347895.0,1659000.0,9066000.0,391895.0,1751000.0,183.86666666666667,183.71666666666667
2288,JOR,2014,8000.0,1167.0,99031.0,,1163.0,98574.0,183.86666666666667,183.71666666666667
2289,KAZ,2014,0.0,1532.0,7240.0,0.0,0.0,7150.0,183.86666666666667,183.71666666666667
2290,KEN,2014,0.0,102.0,795.0,0.0,104.0,795.0,183.86666666666667,183.71666666666667
2291,KGZ,2014,0.0,0.0,26.0,0.0,0.0,7.0,183.86666666666667,183.71666666666667
2292,LVA,2014,0.0,108.0,236.0,0.0,108.0,223.0,183.86666666666667,183.71666666666667
2293,LIE,2014,0.0,0.0,0.0,0.0,0.0,0.0,183.86666666666667,183.71666666666667
2294,LTU,2014,0.0,23741.0,27213.0,0.0,23741.0,26995.0,183.86666666666667,183.71666666666667
2295,LUX,2014,0.0,0.0,75.0,0.0,0.0,85.0,183.86666666666667,183.71666666666667
2296,MDG,2014,2700.0,0.0,446.0,700.0,0.0,406.0,183.86666666666667,183.71666666666667
2297,MYS,2014,235000.0,69101.0,174617.0,235000.0,69087.0,173721.0,183.86666666666667,183.71666666666667
2298,MLT,2014,0.0,0.0,903.0,0.0,0.0,563.0,183.86666666666667,183.71666666666667
2299,MUS,2014,0.0,3.0,582.0,0.0,3.0,582.0,183.86666666666667,183.71666666666667
2300,MEX,2014,132000.0,136.0,856516.0,115000.0,241.0,889429.0,183.86666666666667,183.71666666666667
2301,MNE,2014,0.0,0.0,10.0,0.0,0.0,10.0,183.86666666666667,183.71666666666667
2302,MAR,2014,5000.0,332.0,52497.0,70000.0,2279.0,52394.0,183.86666666666667,183.71666666666667
2303,MMR,2014,39800.0,3730.0,1500.0,1200.0,8.0,1610.0,183.86666666666667,183.71666666666667
2304,NPL,2014,15000.0,320.0,198.0,,155.0,181.0,183.86666666666667,183.71666666666667
2305,NLD,2014,44000.0,627921.0,1195000.0,44000.0,630921.0,1208700.0,183.86666666666667,183.71666666666667
2306,NZL,2014,1517442.0,894444.0,41833.0,1517442.0,894442.0,41574.0,183.86666666666667,183.71666666666667
2307,NGA,2014,23000.0,845.0,20117.0,23000.0,845.0,20385.0,183.86666666666667,183.71666666666667
2308,MKD,2014,0.0,65.0,168.0,0.0,30.0,130.0,183.86666666666667,183.71666666666667
2309,NOR,2014,763000.0,210758.0,76484.0,918000.0,360782.0,76204.0,183.86666666666667,183.71666666666667
2310,PAK,2014,452000.0,849.0,143511.0,82000.0,468.0,144735.0,183.86666666666667,183.71666666666667
2311,PER,2014,17000.0,134.0,88737.0,0.0,114.0,88675.0,183.86666666666667,183.71666666666667
2312,PHL,2014,25000.0,23035.0,69933.0,0.0,449.0,69954.0,183.86666666666667,183.71666666666667
2313,POL,2014,1181435.0,162689.0,924252.0,1119359.0,160785.0,925737.0,183.86666666666667,183.71666666666667
2314,PRT,2014,2625900.0,1144197.0,122976.0,2625900.0,1144197.0,122875.0,183.86666666666667,183.71666666666667
2315,ROU,2014,0.0,1650.0,116338.0,0.0,1640.0,115777.0,183.86666666666667,183.71666666666667
2316,RUS,2014,7603000.0,2061693.0,164854.0,7532000.0,2061350.0,156988.0,183.86666666666667,183.71666666666667
2317,SRB,2014,0.0,1000.0,43110.0,0.0,1000.0,45100.0,183.86666666666667,183.71666666666667
2318,SYC,2014,0.0,,1.0,0.0,,,183.86666666666667,183.71666666666667
2319,SVK,2014,718000.0,231515.0,160750.0,719000.0,231500.0,160680.0,183.86666666666667,183.71666666666667
2320,SVN,2014,80000.0,30243.0,236718.0,80000.0,30244.0,236531.0,183.86666666666667,183.71666666666667
2321,ZAF,2014,1484790.0,187823.0,147101.0,2338462.0,1095687.0,147774.0,183.86666666666667,183.71666666666667
2322,ESP,2014,2647790.0,1053240.0,994350.0,1863200.0,1037800.0,1006150.0,183.86666666666667,183.71666666666667
2323,LKA,2014,21100.0,241.0,4125.0,2600.0,222.0,4076.0,183.86666666666667,183.71666666666667
2324,SWE,2014,10991025.0,2921646.0,388070.0,11531025.0,3454006.0,391250.0,183.86666666666667,183.71666666666667
2325,CHE,2014,136332.0,10256.0,160793.0,136332.0,256.0,156764.0,183.86666666666667,183.71666666666667
2326,TJK,2014,0.0,,190.0,0.0,,190.0,183.86666666666667,183.71666666666667
2327,THA,2014,1143000.0,116874.0,442308.0,1010000.0,140607.0,550260.0,183.86666666666667,183.71666666666667
2328,TTO,2014,0.0,0.0,26511.0,,0.0,27325.0,183.86666666666667,183.71666666666667
2329,TUN,2014,2000.0,1702.0,78134.0,,347.0,78137.0,183.86666666666667,183.71666666666667
2330,TUR,2014,123000.0,38717.0,968813.0,70000.0,38428.0,967731.0,183.86666666666667,183.71666666666667
2331,TKM,2014,0.0,0.0,10.0,0.0,0.0,10.0,183.86666666666667,183.71666666666667
2332,UKR,2014,0.0,0.0,72560.0,0.0,0.0,71570.0,183.86666666666667,183.71666666666667
2333,USA,2014,49103770.0,7126007.0,5599924.0,50106640.0,7875409.0,5755924.0,183.86666666666667,183.71666666666667
2334,URY,2014,1910000.0,1910000.0,27581.0,1910000.0,1910000.0,27500.0,183.86666666666667,183.71666666666667
2335,UZB,2014,16900.0,1890.0,2450.0,7400.0,1890.0,3040.0,183.86666666666667,183.71666666666667
2336,VNM,2014,460000.0,43406.0,228516.0,540000.0,43429.0,225756.0,183.86666666666667,183.71666666666667
2337,ZWE,2014,0.0,10.0,379.0,0.0,0.0,352.0,183.86666666666667,183.71666666666667
2338,AFG,2014,,19.0,225.0,,35.0,226.0,183.86666666666667,183.71666666666667
2339,BHS,2014,,199.0,14.0,,199.0,13.0,183.86666666666667,183.71666666666667
2340,BHR,2014,,311.0,35471.0,,256.0,35437.0,183.86666666666667,183.71666666666667
2341,BRB,2014,,31.0,40.0,,10.0,14.0,183.86666666666667,183.71666666666667
2342,BLZ,2014,,868.0,316.0,,774.0,316.0,183.86666666666667,183.71666666666667
2343,BEN,2014,,0.0,431.0,,0.0,431.0,183.86666666666667,183.71666666666667
2344,BTN,2014,,19.0,518.0,,19.0,506.0,183.86666666666667,183.71666666666667
2345,BWA,2014,,0.0,7.0,,,6.0,183.86666666666667,183.71666666666667
2346,VGB,2014,,0.0,,,0.0,,183.86666666666667,183.71666666666667
2347,BRN,2014,,25.0,120.0,,0.0,99.0,183.86666666666667,183.71666666666667
2348,BFA,2014,,71.0,82.0,,71.0,79.0,183.86666666666667,183.71666666666667
2349,BDI,2014,,18.0,51.0,,,25.0,183.86666666666667,183.71666666666667
2350,CYM,2014,,0.0,0.0,,0.0,0.0,183.86666666666667,183.71666666666667
2351,CAF,2014,,1.0,288.0,,0.0,288.0,183.86666666666667,183.71666666666667
2352,TCD,2014,,0.0,9.0,,0.0,0.0,183.86666666666667,183.71666666666667
2353,COM,2014,,0.0,0.0,,0.0,0.0,183.86666666666667,183.71666666666667
2354,COG,2014,,0.0,59.0,,0.0,46.0,183.86666666666667,183.71666666666667
2355,DJI,2014,,0.0,8375.0,,0.0,7880.0,183.86666666666667,183.71666666666667
2356,DMA,2014,,1.0,48.0,,1.0,0.0,183.86666666666667,183.71666666666667
2357,SLV,2014,,43.0,3206.0,,43.0,3206.0,183.86666666666667,183.71666666666667
2358,ERI,2014,,436.0,2.0,,436.0,21.0,183.86666666666667,183.71666666666667
2359,FJI,2014,,0.0,1.0,,0.0,1.0,183.86666666666667,183.71666666666667
2360,GAB,2014,,24.0,95.0,,24.0,94.0,183.86666666666667,183.71666666666667
2361,GHA,2014,,0.0,511.0,,0.0,511.0,183.86666666666667,183.71666666666667
2362,GIB,2014,,0.0,,,0.0,,183.86666666666667,183.71666666666667
2363,GRL,2014,,0.0,5.0,,0.0,5.0,183.86666666666667,183.71666666666667
2364,GTM,2014,,7.0,6835.0,,61.0,6820.0,183.86666666666667,183.71666666666667
2365,GNB,2014,,193.0,,,193.0,,183.86666666666667,183.71666666666667
2366,HTI,2014,,0.0,12.0,,0.0,12.0,183.86666666666667,183.71666666666667
2367,JAM,2014,,57.0,0.0,,57.0,0.0,183.86666666666667,183.71666666666667
2368,KWT,2014,,957.0,21436.0,,1016.0,21570.0,183.86666666666667,183.71666666666667
2369,LBN,2014,,39.0,25830.0,,50.0,47865.0,183.86666666666667,183.71666666666667
2370,LBY,2014,,0.0,2079.0,,,2090.0,183.86666666666667,183.71666666666667
2371,MWI,2014,,0.0,314.0,,0.0,357.0,183.86666666666667,183.71666666666667
2372,MLI,2014,,9.0,34.0,,9.0,34.0,183.86666666666667,183.71666666666667
2373,MNG,2014,,98.0,847.0,,98.0,846.0,183.86666666666667,183.71666666666667
2374,MOZ,2014,,199.0,7694.0,,199.0,7578.0,183.86666666666667,183.71666666666667
2375,NAM,2014,,2.0,46.0,,6.0,46.0,183.86666666666667,183.71666666666667
2376,NCL,2014,,0.0,23.0,,0.0,11.0,183.86666666666667,183.71666666666667
2377,NIC,2014,,23.0,110.0,,19.0,108.0,183.86666666666667,183.71666666666667
2378,NER,2014,,2.0,2193.0,,0.0,2002.0,183.86666666666667,183.71666666666667
2379,NIU,2014,,0.0,259.0,,0.0,259.0,183.86666666666667,183.71666666666667
2380,OMN,2014,,49.0,93.0,,24.0,96.0,183.86666666666667,183.71666666666667
2381,PAN,2014,,0.0,1613.0,,0.0,1613.0,183.86666666666667,183.71666666666667
2382,PNG,2014,,305.0,26.0,,305.0,0.0,183.86666666666667,183.71666666666667
2383,PRY,2014,,156.0,361.0,,156.0,347.0,183.86666666666667,183.71666666666667
2384,PYF,2014,,0.0,8.0,,0.0,9.0,183.86666666666667,183.71666666666667
2385,PYF,2014,,0.0,8.0,,0.0,554.0,183.86666666666667,183.71666666666667
2386,PYF,2014,,0.0,568.0,,0.0,9.0,183.86666666666667,183.71666666666667
2387,PYF,2014,,0.0,568.0,,0.0,554.0,183.86666666666667,183.71666666666667
2388,QAT,2014,,71.0,336.0,,45.0,261.0,183.86666666666667,183.71666666666667
2389,RWA,2014,,0.0,235.0,,0.0,175.0,183.86666666666667,183.71666666666667
2390,SPM,2014,,0.0,,,0.0,,183.86666666666667,183.71666666666667
2391,WSM,2014,,0.0,298.0,,0.0,284.0,183.86666666666667,183.71666666666667
2392,SAU,2014,,1308.0,237759.0,,1425.0,156516.0,183.86666666666667,183.71666666666667
2393,SLE,2014,,508.0,1805.0,,508.0,1805.0,183.86666666666667,183.71666666666667
2394,SGP,2014,,523309.0,590119.0,,523135.0,589991.0,183.86666666666667,183.71666666666667
2395,SOM,2014,,20.0,0.0,,20.0,0.0,183.86666666666667,183.71666666666667
2396,TGO,2014,,13.0,304.0,,0.0,81.0,183.86666666666667,183.71666666666667
2397,UGA,2014,,668.0,136.0,,14.0,123.0,183.86666666666667,183.71666666666667
2398,ARE,2014,,321.0,127382.0,,235.0,127219.0,183.86666666666667,183.71666666666667
2399,ZMB,2014,,26.0,218.0,,24.0,114.0,183.86666666666667,183.71666666666667
2400,AND,2014,,,1.0,,,,183.86666666666667,183.71666666666667
2401,ABW,2014,,,44.0,,,44.0,183.86666666666667,183.71666666666667
2402,CPV,2014,,,6.0,,,6.0,183.86666666666667,183.71666666666667
2403,DOM,2014,,,13297.0,,,15407.0,183.86666666666667,183.71666666666667
2404,GNQ,2014,,,61.0,,,0.0,183.86666666666667,183.71666666666667
2405,GMB,2014,,,38.0,,,17.0,183.86666666666667,183.71666666666667
2406,GLP,2014,,,19.0,,,17.0,183.86666666666667,183.71666666666667
2407,GIN,2014,,,15.0,,,27.0,183.86666666666667,183.71666666666667
2408,GUY,2014,,,49.0,,,49.0,183.86666666666667,183.71666666666667
2409,LSO,2014,,,15.0,,,1.0,183.86666666666667,183.71666666666667
2410,LBR,2014,,,28.0,,,26.0,183.86666666666667,183.71666666666667
2411,MTQ,2014,,,200.0,,,100.0,183.86666666666667,183.71666666666667
2412,MRT,2014,,,2.0,,,2.0,183.86666666666667,183.71666666666667
2413,PLW,2014,,,1.0,,,,183.86666666666667,183.71666666666667
2414,PSE,2014,,,1078.0,,,1078.0,183.86666666666667,183.71666666666667
2415,LCA,2014,,,0.0,,,0.0,183.86666666666667,183.71666666666667
2416,STP,2014,,,0.0,,,0.0,183.86666666666667,183.71666666666667
2417,SEN,2014,,,499.0,,,505.0,183.86666666666667,183.71666666666667
2418,SDN,2014,,,15006.0,,,6.0,183.86666666666667,183.71666666666667
2419,TON,2014,,,3.0,,,2.0,183.86666666666667,183.71666666666667
2420,TCA,2014,,,1.0,,,,183.86666666666667,183.71666666666667
2421,VUT,2014,,,500.0,,,500.0,183.86666666666667,183.71666666666667
2422,YEM,2014,,,74.0,,,49.0,183.86666666666667,183.71666666666667
2423,COK,2014,,,,,0.0,,183.86666666666667,183.71666666666667
2424,ALB,2013,0.0,10.0,436.0,0.0,25.0,465.0,182.725,180.74166666666667
2425,DZA,2013,2000.0,0.0,46542.0,,0.0,46707.0,182.725,180.74166666666667
2426,AGO,2013,0.0,961.0,8068.0,0.0,961.0,8068.0,182.725,180.74166666666667
2427,ARG,2013,882000.0,196537.0,123758.0,749000.0,196531.0,122692.0,182.725,180.74166666666667
2428,ARM,2013,0.0,0.0,751.0,0.0,0.0,751.0,182.725,180.74166666666667
2429,AUS,2013,1431000.0,3045.0,271700.0,1431000.0,3014.0,271438.0,182.725,180.74166666666667
2430,AUT,2013,1555618.0,308416.0,670089.0,1987355.0,435880.0,697138.0,182.725,180.74166666666667
2431,AZE,2013,0.0,0.0,372.0,0.0,0.0,372.0,182.725,180.74166666666667
2432,BGD,2013,65000.0,263.0,233683.0,47000.0,103.0,233686.0,182.725,180.74166666666667
2433,BLR,2013,32900.0,1800.0,15840.0,32900.0,0.0,13840.0,182.725,180.74166666666667
2434,BEL,2013,495290.0,764470.0,879384.0,493500.0,843970.0,945730.0,182.725,180.74166666666667
2435,BIH,2013,80000.0,0.0,37515.0,80000.0,0.0,37482.0,182.725,180.74166666666667
2436,BRA,2013,15129000.0,9429878.0,440902.0,15492000.0,9848335.0,443902.0,182.725,180.74166666666667
2437,BGR,2013,135111.0,107180.0,35177.0,135111.0,107180.0,34663.0,182.725,180.74166666666667
2438,KHM,2013,0.0,111.0,99.0,,111.0,67.0,182.725,180.74166666666667
2439,CMR,2013,0.0,,868.0,0.0,,871.0,182.725,180.74166666666667
2440,CAN,2013,17293000.0,9109889.0,253841.0,18053000.0,9822319.0,250496.0,182.725,180.74166666666667
2441,CHL,2013,5157000.0,4556299.0,20243.0,5157000.0,4556222.0,21665.0,182.725,180.74166666666667
2442,CHN,2013,17470201.0,122642.0,15703366.0,10830201.0,44819.0,17607856.0,182.725,180.74166666666667
2443,CHN,2013,17470201.0,122642.0,15703366.0,10830201.0,44819.0,803.0,182.725,180.74166666666667
2444,CHN,2013,17470201.0,122642.0,15703366.0,10830201.0,44819.0,0.0,182.725,180.74166666666667
2445,CHN,2013,17470201.0,122642.0,15703366.0,10830201.0,3150.0,17607856.0,182.725,180.74166666666667
2446,CHN,2013,17470201.0,122642.0,15703366.0,10830201.0,3150.0,803.0,182.725,180.74166666666667
2447,CHN,2013,17470201.0,122642.0,15703366.0,10830201.0,3150.0,0.0,182.725,180.74166666666667
2448,CHN,2013,17470201.0,122642.0,15703366.0,10830201.0,0.0,17607856.0,182.725,180.74166666666667
2449,CHN,2013,17470201.0,122642.0,15703366.0,10830201.0,0.0,803.0,182.725,180.74166666666667
2450,CHN,2013,17470201.0,122642.0,15703366.0,10830201.0,0.0,0.0,182.725,180.74166666666667
2451,CHN,2013,17470201.0,122642.0,15703366.0,15000.0,44819.0,17607856.0,182.725,180.74166666666667
2452,CHN,2013,17470201.0,122642.0,15703366.0,15000.0,44819.0,803.0,182.725,180.74166666666667
2453,CHN,2013,17470201.0,122642.0,15703366.0,15000.0,44819.0,0.0,182.725,180.74166666666667
2454,CHN,2013,17470201.0,122642.0,15703366.0,15000.0,3150.0,17607856.0,182.725,180.74166666666667
2455,CHN,2013,17470201.0,122642.0,15703366.0,15000.0,3150.0,803.0,182.725,180.74166666666667
2456,CHN,2013,17470201.0,122642.0,15703366.0,15000.0,3150.0,0.0,182.725,180.74166666666667
2457,CHN,2013,17470201.0,122642.0,15703366.0,15000.0,0.0,17607856.0,182.725,180.74166666666667
2458,CHN,2013,17470201.0,122642.0,15703366.0,15000.0,0.0,803.0,182.725,180.74166666666667
2459,CHN,2013,17470201.0,122642.0,15703366.0,15000.0,0.0,0.0,182.725,180.74166666666667
2460,CHN,2013,17470201.0,122642.0,810.0,10830201.0,44819.0,17607856.0,182.725,180.74166666666667
2461,CHN,2013,17470201.0,122642.0,810.0,10830201.0,44819.0,803.0,182.725,180.74166666666667
2462,CHN,2013,17470201.0,122642.0,810.0,10830201.0,44819.0,0.0,182.725,180.74166666666667
2463,CHN,2013,17470201.0,122642.0,810.0,10830201.0,3150.0,17607856.0,182.725,180.74166666666667
2464,CHN,2013,17470201.0,122642.0,810.0,10830201.0,3150.0,803.0,182.725,180.74166666666667
2465,CHN,2013,17470201.0,122642.0,810.0,10830201.0,3150.0,0.0,182.725,180.74166666666667
2466,CHN,2013,17470201.0,122642.0,810.0,10830201.0,0.0,17607856.0,182.725,180.74166666666667
2467,CHN,2013,17470201.0,122642.0,810.0,10830201.0,0.0,803.0,182.725,180.74166666666667
2468,CHN,2013,17470201.0,122642.0,810.0,10830201.0,0.0,0.0,182.725,180.74166666666667
2469,CHN,2013,17470201.0,122642.0,810.0,15000.0,44819.0,17607856.0,182.725,180.74166666666667
2470,CHN,2013,17470201.0,122642.0,810.0,15000.0,44819.0,803.0,182.725,180.74166666666667
2471,CHN,2013,17470201.0,122642.0,810.0,15000.0,44819.0,0.0,182.725,180.74166666666667
2472,CHN,2013,17470201.0,122642.0,810.0,15000.0,3150.0,17607856.0,182.725,180.74166666666667
2473,CHN,2013,17470201.0,122642.0,810.0,15000.0,3150.0,803.0,182.725,180.74166666666667
2474,CHN,2013,17470201.0,122642.0,810.0,15000.0,3150.0,0.0,182.725,180.74166666666667
2475,CHN,2013,17470201.0,122642.0,810.0,15000.0,0.0,17607856.0,182.725,180.74166666666667
2476,CHN,2013,17470201.0,122642.0,810.0,15000.0,0.0,803.0,182.725,180.74166666666667
2477,CHN,2013,17470201.0,122642.0,810.0,15000.0,0.0,0.0,182.725,180.74166666666667
2478,CHN,2013,17470201.0,122642.0,0.0,10830201.0,44819.0,17607856.0,182.725,180.74166666666667
2479,CHN,2013,17470201.0,122642.0,0.0,10830201.0,44819.0,803.0,182.725,180.74166666666667
2480,CHN,2013,17470201.0,122642.0,0.0,10830201.0,44819.0,0.0,182.725,180.74166666666667
2481,CHN,2013,17470201.0,122642.0,0.0,10830201.0,3150.0,17607856.0,182.725,180.74166666666667
2482,CHN,2013,17470201.0,122642.0,0.0,10830201.0,3150.0,803.0,182.725,180.74166666666667
2483,CHN,2013,17470201.0,122642.0,0.0,10830201.0,3150.0,0.0,182.725,180.74166666666667
2484,CHN,2013,17470201.0,122642.0,0.0,10830201.0,0.0,17607856.0,182.725,180.74166666666667
2485,CHN,2013,17470201.0,122642.0,0.0,10830201.0,0.0,803.0,182.725,180.74166666666667
2486,CHN,2013,17470201.0,122642.0,0.0,10830201.0,0.0,0.0,182.725,180.74166666666667
2487,CHN,2013,17470201.0,122642.0,0.0,15000.0,44819.0,17607856.0,182.725,180.74166666666667
2488,CHN,2013,17470201.0,122642.0,0.0,15000.0,44819.0,803.0,182.725,180.74166666666667
2489,CHN,2013,17470201.0,122642.0,0.0,15000.0,44819.0,0.0,182.725,180.74166666666667
2490,CHN,2013,17470201.0,122642.0,0.0,15000.0,3150.0,17607856.0,182.725,180.74166666666667
2491,CHN,2013,17470201.0,122642.0,0.0,15000.0,3150.0,803.0,182.725,180.74166666666667
2492,CHN,2013,17470201.0,122642.0,0.0,15000.0,3150.0,0.0,182.725,180.74166666666667
2493,CHN,2013,17470201.0,122642.0,0.0,15000.0,0.0,17607856.0,182.725,180.74166666666667
2494,CHN,2013,17470201.0,122642.0,0.0,15000.0,0.0,803.0,182.725,180.74166666666667
2495,CHN,2013,17470201.0,122642.0,0.0,15000.0,0.0,0.0,182.725,180.74166666666667
2496,CHN,2013,17470201.0,3171.0,15703366.0,10830201.0,44819.0,17607856.0,182.725,180.74166666666667
2497,CHN,2013,17470201.0,3171.0,15703366.0,10830201.0,44819.0,803.0,182.725,180.74166666666667
2498,CHN,2013,17470201.0,3171.0,15703366.0,10830201.0,44819.0,0.0,182.725,180.74166666666667
2499,CHN,2013,17470201.0,3171.0,15703366.0,10830201.0,3150.0,17607856.0,182.725,180.74166666666667
2500,CHN,2013,17470201.0,3171.0,15703366.0,10830201.0,3150.0,803.0,182.725,180.74166666666667
2501,CHN,2013,17470201.0,3171.0,15703366.0,10830201.0,3150.0,0.0,182.725,180.74166666666667
2502,CHN,2013,17470201.0,3171.0,15703366.0,10830201.0,0.0,17607856.0,182.725,180.74166666666667
2503,CHN,2013,17470201.0,3171.0,15703366.0,10830201.0,0.0,803.0,182.725,180.74166666666667
2504,CHN,2013,17470201.0,3171.0,15703366.0,10830201.0,0.0,0.0,182.725,180.74166666666667
2505,CHN,2013,17470201.0,3171.0,15703366.0,15000.0,44819.0,17607856.0,182.725,180.74166666666667
2506,CHN,2013,17470201.0,3171.0,15703366.0,15000.0,44819.0,803.0,182.725,180.74166666666667
2507,CHN,2013,17470201.0,3171.0,15703366.0,15000.0,44819.0,0.0,182.725,180.74166666666667
2508,CHN,2013,17470201.0,3171.0,15703366.0,15000.0,3150.0,17607856.0,182.725,180.74166666666667
2509,CHN,2013,17470201.0,3171.0,15703366.0,15000.0,3150.0,803.0,182.725,180.74166666666667
2510,CHN,2013,17470201.0,3171.0,15703366.0,15000.0,3150.0,0.0,182.725,180.74166666666667
2511,CHN,2013,17470201.0,3171.0,15703366.0,15000.0,0.0,17607856.0,182.725,180.74166666666667
2512,CHN,2013,17470201.0,3171.0,15703366.0,15000.0,0.0,803.0,182.725,180.74166666666667
2513,CHN,2013,17470201.0,3171.0,15703366.0,15000.0,0.0,0.0,182.725,180.74166666666667
2514,CHN,2013,17470201.0,3171.0,810.0,10830201.0,44819.0,17607856.0,182.725,180.74166666666667
2515,CHN,2013,17470201.0,3171.0,810.0,10830201.0,44819.0,803.0,182.725,180.74166666666667
2516,CHN,2013,17470201.0,3171.0,810.0,10830201.0,44819.0,0.0,182.725,180.74166666666667
2517,CHN,2013,17470201.0,3171.0,810.0,10830201.0,3150.0,17607856.0,182.725,180.74166666666667
2518,CHN,2013,17470201.0,3171.0,810.0,10830201.0,3150.0,803.0,182.725,180.74166666666667
2519,CHN,2013,17470201.0,3171.0,810.0,10830201.0,3150.0,0.0,182.725,180.74166666666667
2520,CHN,2013,17470201.0,3171.0,810.0,10830201.0,0.0,17607856.0,182.725,180.74166666666667
2521,CHN,2013,17470201.0,3171.0,810.0,10830201.0,0.0,803.0,182.725,180.74166666666667
2522,CHN,2013,17470201.0,3171.0,810.0,10830201.0,0.0,0.0,182.725,180.74166666666667
2523,CHN,2013,17470201.0,3171.0,810.0,15000.0,44819.0,17607856.0,182.725,180.74166666666667
2524,CHN,2013,17470201.0,3171.0,810.0,15000.0,44819.0,803.0,182.725,180.74166666666667
2525,CHN,2013,17470201.0,3171.0,810.0,15000.0,44819.0,0.0,182.725,180.74166666666667
2526,CHN,2013,17470201.0,3171.0,810.0,15000.0,3150.0,17607856.0,182.725,180.74166666666667
2527,CHN,2013,17470201.0,3171.0,810.0,15000.0,3150.0,803.0,182.725,180.74166666666667
2528,CHN,2013,17470201.0,3171.0,810.0,15000.0,3150.0,0.0,182.725,180.74166666666667
2529,CHN,2013,17470201.0,3171.0,810.0,15000.0,0.0,17607856.0,182.725,180.74166666666667
2530,CHN,2013,17470201.0,3171.0,810.0,15000.0,0.0,803.0,182.725,180.74166666666667
2531,CHN,2013,17470201.0,3171.0,810.0,15000.0,0.0,0.0,182.725,180.74166666666667
