country_code,year,paper_pulp_prod_tonnes,paper_pulp_export_tonnes,paper_pulp_import_tonnes,wood_pulp_production_tonnes,wood_pulp_export_tonnes,wood_pulp_import_tonnes,paper_price,wood_pulp_price
CHN,2011,21102201.0,111852.0,311.0,15000.0,148.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,311.0,15000.0,0.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,311.0,15000.0,0.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,311.0,15000.0,0.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,10157201.0,45602.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,10157201.0,45602.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,10157201.0,45602.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,10157201.0,148.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,10157201.0,148.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,10157201.0,148.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,10157201.0,0.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,10157201.0,0.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,10157201.0,0.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,15000.0,45602.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,15000.0,45602.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,15000.0,45602.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,15000.0,148.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,15000.0,148.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,15000.0,148.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,15000.0,0.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,15000.0,0.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,111852.0,0.0,15000.0,0.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,10157201.0,45602.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,10157201.0,45602.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,10157201.0,45602.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,10157201.0,148.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,10157201.0,148.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,10157201.0,148.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,10157201.0,0.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,10157201.0,0.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,10157201.0,0.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,15000.0,45602.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,15000.0,45602.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,15000.0,45602.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,15000.0,148.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,15000.0,148.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,15000.0,148.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,15000.0,0.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,15000.0,0.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,14045175.0,15000.0,0.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,10157201.0,45602.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,10157201.0,45602.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,10157201.0,45602.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,10157201.0,148.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,10157201.0,148.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,10157201.0,148.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,10157201.0,0.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,10157201.0,0.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,10157201.0,0.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,15000.0,45602.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,15000.0,45602.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,15000.0,45602.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,15000.0,148.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,15000.0,148.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,15000.0,148.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,15000.0,0.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,15000.0,0.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,311.0,15000.0,0.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,10157201.0,45602.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,10157201.0,45602.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,10157201.0,45602.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,10157201.0,148.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,10157201.0,148.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,10157201.0,148.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,10157201.0,0.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,10157201.0,0.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,10157201.0,0.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,15000.0,45602.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,15000.0,45602.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,15000.0,45602.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,15000.0,148.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,15000.0,148.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,15000.0,148.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,15000.0,0.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,15000.0,0.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,170.0,0.0,15000.0,0.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,10157201.0,45602.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,10157201.0,45602.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,10157201.0,45602.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,10157201.0,148.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,10157201.0,148.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,10157201.0,148.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,10157201.0,0.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,10157201.0,0.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,10157201.0,0.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,15000.0,45602.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,15000.0,45602.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,15000.0,45602.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,15000.0,148.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,15000.0,148.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,15000.0,148.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,15000.0,0.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,15000.0,0.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,14045175.0,15000.0,0.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,10157201.0,45602.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,10157201.0,45602.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,10157201.0,45602.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,10157201.0,148.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,10157201.0,148.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,10157201.0,148.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,10157201.0,0.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,10157201.0,0.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,10157201.0,0.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,15000.0,45602.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,15000.0,45602.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,15000.0,45602.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,15000.0,148.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,15000.0,148.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,15000.0,148.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,15000.0,0.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,15000.0,0.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,311.0,15000.0,0.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,10157201.0,45602.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,10157201.0,45602.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,10157201.0,45602.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,10157201.0,148.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,10157201.0,148.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,10157201.0,148.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,10157201.0,0.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,10157201.0,0.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,10157201.0,0.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,15000.0,45602.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,15000.0,45602.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,15000.0,45602.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,15000.0,148.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,15000.0,148.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,15000.0,148.0,0.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,15000.0,0.0,15208145.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,15000.0,0.0,287.0,185.775,194.82500000000002
CHN,2011,21102201.0,0.0,0.0,15000.0,0.0,0.0,185.775,194.82500000000002
COL,2011,389013.0,456.0,150196.0,229324.0,417.0,148861.0,185.775,194.82500000000002
CRI,2011,9800.0,158.0,18085.0,2800.0,121.0,18768.0,185.775,194.82500000000002
HRV,2011,99000.0,37004.0,503.0,99000.0,37004.0,399.0,185.775,194.82500000000002
CUB,2011,100.0,,2774.0,,,4623.0,185.775,194.82500000000002
CYP,2011,0.0,0.0,31.0,0.0,0.0,28.0,185.775,194.82500000000002
CZE,2011,703100.0,326146.0,141020.0,754500.0,328083.0,145350.0,185.775,194.82500000000002
DNK,2011,39828.0,63097.0,71254.0,4828.0,15955.0,69319.0,185.775,194.82500000000002
ECU,2011,18000.0,159.0,18755.0,2000.0,159.0,18724.0,185.775,194.82500000000002
EGY,2011,161000.0,402.0,29988.0,41000.0,183.0,30811.0,185.775,194.82500000000002
EST,2011,220781.0,143702.0,1593.0,220781.0,143702.0,1584.0,185.775,194.82500000000002
SWZ,2011,0.0,0.0,,0.0,0.0,,185.775,194.82500000000002
ETH,2011,9400.0,0.0,7577.0,,0.0,7393.0,185.775,194.82500000000002
FIN,2011,10362000.0,2475177.0,470746.0,10362000.0,2475167.0,472543.0,185.775,194.82500000000002
FRA,2011,1832772.0,628805.0,1883570.0,1837423.0,712615.0,1892087.0,185.775,194.82500000000002
GEO,2011,0.0,0.0,151.0,0.0,0.0,146.0,185.775,194.82500000000002
DEU,2011,2725000.0,1085000.0,4582000.0,2725000.0,1077000.0,4945000.0,185.775,194.82500000000002
GRC,2011,0.0,87.0,122721.0,0.0,81.0,122660.0,185.775,194.82500000000002
HND,2011,0.0,5.0,6.0,0.0,0.0,0.0,185.775,194.82500000000002
HUN,2011,18000.0,20198.0,109557.0,0.0,4351.0,109285.0,185.775,194.82500000000002
ISL,2011,0.0,0.0,15.0,0.0,0.0,10.0,185.775,194.82500000000002
IND,2011,4131600.0,953.0,729155.0,2400300.0,830.0,869149.0,185.775,194.82500000000002
IDN,2011,6560000.0,2934514.0,866486.0,6455000.0,2960682.0,1304476.0,185.775,194.82500000000002
IRN,2011,359000.0,182.0,121891.0,292000.0,60.0,121932.0,185.775,194.82500000000002
IRQ,2011,2000.0,23.0,870.0,,23.0,96.0,185.775,194.82500000000002
IRL,2011,0.0,66.0,669.0,0.0,33.0,53963.0,185.775,194.82500000000002
ISR,2011,15000.0,6701.0,142640.0,0.0,2.0,137371.0,185.775,194.82500000000002
ITA,2011,588907.0,34850.0,3458764.0,385907.0,35371.0,3451184.0,185.775,194.82500000000002
JPN,2011,9029000.0,373693.0,1788456.0,9083000.0,393360.0,1879358.0,185.775,194.82500000000002
JOR,2011,8000.0,357.0,104732.0,,357.0,104483.0,185.775,194.82500000000002
KAZ,2011,0.0,162.0,5283.0,0.0,0.0,5258.0,185.775,194.82500000000002
KEN,2011,0.0,27.0,1094.0,0.0,31.0,985.0,185.775,194.82500000000002
LVA,2011,0.0,65.0,213.0,0.0,65.0,174.0,185.775,194.82500000000002
LIE,2011,0.0,0.0,0.0,0.0,0.0,0.0,185.775,194.82500000000002
LTU,2011,0.0,34049.0,49451.0,0.0,33936.0,49237.0,185.775,194.82500000000002
LUX,2011,0.0,1.0,8.0,0.0,1.0,18.0,185.775,194.82500000000002
MDG,2011,2700.0,0.0,535.0,700.0,0.0,507.0,185.775,194.82500000000002
MYS,2011,145000.0,19599.0,141853.0,145000.0,18923.0,140096.0,185.775,194.82500000000002
MLT,2011,0.0,0.0,5.0,0.0,0.0,1.0,185.775,194.82500000000002
MUS,2011,0.0,3.0,711.0,0.0,3.0,711.0,185.775,194.82500000000002
MEX,2011,168000.0,53.0,822088.0,138000.0,252.0,856333.0,185.775,194.82500000000002
MNE,2011,0.0,0.0,11.0,0.0,0.0,11.0,185.775,194.82500000000002
MAR,2011,156000.0,96344.0,31233.0,221000.0,98229.0,31267.0,185.775,194.82500000000002
MMR,2011,39800.0,13673.0,607.0,1200.0,1066.0,930.0,185.775,194.82500000000002
NPL,2011,15000.0,456.0,408.0,,199.0,394.0,185.775,194.82500000000002
NLD,2011,34000.0,942600.0,1545900.0,34000.0,943700.0,1567200.0,185.775,194.82500000000002
NZL,2011,1617264.0,814884.0,19506.0,1617264.0,814884.0,19073.0,185.775,194.82500000000002
NGA,2011,23000.0,20.0,24797.0,23000.0,20.0,24871.0,185.775,194.82500000000002
MKD,2011,0.0,38.0,915.0,0.0,42.0,915.0,185.775,194.82500000000002
NOR,2011,1605000.0,451015.0,44357.0,1745000.0,589246.0,44113.0,185.775,194.82500000000002
PAK,2011,452000.0,1649.0,82914.0,82000.0,1211.0,85440.0,185.775,194.82500000000002
PER,2011,17000.0,179.0,97807.0,0.0,177.0,98710.0,185.775,194.82500000000002
PHL,2011,212000.0,31553.0,59016.0,185000.0,1.0,58714.0,185.775,194.82500000000002
POL,2011,1210360.0,37833.0,721546.0,1101691.0,37585.0,717255.0,185.775,194.82500000000002
PRT,2011,2265100.0,1013367.0,94498.0,2265100.0,1013367.0,94498.0,185.775,194.82500000000002
ROU,2011,0.0,3942.0,71818.0,0.0,3926.0,71555.0,185.775,194.82500000000002
RUS,2011,7845006.0,1980090.0,99828.0,7916006.0,2035173.0,93721.0,185.775,194.82500000000002
SRB,2011,0.0,1.0,38070.0,0.0,1.0,37071.0,185.775,194.82500000000002
SYC,2011,0.0,,,0.0,,,185.775,194.82500000000002
SVK,2011,715250.0,172416.0,209884.0,716250.0,174048.0,210717.0,185.775,194.82500000000002
SVN,2011,43000.0,349.0,198477.0,43000.0,4.0,198344.0,185.775,194.82500000000002
ZAF,2011,1650000.0,301074.0,72005.0,2305975.0,993090.0,65829.0,185.775,194.82500000000002
ESP,2011,2847130.0,1129494.0,971137.0,1976230.0,1139881.0,969470.0,185.775,194.82500000000002
LKA,2011,21100.0,208.0,1918.0,2600.0,157.0,1877.0,185.775,194.82500000000002
SWE,2011,11654000.0,2923678.0,447435.0,11856849.0,3151351.0,460538.0,185.775,194.82500000000002
CHE,2011,141604.0,28806.0,301336.0,141604.0,8216.0,295288.0,185.775,194.82500000000002
TJK,2011,0.0,,62.0,0.0,,62.0,185.775,194.82500000000002
THA,2011,1132000.0,157171.0,386737.0,1001000.0,74873.0,527563.0,185.775,194.82500000000002
TTO,2011,0.0,0.0,12258.0,,,13072.0,185.775,194.82500000000002
TUN,2011,10000.0,3782.0,96669.0,,1091.0,96636.0,185.775,194.82500000000002
TUR,2011,128000.0,2833.0,770140.0,75000.0,2533.0,770440.0,185.775,194.82500000000002
UKR,2011,0.0,91.0,85142.0,0.0,75.0,84367.0,185.775,194.82500000000002
USA,2011,50459622.0,8324490.0,5330281.0,51114622.0,8842322.0,5549875.0,185.775,194.82500000000002
URY,2011,1088000.0,1137000.0,21000.0,1088000.0,1137000.0,21000.0,185.775,194.82500000000002
UZB,2011,15000.0,4389.0,1623.0,5500.0,1207.0,1724.0,185.775,194.82500000000002
VNM,2011,445000.0,41083.0,155187.0,520000.0,41064.0,158087.0,185.775,194.82500000000002
ZWE,2011,2000.0,15.0,1119.0,0.0,5.0,1092.0,185.775,194.82500000000002
AFG,2011,,19.0,172.0,,35.0,168.0,185.775,194.82500000000002
BHS,2011,,199.0,47.0,,199.0,29.0,185.775,194.82500000000002
BHR,2011,,263.0,9492.0,,208.0,9456.0,185.775,194.82500000000002
BRB,2011,,46.0,86.0,,25.0,60.0,185.775,194.82500000000002
BLZ,2011,,98.0,1999.0,,4.0,1999.0,185.775,194.82500000000002
BEN,2011,,0.0,433.0,,0.0,433.0,185.775,194.82500000000002
BTN,2011,,19.0,519.0,,19.0,507.0,185.775,194.82500000000002
VGB,2011,,0.0,,,0.0,,185.775,194.82500000000002
BRN,2011,,26.0,111.0,,26.0,91.0,185.775,194.82500000000002
BFA,2011,,49.0,42.0,,49.0,39.0,185.775,194.82500000000002
CYM,2011,,0.0,5290.0,,0.0,5290.0,185.775,194.82500000000002
CAF,2011,,1.0,288.0,,0.0,288.0,185.775,194.82500000000002
TCD,2011,,0.0,9.0,,0.0,0.0,185.775,194.82500000000002
COM,2011,,0.0,0.0,,0.0,0.0,185.775,194.82500000000002
COG,2011,,0.0,146.0,,0.0,133.0,185.775,194.82500000000002
DJI,2011,,18.0,533.0,,18.0,38.0,185.775,194.82500000000002
DMA,2011,,3.0,79.0,,3.0,31.0,185.775,194.82500000000002
SLV,2011,,619.0,2895.0,,618.0,2953.0,185.775,194.82500000000002
ERI,2011,,436.0,10.0,,436.0,,185.775,194.82500000000002
FJI,2011,,1.0,515.0,,1.0,516.0,185.775,194.82500000000002
GHA,2011,,0.0,287.0,,0.0,288.0,185.775,194.82500000000002
GIB,2011,,0.0,,,0.0,,185.775,194.82500000000002
GRL,2011,,0.0,,,0.0,,185.775,194.82500000000002
GTM,2011,,2.0,5971.0,,1.0,32783.0,185.775,194.82500000000002
HTI,2011,,113.0,783.0,,113.0,783.0,185.775,194.82500000000002
JAM,2011,,17.0,5.0,,,5.0,185.775,194.82500000000002
KWT,2011,,1626.0,15318.0,,956.0,15457.0,185.775,194.82500000000002
KGZ,2011,,77.0,0.0,,0.0,0.0,185.775,194.82500000000002
LBN,2011,,76.0,20072.0,,76.0,38331.0,185.775,194.82500000000002
LBY,2011,,0.0,1522.0,,,1529.0,185.775,194.82500000000002
MWI,2011,,1033.0,148.0,,29.0,147.0,185.775,194.82500000000002
MNG,2011,,98.0,542.0,,98.0,541.0,185.775,194.82500000000002
NAM,2011,,1.0,19.0,,11.0,24.0,185.775,194.82500000000002
NCL,2011,,1.0,2236.0,,1.0,2232.0,185.775,194.82500000000002
NIC,2011,,1.0,90.0,,1.0,88.0,185.775,194.82500000000002
NER,2011,,2.0,2193.0,,0.0,2002.0,185.775,194.82500000000002
NIU,2011,,0.0,259.0,,0.0,259.0,185.775,194.82500000000002
OMN,2011,,197.0,1575.0,,167.0,1418.0,185.775,194.82500000000002
PAN,2011,,0.0,1340.0,,0.0,1339.0,185.775,194.82500000000002
PNG,2011,,0.0,189.0,,0.0,186.0,185.775,194.82500000000002
PRY,2011,,0.0,66.0,,0.0,63.0,185.775,194.82500000000002
PYF,2011,,0.0,15.0,,0.0,16.0,185.775,194.82500000000002
PYF,2011,,0.0,15.0,,0.0,569.0,185.775,194.82500000000002
PYF,2011,,0.0,570.0,,0.0,16.0,185.775,194.82500000000002
PYF,2011,,0.0,570.0,,0.0,569.0,185.775,194.82500000000002
QAT,2011,,174.0,312.0,,148.0,282.0,185.775,194.82500000000002
RWA,2011,,0.0,294.0,,0.0,258.0,185.775,194.82500000000002
SPM,2011,,0.0,,,0.0,,185.775,194.82500000000002
WSM,2011,,0.0,286.0,,0.0,285.0,185.775,194.82500000000002
SAU,2011,,3030.0,168264.0,,2933.0,152546.0,185.775,194.82500000000002
SLE,2011,,685.0,1806.0,,685.0,1806.0,185.775,194.82500000000002
SGP,2011,,49585.0,118767.0,,49401.0,118703.0,185.775,194.82500000000002
SOM,2011,,93.0,45.0,,93.0,45.0,185.775,194.82500000000002
TGO,2011,,38.0,83.0,,25.0,83.0,185.775,194.82500000000002
UGA,2011,,74.0,419.0,,67.0,406.0,185.775,194.82500000000002
ARE,2011,,1362.0,75918.0,,1407.0,75472.0,185.775,194.82500000000002
ZMB,2011,,25.0,171.0,,24.0,106.0,185.775,194.82500000000002
AND,2011,,,1.0,,,,185.775,194.82500000000002
ABW,2011,,,44.0,,,44.0,185.775,194.82500000000002
BWA,2011,,,8.0,,,4.0,185.775,194.82500000000002
BDI,2011,,,137.0,,,71.0,185.775,194.82500000000002
CPV,2011,,,8.0,,,8.0,185.775,194.82500000000002
DOM,2011,,,6130.0,,,6130.0,185.775,194.82500000000002
GNQ,2011,,,71.0,,,10.0,185.775,194.82500000000002
GAB,2011,,,189.0,,,164.0,185.775,194.82500000000002
GMB,2011,,,20.0,,,18.0,185.775,194.82500000000002
GLP,2011,,,19.0,,,17.0,185.775,194.82500000000002
GIN,2011,,,14.0,,,26.0,185.775,194.82500000000002
GUY,2011,,,0.0,,,0.0,185.775,194.82500000000002
LSO,2011,,,1.0,,,,185.775,194.82500000000002
LBR,2011,,,26.0,,,26.0,185.775,194.82500000000002
MLI,2011,,,3412.0,,,3389.0,185.775,194.82500000000002
MTQ,2011,,,200.0,,,100.0,185.775,194.82500000000002
MRT,2011,,,4.0,,,4.0,185.775,194.82500000000002
MOZ,2011,,,636.0,,,86.0,185.775,194.82500000000002
LCA,2011,,,0.0,,,0.0,185.775,194.82500000000002
STP,2011,,,36.0,,,36.0,185.775,194.82500000000002
SEN,2011,,,397.0,,,397.0,185.775,194.82500000000002
TON,2011,,,10.0,,,9.0,185.775,194.82500000000002
TKM,2011,,,13.0,,,13.0,185.775,194.82500000000002
VUT,2011,,,500.0,,,500.0,185.775,194.82500000000002
YEM,2011,,,20.0,,,0.0,185.775,194.82500000000002
COK,2011,,,,,0.0,,185.775,194.82500000000002
ALB,2010,0.0,1.0,4331.0,0.0,16.0,4354.0,179.49166666666667,186.04166666666666
DZA,2010,2000.0,0.0,40329.0,,0.0,39351.0,179.49166666666667,186.04166666666666
AGO,2010,0.0,961.0,1423.0,0.0,961.0,1408.0,179.49166666666667,186.04166666666666
ARG,2010,947000.0,229011.0,108197.0,711000.0,229002.0,106197.0,179.49166666666667,186.04166666666666
ARM,2010,0.0,4.0,54.0,0.0,4.0,47.0,179.49166666666667,186.04166666666666
AUS,2010,1304000.0,16317.0,236600.0,1304000.0,16317.0,235600.0,179.49166666666667,186.04166666666666
AUT,2010,1702662.0,346657.0,602631.0,1984491.0,353240.0,615037.0,179.49166666666667,186.04166666666666
AZE,2010,0.0,0.0,100.0,0.0,0.0,100.0,179.49166666666667,186.04166666666666
BGD,2010,65000.0,263.0,36438.0,47000.0,103.0,29866.0,179.49166666666667,186.04166666666666
BLR,2010,50700.0,219.0,34626.0,50700.0,119.0,48126.0,179.49166666666667,186.04166666666666
BEL,2010,453032.0,1084326.0,808762.0,452814.0,1112541.0,837732.0,179.49166666666667,186.04166666666666
BIH,2010,58000.0,74.0,34590.0,58000.0,74.0,34580.0,179.49166666666667,186.04166666666666
BRA,2010,14164000.0,8381019.0,422079.0,14474000.0,8793019.0,424404.0,179.49166666666667,186.04166666666666
BGR,2010,135173.0,95602.0,8627.0,135173.0,95602.0,8624.0,179.49166666666667,186.04166666666666
KHM,2010,0.0,111.0,99.0,,111.0,67.0,179.49166666666667,186.04166666666666
CMR,2010,0.0,,1213.0,0.0,,1204.0,179.49166666666667,186.04166666666666
CAN,2010,18576000.0,8990866.0,249000.0,18936000.0,9305000.0,227000.0,179.49166666666667,186.04166666666666
CHL,2010,4102000.0,3381000.0,20010.0,4102000.0,3379000.0,19010.0,179.49166666666667,186.04166666666666
CHN,2010,20420201.0,123091.0,11106137.0,9578201.0,49743.0,12137322.0,179.49166666666667,186.04166666666666
CHN,2010,20420201.0,123091.0,11106137.0,9578201.0,49743.0,515.0,179.49166666666667,186.04166666666666
CHN,2010,20420201.0,123091.0,11106137.0,9578201.0,49743.0,0.0,179.49166666666667,186.04166666666666
CHN,2010,20420201.0,123091.0,11106137.0,9578201.0,280.0,12137322.0,179.49166666666667,186.04166666666666
