country_code,year,paper_pulp_import_tonnes
NLD,1981,516500
NLD,1980,567400
NLD,1979,603800
NLD,1978,584600
NLD,1977,525700
NLD,1976,482500
NLD,1975,490200
NLD,1974,635700
NLD,1973,623600
NLD,1972,546000
NLD,1971,483300
NLD,1970,593200
NLD,1969,554100
NLD,1968,508900
NLD,1967,1600
NLD,1966,2300
NLD,1965,1400
NLD,1964,1200
NLD,1963,1000
NCL,2020,80
NCL,2019,110
NCL,2018,3
NCL,2017,3
NCL,2016,3
NCL,2015,12
NCL,2014,23
NCL,2013,104
NCL,2012,12
NCL,2011,2236
NCL,2010,2258
NCL,2009,2246
NCL,2008,2421
NCL,2007,2101
NCL,2006,2010
NCL,2005,2004
NCL,2004,2004
NCL,2003,2002
NCL,2002,2000
NCL,2001,2000
NCL,2000,0
NCL,1999,0
NCL,1998,7
NCL,1997,108
NCL,1996,1
NCL,1995,1
NZL,2020,53150
NZL,2019,49371
NZL,2018,52775
NZL,2017,48807
NZL,2016,49869
NZL,2015,51376
NZL,2014,41833
NZL,2013,11023
NZL,2012,18364
NZL,2011,19506
NZL,2010,20536
NZL,2009,19783
NZL,2008,25152
NZL,2007,24212
NZL,2006,5388
NZL,2005,3000
NZL,2004,4100
NZL,2003,8000
NZL,2002,6000
NZL,2001,21000
NZL,2000,4300
NZL,1999,17100
NZL,1998,15000
NZL,1997,11200
NZL,1996,16400
NZL,1995,17000
NZL,1994,16000
NZL,1993,15215
NZL,1992,27004
NZL,1991,9300
NZL,1990,14800
NZL,1989,11200
NZL,1988,12700
NZL,1987,17100
NZL,1986,14400
NZL,1985,11600
NZL,1984,11300
NZL,1983,6800
NZL,1982,15200
NZL,1981,5100
NZL,1980,8200
NZL,1979,3900
NZL,1978,4300
NZL,1977,1400
NZL,1976,3200
NZL,1975,2100
NZL,1974,10900
NZL,1973,11600
NZL,1972,12200
NZL,1971,14100
NZL,1970,18100
NZL,1969,11700
NZL,1968,10100
NZL,1966,500
NZL,1963,600
NZL,1962,1200
NZL,1961,1000
NIC,2020,107
NIC,2019,107
NIC,2018,111
NIC,2017,111
NIC,2016,111
NIC,2015,110
NIC,2014,110
NIC,2013,90
NIC,2012,90
NIC,2011,90
NIC,2010,90
NIC,2009,330
NIC,2008,330
NIC,2007,330
NIC,2006,333
NIC,2005,417
NIC,2004,417
NIC,2003,136
NIC,2002,0
NIC,2001,97
NIC,2000,97
NIC,1999,124
NIC,1998,52
NIC,1997,100
NIC,1996,100
NIC,1995,100
NIC,1994,83
NIC,1993,83
NIC,1992,73
NER,2020,2193
NER,2019,2193
NER,2018,2193
NER,2017,2193
NER,2016,2193
NER,2015,2193
NER,2014,2193
NER,2013,2193
NER,2012,2193
NER,2011,2193
NER,2010,2193
NER,2009,2193
NER,2008,2193
NER,2007,2193
NER,2006,8306
NER,2005,9499
NER,2004,9499
NER,2003,7484
NER,2002,7423
NER,2001,1088
NER,2000,1088
NER,1993,48
NGA,2020,27404
NGA,2019,29550
NGA,2018,35023
NGA,2017,37476
NGA,2016,24938
NGA,2015,13789
NGA,2014,20117
NGA,2013,22343
NGA,2012,17043
NGA,2011,24797
NGA,2010,34172
NGA,2009,22369
NGA,2008,35468
NGA,2007,16746
NGA,2006,16746
NGA,2005,16746
NGA,2004,16746
NGA,2003,16500
NGA,2002,16500
NGA,2001,16500
NGA,2000,17300
NGA,1999,19300
NGA,1998,6492
NGA,1997,6492
NGA,1996,6939
NGA,1995,6559
NGA,1994,1907
NGA,1993,2866
NGA,1992,1728
NGA,1991,0
NGA,1990,2100
NGA,1989,2100
NGA,1988,2100
NGA,1987,3200
NGA,1986,3200
NGA,1985,3200
NGA,1984,3200
NGA,1983,5100
NGA,1982,4700
NGA,1981,4700
NGA,1980,4700
NGA,1979,5100
NGA,1978,5100
NGA,1977,5100
NGA,1976,12200
NGA,1975,11800
NGA,1974,6700
NGA,1973,4300
NGA,1972,6400
NGA,1971,6400
NGA,1970,6400
NGA,1969,2700
NGA,1968,1700
NIU,2020,259
NIU,2019,259
NIU,2018,259
NIU,2017,259
NIU,2016,259
NIU,2015,259
NIU,2014,259
NIU,2013,259
NIU,2012,259
NIU,2011,259
NIU,2010,259
NIU,2009,259
NIU,2008,259
NIU,2007,259
NIU,2006,259
NIU,2005,259
NIU,2004,259
NIU,2003,259
NIU,2002,259
NIU,2001,259
NIU,2000,259
NIU,1999,259
NIU,1998,259
NIU,1997,259
NIU,1996,259
NIU,1995,259
NIU,1994,259
NIU,1993,259
MKD,2020,180
MKD,2019,350
MKD,2018,243
MKD,2017,344
MKD,2016,328
MKD,2015,201
MKD,2014,168
MKD,2013,122
MKD,2012,96
MKD,2011,915
MKD,2010,349
MKD,2009,1172
MKD,2008,538
MKD,2007,4044
MKD,2006,1343
MKD,2005,532
MKD,2004,200
MKD,2003,538
MKD,2002,776
MKD,2001,2477
MKD,2000,3116
MKD,1999,1107
MKD,1998,2607
MKD,1997,207
MKD,1996,2507
MKD,1995,2507
MKD,1994,5707
MKD,1993,809
NOR,2020,68611
NOR,2019,64175
NOR,2018,91802
NOR,2017,88917
NOR,2016,87734
NOR,2015,84267
NOR,2014,76484
NOR,2013,50127
NOR,2012,38825
NOR,2011,44357
NOR,2010,47964
NOR,2009,58264
NOR,2008,44068
NOR,2007,51172
NOR,2006,58957
NOR,2005,79929
NOR,2004,92543
NOR,2003,97360
NOR,2002,92000
NOR,2001,101000
NOR,2000,156000
NOR,1999,155301
NOR,1998,124000
NOR,1997,136700
NOR,1996,103300
NOR,1995,115300
NOR,1994,92200
NOR,1993,66985
NOR,1992,47945
NOR,1991,56100
NOR,1990,67200
NOR,1989,81100
NOR,1988,68000
NOR,1987,85400
NOR,1986,106400
NOR,1985,111500
NOR,1984,120100
NOR,1983,138100
NOR,1982,223600
NOR,1981,280800
NOR,1980,352500
NOR,1979,363200
NOR,1978,283600
NOR,1977,204700
NOR,1976,226500
NOR,1975,264200
NOR,1974,258100
NOR,1973,303100
NOR,1972,208000
NOR,1971,99600
NOR,1970,155300
NOR,1969,173400
NOR,1968,130600
NOR,1967,900
NOR,1966,900
NOR,1965,1100
NOR,1964,1100
NOR,1963,1800
NOR,1962,500
NOR,1961,400
OMN,2020,1571
OMN,2019,1505
OMN,2018,1466
OMN,2017,1990
OMN,2016,934
OMN,2015,771
OMN,2014,93
OMN,2013,1379
OMN,2012,1475
OMN,2011,1575
OMN,2010,1383
OMN,2009,1227
OMN,2008,1227
OMN,2007,1227
OMN,2006,1227
OMN,2005,1227
OMN,2004,1227
OMN,2003,1800
OMN,2002,1800
OMN,2001,2600
OMN,2000,1300
OMN,1999,1300
OMN,1998,1276
OMN,1997,1513
OMN,1996,2500
OMN,1995,2100
OMN,1994,1500
OMN,1993,900
OMN,1992,658
PAK,2020,290131
PAK,2019,210852
PAK,2018,238215
PAK,2017,222449
PAK,2016,132618
PAK,2015,108747
PAK,2014,143511
PAK,2013,127163
PAK,2012,100366
PAK,2011,82914
PAK,2010,78109
PAK,2009,91604
PAK,2008,91604
PAK,2007,78904
PAK,2006,93804
PAK,2005,79654
PAK,2004,63976
PAK,2003,32237
PAK,2002,30500
PAK,2001,30500
PAK,2000,45900
PAK,1999,40500
PAK,1998,50700
PAK,1997,46600
PAK,1996,55700
PAK,1995,53000
PAK,1994,68900
PAK,1993,56100
PAK,1992,53685
PAK,1991,63900
PAK,1990,63500
PAK,1989,28700
PAK,1988,34500
PAK,1987,35100
PAK,1986,27300
PAK,1985,18900
PAK,1984,14000
PAK,1983,16100
PAK,1982,11700
PAK,1981,12600
PAK,1980,12200
PAK,1979,11200
PAK,1978,6900
PAK,1977,3550
PAK,1976,2700
PAK,1975,6600
PAK,1974,8400
PAK,1973,5500
PAK,1972,8600
PAK,1971,7800
PAK,1970,6100
PAK,1969,16300
PAK,1968,17100
PAK,1967,10900
PAK,1966,13100
PAK,1965,6200
PAK,1964,6000
PAK,1963,9200
PAK,1962,7400
PAK,1961,10500
PLW,2020,4
PLW,2019,4
PLW,2018,4
PLW,2017,4
PLW,2016,4
PLW,2015,6
PLW,2014,1
PSE,2020,813
PSE,2019,813
PSE,2018,813
PSE,2017,778
PSE,2016,602
PSE,2015,1419
PSE,2014,1078
PAN,2020,274
PAN,2019,225
PAN,2018,762
PAN,2017,2193
PAN,2016,2017
PAN,2015,1249
PAN,2014,1613
PAN,2013,1641
PAN,2012,174
PAN,2011,1340
PAN,2010,2013
PAN,2009,1500
PAN,2008,1500
PAN,2007,1500
PAN,2006,1500
PAN,2005,1500
PAN,2004,1500
PAN,2003,1500
PAN,2002,1500
PAN,2001,1500
PAN,2000,500
PAN,1999,1700
PAN,1998,1600
PAN,1997,2600
PAN,1996,2400
PAN,1995,2300
PAN,1994,2900
PAN,1993,1300
PAN,1992,1159
PAN,1991,900
PAN,1990,900
PAN,1989,1300
PAN,1988,1000
PAN,1987,1100
PAN,1986,2900
PAN,1985,2300
PAN,1984,1500
PAN,1983,2400
PAN,1982,800
PAN,1981,2000
PAN,1980,1500
PAN,1979,2800
PAN,1978,1200
PAN,1977,1700
PAN,1976,100
PAN,1975,100
PAN,1974,3200
PAN,1973,3700
PAN,1972,3600
PAN,1971,2000
PAN,1970,4700
PAN,1969,500
PAN,1968,700
PNG,2020,2
PNG,2019,2
PNG,2018,6
PNG,2017,6
PNG,2016,63
PNG,2015,26
PNG,2014,26
PNG,2013,212
PNG,2012,212
PNG,2011,189
PNG,2010,4
PNG,2009,1
PRY,2020,3768
PRY,2019,2328
PRY,2018,3881
PRY,2017,2358
PRY,2016,1437
PRY,2015,1126
PRY,2014,361
PRY,2013,305
PRY,2012,863
PRY,2011,66
PRY,2010,87
PRY,2009,87
PRY,2008,65
PRY,2007,65
PRY,2006,65
PRY,2005,65
PRY,2004,65
PRY,2003,400
PRY,2002,400
PRY,2001,400
PRY,2000,400
PRY,1999,700
PRY,1998,500
PRY,1997,400
PRY,1996,49
PRY,1995,49
PRY,1994,49
PRY,1993,23
PRY,1992,82
PER,2020,144805
PER,2019,123580
PER,2018,108429
PER,2017,100662
PER,2016,91536
PER,2015,86639
PER,2014,88737
PER,2013,107884
PER,2012,101225
PER,2011,97807
PER,2010,89022
PER,2009,78736
PER,2008,100304
PER,2007,86000
PER,2006,68430
PER,2005,35000
PER,2004,41000
PER,2003,30000
PER,2002,35000
PER,2001,26000
PER,2000,27000
PER,1999,24000
PER,1998,20000
PER,1997,20700
PER,1996,19400
PER,1995,22400
PER,1994,20300
PER,1993,11326
PER,1992,14069
PER,1991,67700
PER,1990,64500
PER,1989,61700
PER,1988,59100
PER,1987,53900
PER,1986,44100
PER,1985,15900
PER,1984,42200
PER,1983,24400
PER,1982,35600
PER,1981,24300
PER,1980,32400
PER,1979,44200
PER,1978,35900
PER,1977,38900
PER,1976,28800
PER,1975,30800
PER,1974,41700
PER,1973,39500
PER,1972,42900
PER,1971,38800
PER,1970,26200
PER,1969,27500
PER,1968,39100
PER,1967,1000
PER,1966,600
PER,1965,1200
PER,1964,600
PER,1963,600
PER,1962,800
PER,1961,500
PHL,2020,70923
PHL,2019,94863
PHL,2018,105513
PHL,2017,97624
PHL,2016,90281
PHL,2015,65131
PHL,2014,69933
PHL,2013,38017
PHL,2012,46431
PHL,2011,59016
PHL,2010,53904
PHL,2009,66559
PHL,2008,62355
PHL,2007,62374
PHL,2006,61001
PHL,2005,92248
PHL,2004,81144
PHL,2003,63500
PHL,2002,56401
PHL,2001,58612
PHL,2000,65619
PHL,1999,73300
PHL,1998,85500
PHL,1997,101400
PHL,1996,91900
PHL,1995,61700
PHL,1994,62500
PHL,1993,77700
PHL,1992,46814
PHL,1991,41700
PHL,1990,44100
PHL,1989,44700
PHL,1988,50200
PHL,1987,51300
PHL,1986,60800
PHL,1985,42300
PHL,1984,50100
PHL,1983,64700
PHL,1982,37000
PHL,1981,33800
PHL,1980,55000
PHL,1979,66500
PHL,1978,60600
PHL,1977,72700
PHL,1976,45968
PHL,1975,27000
PHL,1974,50500
PHL,1973,55600
PHL,1972,33700
PHL,1971,33400
PHL,1970,44300
PHL,1969,37700
PHL,1968,37700
PHL,1966,100
PHL,1965,400
PHL,1964,1500
PHL,1963,100
PHL,1962,2700
PHL,1961,18200
POL,2020,1182672
POL,2019,1082106
POL,2018,1159572
POL,2017,1026882
POL,2016,1030016
POL,2015,976485
POL,2014,924252
POL,2013,853457
POL,2012,720652
POL,2011,721546
POL,2010,683254
POL,2009,653114
POL,2008,647796
POL,2007,502224
POL,2006,413700
POL,2005,492020
POL,2004,472410
POL,2003,414400
POL,2002,369700
POL,2001,294000
POL,2000,266000
POL,1999,237400
POL,1998,177700
POL,1997,184300
POL,1996,183000
POL,1995,139200
POL,1994,93100
POL,1993,77300
POL,1992,78615
POL,1990,84100
POL,1989,187300
POL,1988,204000
POL,1987,224000
POL,1986,181000
POL,1985,211300
POL,1984,180400
POL,1983,148700
POL,1982,174000
POL,1981,153300
POL,1980,229000
POL,1979,249000
POL,1978,242000
POL,1977,230000
POL,1976,225000
POL,1975,245000
POL,1974,182000
POL,1973,167000
POL,1972,185000
POL,1971,211000
POL,1970,158000
POL,1969,105000
POL,1968,83000
POL,1965,11000
POL,1964,10000
POL,1963,6000
PYF,2020,415
PYF,2019,639
PYF,2018,610
PYF,2017,610
PYF,2016,610
PYF,2015,610
PYF,2014,568
PYF,2013,583
PYF,2012,570
PYF,2011,570
PYF,2010,570
PYF,2009,575
PYF,2008,575
PYF,2007,609
PYF,2006,560
PYF,2005,559
PYF,2004,559
PYF,2003,547
PYF,2002,269
PYF,2001,269
PYF,2000,269
PYF,1999,262
PYF,1998,262
PYF,1997,262
PYF,1996,259
PYF,1995,259
PYF,1994,259
PYF,1993,259
PRT,2020,143274
PRT,2019,162148
PRT,2018,176492
PRT,2017,171438
PRT,2016,152479
PRT,2015,126817
PRT,2014,122976
PRT,2013,122823
PRT,2012,94846
PRT,2011,94498
PRT,2010,34793
PRT,2009,92336
PRT,2008,72844
PRT,2007,82587
PRT,2006,68083
PRT,2005,76006
PRT,2004,112000
PRT,2003,133000
PRT,2002,144000
PRT,2001,158400
PRT,2000,91957
PRT,1999,94000
PRT,1998,95842
PRT,1997,113000
PRT,1996,88806
PRT,1995,74100
PRT,1994,72000
PRT,1993,63340
PRT,1992,64507
PRT,1991,59800
PRT,1990,50300
PRT,1989,37500
PRT,1988,29000
PRT,1987,37000
PRT,1986,38800
PRT,1985,44300
PRT,1984,22700
PRT,1983,15200
PRT,1982,15000
PRT,1981,28300
PRT,1980,39000
PRT,1979,39000
PRT,1978,26900
PRT,1977,76400
PRT,1976,17664
PRT,1975,12800
PRT,1974,12800
PRT,1973,15700
PRT,1972,13300
PRT,1971,10100
PRT,1970,21000
PRT,1969,35300
PRT,1968,30400
PRT,1967,8200
PRT,1966,15900
PRT,1965,9400
PRT,1964,9400
PRT,1963,13000
PRT,1962,17600
PRT,1961,11800
QAT,2020,249
QAT,2019,131
QAT,2018,258
QAT,2017,183
QAT,2016,98
QAT,2015,222
QAT,2014,336
QAT,2013,682
QAT,2012,661
QAT,2011,312
QAT,2010,3779
QAT,2009,2234
QAT,2008,2905
QAT,2007,663
QAT,2006,5240
QAT,2005,580
QAT,2004,580
QAT,2003,527
QAT,2002,40
QAT,2001,86
QAT,2000,86
QAT,1999,69
QAT,1998,80
QAT,1997,555
QAT,1996,57
QAT,1995,57
QAT,1994,20
QAT,1992,45
ROU,2020,141619
ROU,2019,133326
ROU,2018,156429
ROU,2017,152679
ROU,2016,167908
ROU,2015,122031
ROU,2014,116338
ROU,2013,99512
ROU,2012,81303
ROU,2011,71818
ROU,2010,74142
ROU,2009,68005
ROU,2008,27210
ROU,2007,28446
ROU,2006,15355
ROU,2005,14002
ROU,2004,6000
ROU,2003,15000
ROU,2002,12000
ROU,2001,5100
ROU,2000,3800
ROU,1999,1900
ROU,1998,8200
ROU,1997,9300
ROU,1996,1900
ROU,1995,14918
ROU,1994,22330
ROU,1993,27242
ROU,1992,46075
ROU,1991,71000
ROU,1990,71000
ROU,1989,71000
ROU,1988,71000
ROU,1987,71000
ROU,1986,71000
ROU,1985,71000
ROU,1984,71000
ROU,1983,71000
ROU,1982,71000
ROU,1981,99000
ROU,1980,96000
ROU,1979,95000
ROU,1978,60000
ROU,1977,60000
ROU,1976,58400
ROU,1975,60700
ROU,1974,64100
ROU,1973,75700
ROU,1972,71100
ROU,1971,63300
ROU,1970,46600
ROU,1969,32000
ROU,1968,36200
RUS,2020,215045
RUS,2019,215045
RUS,2018,151265
RUS,2017,151154
RUS,2016,148680
RUS,2015,153097
RUS,2014,164854
RUS,2013,147493
RUS,2012,126318
RUS,2011,99828
RUS,2010,67272
RUS,2009,57241
RUS,2008,80000
RUS,2007,100000
RUS,2006,60000
RUS,2005,28300
RUS,2004,23000
RUS,2003,41000
RUS,2002,42000
RUS,2001,33000
RUS,2000,36200
RUS,1999,44700
RUS,1998,21000
RUS,1997,23000
RUS,1996,25000
RUS,1995,11800
RUS,1994,0
RUS,1993,13
RUS,1992,162
RWA,2020,466
RWA,2019,604
RWA,2018,174
RWA,2017,174
RWA,2016,317
RWA,2015,174
RWA,2014,235
RWA,2013,389
RWA,2012,297
RWA,2011,294
RWA,2010,267
RWA,2009,244
RWA,2008,171
RWA,2007,171
RWA,2006,171
RWA,2005,171
RWA,2004,171
RWA,2003,0
RWA,2002,0
RWA,2001,0
RWA,2000,0
RWA,1999,0
RWA,1998,100
RWA,1997,100
RWA,1996,100
RWA,1995,100
RWA,1994,10
LCA,2020,116
LCA,2019,116
LCA,2018,0
LCA,2017,0
LCA,2016,0
LCA,2015,0
LCA,2014,0
LCA,2013,0
LCA,2012,0
LCA,2011,0
LCA,2010,0
LCA,2009,0
LCA,2008,85
LCA,2007,85
LCA,2006,85
LCA,2005,85
LCA,2004,85
LCA,2003,85
LCA,2002,85
LCA,2001,85
LCA,2000,85
LCA,1999,85
LCA,1998,85
LCA,1997,85
LCA,1996,85
LCA,1995,85
LCA,1994,85
LCA,1993,85
LCA,1992,6
VCT,2020,5
WSM,2020,16
WSM,2019,240
WSM,2018,240
WSM,2017,240
WSM,2016,240
WSM,2015,240
WSM,2014,298
WSM,2013,299
WSM,2012,286
WSM,2011,286
WSM,2010,286
WSM,2009,286
WSM,2008,286
WSM,2007,286
WSM,2006,286
WSM,2005,286
WSM,2004,286
WSM,2003,286
WSM,2002,8
WSM,2001,8
WSM,2000,8
STP,2020,36
STP,2019,36
STP,2018,36
STP,2017,36
STP,2016,0
STP,2015,0
STP,2014,0
STP,2013,36
STP,2012,36
STP,2011,36
STP,2010,36
STP,2009,36
STP,2008,36
STP,2007,36
STP,2006,36
STP,2005,36
STP,2004,36
STP,2003,36
STP,2002,36
STP,2001,36
STP,2000,36
STP,1999,36
STP,1998,36
STP,1997,36
STP,1996,36
STP,1995,36
SAU,2020,225983
SAU,2019,204995
SAU,2018,247964
SAU,2017,268304
SAU,2016,212951
SAU,2015,186058
SAU,2014,237759
SAU,2013,121912
SAU,2012,101457
SAU,2011,168264
SAU,2010,89741
SAU,2009,74699
SAU,2008,84161
SAU,2007,131917
SAU,2006,128192
SAU,2005,105629
SAU,2004,96983
SAU,2003,135009
SAU,2002,104377
SAU,2001,132798
SAU,2000,22194
SAU,1999,51400
SAU,1998,52000
SAU,1997,36611
SAU,1996,97511
SAU,1995,94392
SAU,1994,76854
SAU,1993,58634
SAU,1992,41143
SEN,2020,4855
SEN,2019,1373
SEN,2018,1482
SEN,2017,1051
SEN,2016,741
SEN,2015,643
SEN,2014,499
SEN,2013,773
SEN,2012,697
SEN,2011,397
SEN,2010,272
SEN,2009,345
SEN,2008,512
SEN,2007,300
SEN,2006,300
SEN,2005,300
SEN,2004,300
SEN,2003,300
SEN,2002,300
SEN,2001,300
SEN,2000,1700
SEN,1999,1700
SEN,1998,100
SEN,1997,100
SEN,1996,100
SEN,1995,100
SEN,1994,87
SEN,1993,87
SEN,1992,67
SRB,2020,82000
SRB,2019,73100
SRB,2018,72130
SRB,2017,62640
SRB,2016,45000
SRB,2015,46400
SRB,2014,43110
SRB,2013,40100
SRB,2012,38070
SRB,2011,38070
SRB,2010,34085
SRB,2009,29000
SRB,2008,15000
SRB,2007,12000
SRB,2006,11000
SYC,2020,0
SYC,2019,5
SYC,2018,43
SYC,2017,43
SYC,2016,43
SYC,2015,62
SYC,2014,1
SYC,2013,1
SLE,2020,1511
SLE,2019,1511
SLE,2018,1512
SLE,2017,1512
SLE,2016,1805
SLE,2015,1805
SLE,2014,1805
SLE,2013,1806
SLE,2012,1806
SLE,2011,1806
SLE,2010,1806
SLE,2009,1809
SLE,2008,1809
SLE,2007,1809
SLE,2006,1045
SLE,2005,1090
SLE,2004,1090
SLE,2003,897
SLE,2002,69
SLE,2001,869
SLE,2000,869
SLE,1999,869
SLE,1998,869
SLE,1997,729
SLE,1996,418
SLE,1995,18
SLE,1994,18
SLE,1993,22
SLE,1992,1457
SGP,2020,228728
SGP,2019,777416
SGP,2018,911160
SGP,2017,399395
SGP,2016,771467
SGP,2015,580326
SGP,2014,590119
SGP,2013,568847
SGP,2012,518512
SGP,2011,118767
SGP,2010,35692
SGP,2009,27283
SGP,2008,13200
SGP,2007,14500
SGP,2006,23093
SGP,2005,5878
SGP,2004,7378
SGP,2003,4795
SGP,2002,58100
SGP,2001,57900
SGP,2000,73000
SGP,1999,73000
SGP,1998,365200
SGP,1997,31200
SGP,1996,31200
SGP,1995,29500
SGP,1994,28056
SGP,1993,15440
SGP,1992,30417
SGP,1991,24500
SGP,1990,23900
SGP,1989,12400
SGP,1988,24900
SGP,1987,13700
SGP,1986,17000
SGP,1985,5800
SGP,1984,10500
SGP,1983,3300
SGP,1982,2500
SGP,1981,3400
SGP,1980,4800
SGP,1979,1600
SGP,1978,5200
SGP,1977,900
SGP,1976,1800
SGP,1975,1200
SGP,1974,1600
SGP,1973,4200
SGP,1972,2700
SGP,1971,1900
SGP,1970,1900
SGP,1969,1500
SGP,1968,1300
SGP,1967,100
SGP,1965,100
SVK,2020,161623
SVK,2019,159372
SVK,2018,150462
SVK,2017,153003
SVK,2016,157385
SVK,2015,164259
SVK,2014,160750
SVK,2013,139905
SVK,2012,185165
SVK,2011,209884
SVK,2010,199029
SVK,2009,156427
SVK,2008,157335
SVK,2007,146598
SVK,2006,90000
SVK,2005,96000
SVK,2004,106000
SVK,2003,106000
SVK,2002,82000
SVK,2001,85000
SVK,2000,72000
SVK,1999,64018
SVK,1998,56700
SVK,1997,1200
SVK,1996,18500
SVK,1995,17000
SVK,1994,16000
SVK,1993,1042
SVN,2020,289108
SVN,2019,237590
SVN,2018,249287
SVN,2017,241220
SVN,2016,247130
SVN,2015,227783
SVN,2014,236718
SVN,2013,200107
SVN,2012,201596
SVN,2011,198477
SVN,2010,211334
SVN,2009,222400
SVN,2008,223056
SVN,2007,233186
SVN,2006,198493
SVN,2005,194601
SVN,2004,202756
SVN,2003,186291
SVN,2002,168240
SVN,2001,158810
SVN,2000,164303
SVN,1999,150000
SVN,1998,159000
SVN,1997,161000
SVN,1996,126300
SVN,1995,139200
SVN,1994,140017
SVN,1993,123771
SVN,1992,120958
SLB,2020,11
SLB,2019,11
SLB,2018,11
SLB,2017,2
SLB,2016,56
SOM,2020,0
SOM,2019,0
SOM,2018,0
SOM,2017,0
SOM,2016,0
SOM,2015,0
SOM,2014,0
SOM,2013,45
SOM,2012,45
SOM,2011,45
SOM,2010,45
SOM,2009,45
SOM,2008,45
SOM,2007,0
SOM,2006,0
SOM,2005,0
SOM,2004,0
SOM,2003,0
SOM,2002,0
SOM,2001,0
SOM,2000,0
SOM,1999,0
SOM,1998,0
SOM,1997,0
SOM,1996,0
SOM,1995,0
SOM,1994,0
SOM,1992,23
ZAF,2020,152148
ZAF,2019,178053
ZAF,2018,205350
ZAF,2017,166379
ZAF,2016,165431
ZAF,2015,142413
ZAF,2014,147101
ZAF,2013,125693
ZAF,2012,82481
ZAF,2011,72005
ZAF,2010,66523
ZAF,2009,66997
ZAF,2008,84519
ZAF,2007,104337
ZAF,2006,33991
ZAF,2005,73286
ZAF,2004,68453
ZAF,2003,59377
ZAF,2002,63300
ZAF,2001,50700
ZAF,2000,68600
ZAF,1999,68600
ZAF,1998,72500
ZAF,1997,95054
ZAF,1996,95054
ZAF,1995,61336
ZAF,1994,60752
ZAF,1993,54815
ZAF,1992,38198
ZAF,1991,87804
ZAF,1990,87804
ZAF,1989,87800
ZAF,1988,57181
ZAF,1987,56904
ZAF,1986,55200
ZAF,1985,55300
ZAF,1984,198000
ZAF,1983,288200
ZAF,1982,120200
ZAF,1981,180000
ZAF,1980,208500
ZAF,1979,129000
ZAF,1978,125700
ZAF,1977,120100
ZAF,1976,116600
ZAF,1975,92900
ZAF,1974,106700
ZAF,1973,104400
ZAF,1972,78100
ZAF,1971,63500
ZAF,1970,65700
ZAF,1969,61500
ZAF,1968,34500
ZAF,1967,1100
ZAF,1966,3000
ZAF,1965,2000
ZAF,1964,4000
ZAF,1963,4000
ZAF,1962,3300
ZAF,1961,7800
ESP,2020,1035571
ESP,2019,1044438
ESP,2018,1088439
ESP,2017,1082535
ESP,2016,1115275
ESP,2015,1107807
ESP,2014,994350
ESP,2013,1110777
ESP,2012,1001332
ESP,2011,971137
ESP,2010,1183284
ESP,2009,920744
ESP,2008,981450
ESP,2007,956470
ESP,2006,926114
ESP,2005,881619
ESP,2004,851000
ESP,2003,788000
ESP,2002,798000
ESP,2001,734900
ESP,2000,664300
ESP,1999,556000
ESP,1998,712000
ESP,1997,561500
ESP,1996,494600
ESP,1995,511500
ESP,1994,405700
ESP,1993,413696
ESP,1992,489117
ESP,1991,393100
ESP,1990,431400
ESP,1989,316300
ESP,1988,415300
ESP,1987,427000
ESP,1986,444300
ESP,1985,329500
ESP,1984,293000
ESP,1983,261000
ESP,1982,304400
ESP,1981,240000
ESP,1980,282100
ESP,1979,267000
ESP,1978,260100
ESP,1977,231300
ESP,1976,219200
ESP,1975,285800
ESP,1974,341600
ESP,1973,380300
ESP,1972,340100
ESP,1971,257600
ESP,1970,301300
ESP,1969,287200
ESP,1968,246000
ESP,1967,5300
ESP,1966,9600
ESP,1965,13900
ESP,1964,20600
ESP,1963,21300
ESP,1962,9500
ESP,1961,10700
LKA,2020,5873
LKA,2019,5741
LKA,2018,4570
LKA,2017,3726
LKA,2016,4444
LKA,2015,3061
LKA,2014,4125
LKA,2013,2255
LKA,2012,2300
LKA,2011,1918
LKA,2010,1386
LKA,2009,1460
LKA,2008,1376
LKA,2007,2633
LKA,2006,2278
LKA,2005,882
LKA,2004,2675
LKA,2003,10407
LKA,2002,10462
LKA,2001,14300
LKA,2000,12435
LKA,1999,12435
LKA,1998,12435
LKA,1997,12435
LKA,1996,11200
LKA,1995,6806
LKA,1994,5408
LKA,1993,6264
LKA,1992,4149
LKA,1991,2200
LKA,1990,1200
LKA,1989,1800
LKA,1988,12500
LKA,1987,8100
LKA,1986,5300
LKA,1985,2400
LKA,1984,4900
LKA,1983,4900
LKA,1982,3900
LKA,1981,5900
LKA,1980,4000
LKA,1979,15100
LKA,1978,11100
LKA,1977,8000
LKA,1976,6400
LKA,1975,6400
LKA,1974,6400
LKA,1973,6400
LKA,1972,6400
LKA,1971,13900
LKA,1969,3300
LKA,1968,3000
LKA,1967,3200
LKA,1966,2600
LKA,1965,5100
LKA,1964,3100
LKA,1963,1300
LKA,1962,2300
SDN,2020,19
SDN,2019,19
SDN,2018,7
SDN,2017,7
SDN,2016,7
SDN,2015,7
SDN,2014,15006
SDN,2013,20506
SDN,2012,53
SUR,2020,37
SUR,2019,37
SWE,2020,618358
SWE,2019,551575
SWE,2018,603986
SWE,2017,558748
SWE,2016,535931
SWE,2015,395338
SWE,2014,388070
SWE,2013,416742
SWE,2012,487443
