country_code,year,paper_pulp_export_tonnes
SWZ,2009,101349
SWZ,2008,147400
SWZ,2007,173600
SWZ,2006,159300
SWZ,2005,156300
SWZ,2004,182900
SWZ,2003,156300
SWZ,2002,197700
SWZ,2001,210000
SWZ,2000,210000
SWZ,1999,210000
SWZ,1998,210000
SWZ,1997,210000
SWZ,1996,210000
SWZ,1995,107000
SWZ,1994,193400
SWZ,1993,193400
SWZ,1992,154400
SWZ,1991,154400
SWZ,1990,154400
SWZ,1989,154400
SWZ,1988,174000
SWZ,1987,174000
SWZ,1986,174000
SWZ,1985,174000
SWZ,1984,178000
SWZ,1983,126000
SWZ,1982,126000
SWZ,1981,156700
SWZ,1980,156000
SWZ,1979,161000
SWZ,1978,150000
SWZ,1977,123000
SWZ,1976,180000
SWZ,1975,90000
SWZ,1974,136000
SWZ,1973,136000
SWZ,1972,125000
SWZ,1971,100000
SWZ,1970,98000
SWZ,1969,84000
SWZ,1968,90000
ETH,2020,6
ETH,2019,6
ETH,2018,6
ETH,2017,3
ETH,2016,4
ETH,2015,0
ETH,2014,0
ETH,2013,0
ETH,2012,1
ETH,2011,0
ETH,2010,0
ETH,2009,0
ETH,2008,0
ETH,2007,0
ETH,2006,0
ETH,2005,0
ETH,2004,0
ETH,2003,0
ETH,2002,0
ETH,2001,0
ETH,2000,0
ETH,1999,0
ETH,1998,0
ETH,1997,0
ETH,1996,95
ETH,1995,95
FJI,2020,1
FJI,2019,1
FJI,2018,1
FJI,2017,1
FJI,2016,0
FJI,2015,0
FJI,2014,0
FJI,2013,1
FJI,2012,1
FJI,2011,1
FJI,2010,1
FJI,2009,1
FJI,2008,1
FJI,2007,1
FJI,2006,1
FJI,2005,1
FJI,2004,1
FJI,2003,1
FIN,2020,4130560
FIN,2019,4362040
FIN,2018,3901917
FIN,2017,3498015
FIN,2016,3363720
FIN,2015,2984881
FIN,2014,2870381
FIN,2013,2931591
FIN,2012,2616072
FIN,2011,2475177
FIN,2010,2158822
FIN,2009,1457792
FIN,2008,2225842
FIN,2007,2552670
FIN,2006,2762162
FIN,2005,2037795
FIN,2004,2356764
FIN,2003,2385112
FIN,2002,2114380
FIN,2001,1699484
FIN,2000,1681266
FIN,1999,1882000
FIN,1998,1634500
FIN,1997,1753000
FIN,1996,1542000
FIN,1995,1302000
FIN,1994,1492000
FIN,1993,1455283
FIN,1992,1313186
FIN,1991,1316400
FIN,1990,1363400
FIN,1989,1559000
FIN,1988,1584000
FIN,1987,1508000
FIN,1986,1383100
FIN,1985,1415100
FIN,1984,1428000
FIN,1983,1427000
FIN,1982,1300000
FIN,1981,1520000
FIN,1980,1761200
FIN,1979,1701700
FIN,1978,1393200
FIN,1977,1043600
FIN,1976,947456
FIN,1975,807400
FIN,1974,1164800
FIN,1973,1490600
FIN,1972,1427300
FIN,1971,1280000
FIN,1970,1804600
FIN,1969,1989900
FIN,1968,2016100
FIN,1967,117500
FIN,1966,130100
FIN,1965,149100
FIN,1964,174500
FIN,1963,172800
FIN,1962,150300
FIN,1961,159900
FRA,2020,449470
FRA,2019,453691
FRA,2018,413899
FRA,2017,494396
FRA,2016,517615
FRA,2015,522150
FRA,2014,467395
FRA,2013,404151
FRA,2012,470938
FRA,2011,628805
FRA,2010,525488
FRA,2009,366730
FRA,2008,549889
FRA,2007,632377
FRA,2006,556221
FRA,2005,495446
FRA,2004,527957
FRA,2003,456253
FRA,2002,490341
FRA,2001,449055
FRA,2000,383844
FRA,1999,394690
FRA,1998,459700
FRA,1997,454400
FRA,1996,359000
FRA,1995,405000
FRA,1994,446700
FRA,1993,417700
FRA,1992,423377
FRA,1991,405100
FRA,1990,379200
FRA,1989,363500
FRA,1988,429400
FRA,1987,403000
FRA,1986,343300
FRA,1985,311000
FRA,1984,246200
FRA,1983,217600
FRA,1982,167400
FRA,1981,152100
FRA,1980,171200
FRA,1979,191700
FRA,1978,168600
FRA,1977,157500
FRA,1976,163100
FRA,1975,78400
FRA,1974,171700
FRA,1973,247100
FRA,1972,146000
FRA,1971,111300
FRA,1970,171500
FRA,1969,149300
FRA,1968,158700
FRA,1967,4000
FRA,1966,1300
FRA,1965,4500
FRA,1964,6700
FRA,1963,300
FRA,1962,500
FRA,1961,1600
GAB,2020,24
GAB,2019,24
GAB,2018,24
GAB,2017,24
GAB,2016,24
GAB,2015,24
GAB,2014,24
GAB,2013,50
GAB,2012,24
GMB,2020,664
GMB,2019,664
GEO,2020,0
GEO,2019,7
GEO,2018,0
GEO,2017,0
GEO,2016,0
GEO,2015,0
GEO,2014,0
GEO,2013,0
GEO,2012,0
GEO,2011,0
GEO,2010,0
GEO,2009,0
GEO,2008,0
GEO,2007,0
GEO,2006,0
GEO,2005,297
GEO,2004,297
GEO,2003,297
GEO,2002,297
GEO,2001,297
GEO,2000,297
GEO,1999,297
GEO,1998,297
DEU,2020,1141000
DEU,2019,1243000
DEU,2018,1077000
DEU,2017,1235000
DEU,2016,1215000
DEU,2015,1155000
DEU,2014,1223349
DEU,2013,1161000
DEU,2012,1134000
DEU,2011,1085000
DEU,2010,996324
DEU,2009,1092403
DEU,2008,1056000
DEU,2007,1000000
DEU,2006,1058528
DEU,2005,837000
DEU,2004,539000
DEU,2003,465000
DEU,2002,520000
DEU,2001,433000
DEU,2000,383000
DEU,1999,333000
DEU,1998,368000
DEU,1997,394000
DEU,1996,349000
DEU,1995,260200
DEU,1994,194500
DEU,1993,201426
DEU,1992,227872
DEU,1991,168800
DEU,1990,113300
DEU,1989,123500
DEU,1988,125000
DEU,1987,80200
DEU,1986,84300
DEU,1985,78500
DEU,1984,81000
DEU,1983,86600
DEU,1982,71900
DEU,1981,74600
DEU,1980,84400
DEU,1979,85100
DEU,1978,68000
DEU,1977,81400
DEU,1976,85700
DEU,1975,61200
DEU,1974,71100
DEU,1973,100600
DEU,1972,73300
DEU,1971,32400
DEU,1970,48100
DEU,1969,64600
DEU,1968,51900
DEU,1967,400
DEU,1966,100
DEU,1965,100
DEU,1964,200
DEU,1963,200
DEU,1962,200
DEU,1961,100
GHA,2020,2
GHA,2019,2
GHA,2018,2
GHA,2017,2
GHA,2016,2
GHA,2015,0
GHA,2014,0
GHA,2013,0
GHA,2012,0
GHA,2011,0
GHA,2010,0
GHA,2009,0
GHA,2008,41
GHA,2007,41
GHA,2006,41
GHA,2005,41
GHA,2004,41
GHA,2003,0
GHA,2002,0
GHA,2001,0
GHA,2000,0
GHA,1999,0
GHA,1998,0
GHA,1997,0
GHA,1996,0
GHA,1995,0
GHA,1994,0
GHA,1992,0
GIB,2020,0
GIB,2019,0
GIB,2018,0
GIB,2017,0
GIB,2016,0
GIB,2015,0
GIB,2014,0
GIB,2013,0
GIB,2012,0
GIB,2011,0
GIB,2010,0
GIB,2009,0
GIB,2008,0
GIB,2007,0
GIB,2006,0
GIB,2005,0
GIB,2004,0
GIB,2003,0
GIB,2002,0
GIB,2001,0
GIB,2000,0
GIB,1999,0
GIB,1998,0
GIB,1997,0
GIB,1996,0
GIB,1995,0
GIB,1994,0
GIB,1992,0
GRC,2020,1245
GRC,2019,2600
GRC,2018,3270
GRC,2017,3304
GRC,2016,3241
GRC,2015,3241
GRC,2014,3241
GRC,2013,7163
GRC,2012,12915
GRC,2011,87
GRC,2010,1454
GRC,2009,1137
GRC,2008,98
GRC,2007,846
GRC,2006,989
GRC,2005,4980
GRC,2004,6574
GRC,2003,4458
GRC,2002,1408
GRC,2001,1568
GRC,2000,1025
GRC,1999,3000
GRC,1998,0
GRC,1997,400
GRC,1996,902
GRC,1995,902
GRC,1994,908
GRC,1993,24
GRC,1992,214
GRL,2020,0
GRL,2019,0
GRL,2018,0
GRL,2017,0
GRL,2016,0
GRL,2015,0
GRL,2014,0
GRL,2013,0
GRL,2012,0
GRL,2011,0
GRL,2010,0
GRL,2009,0
GRL,2008,0
GRL,2007,0
GRL,2006,0
GRL,2005,0
GRL,2004,0
GRL,2003,0
GRL,2002,0
GRL,2001,0
GRL,2000,0
GRL,1999,0
GRL,1998,0
GRL,1997,0
GRL,1996,0
GRL,1995,0
GRL,1994,0
GRL,1993,0
GTM,2020,140
GTM,2019,99
GTM,2018,29
GTM,2017,33
GTM,2016,3
GTM,2015,238
GTM,2014,7
GTM,2013,6
GTM,2012,2
GTM,2011,2
GTM,2010,16
GTM,2009,39
GTM,2008,518
GTM,2007,36
GTM,2006,48
GTM,2005,27
GTM,2004,108
GTM,2003,9
GNB,2020,193
GNB,2019,193
GNB,2018,193
GNB,2017,193
GNB,2016,193
GNB,2015,193
GNB,2014,193
GNB,2013,193
GNB,2012,193
GUY,2020,829
GUY,2019,829
GUY,2018,829
GUY,2017,829
GUY,2016,1
HTI,2020,0
HTI,2019,0
HTI,2018,0
HTI,2017,0
HTI,2016,0
HTI,2015,0
HTI,2014,0
HTI,2013,0
HTI,2012,113
HTI,2011,113
HND,2020,0
HND,2019,0
HND,2018,0
HND,2017,0
HND,2016,0
HND,2015,0
HND,2014,26
HND,2013,3
HND,2012,5
HND,2011,5
HND,2010,4
HND,2009,23
HND,2008,23
HND,2007,23
HND,2006,23
HND,2005,23
HND,2004,23
HND,2003,0
HND,2002,0
HND,2001,100
HND,2000,300
HND,1999,400
HND,1998,200
HND,1997,200
HND,1996,100
HND,1995,0
HND,1994,0
HND,1993,51
HND,1992,79
HUN,2020,6787
HUN,2019,6787
HUN,2018,14456
HUN,2017,19814
HUN,2016,18928
HUN,2015,28840
HUN,2014,33614
HUN,2013,23633
HUN,2012,22897
HUN,2011,20198
HUN,2010,12700
HUN,2009,15650
HUN,2008,0
HUN,2007,12200
HUN,2006,469
HUN,2005,4
HUN,2004,6000
HUN,2003,16000
HUN,2002,12000
HUN,2001,9000
HUN,2000,7600
HUN,1999,5900
HUN,1998,6800
HUN,1997,4000
HUN,1996,5400
HUN,1995,8600
HUN,1994,2700
HUN,1993,5597
HUN,1992,6012
HUN,1987,100
HUN,1986,700
HUN,1985,13200
HUN,1984,9100
HUN,1983,12000
HUN,1982,11100
HUN,1981,11100
HUN,1980,17800
HUN,1979,9000
HUN,1978,7400
HUN,1977,32900
HUN,1976,57300
HUN,1975,15900
HUN,1974,30900
HUN,1973,15100
HUN,1972,6600
HUN,1971,5600
HUN,1970,7200
HUN,1969,17600
HUN,1968,12400
HUN,1967,11300
HUN,1966,10800
HUN,1965,9700
ISL,2020,0
ISL,2019,0
ISL,2018,0
ISL,2017,0
ISL,2016,0
ISL,2015,0
ISL,2014,0
ISL,2013,0
ISL,2012,0
ISL,2011,0
ISL,2010,0
ISL,2009,0
ISL,2008,0
ISL,2007,0
ISL,2006,0
ISL,2005,0
ISL,2004,0
ISL,2003,0
ISL,2002,0
ISL,2001,0
ISL,2000,0
ISL,1999,0
ISL,1998,0
ISL,1997,0
ISL,1996,0
ISL,1995,0
ISL,1994,0
ISL,1993,0
ISL,1992,151
IND,2020,3911
IND,2019,6366
IND,2018,10263
IND,2017,2811
IND,2016,13543
IND,2015,14033
IND,2014,5488
IND,2013,1675
IND,2012,2649
IND,2011,953
IND,2010,1764
IND,2009,3779
IND,2008,20989
IND,2007,4698
IND,2006,4698
IND,2005,13574
IND,2004,13594
IND,2003,25500
IND,2002,25500
IND,2001,25500
IND,2000,16800
IND,1999,1900
IND,1998,1300
IND,1997,2700
IND,1996,2400
IND,1995,4490
IND,1994,1045
IND,1993,1045
IND,1992,286
IND,1987,0
IND,1976,700
IND,1973,100
IND,1972,1600
IND,1971,1600
IND,1970,7900
IND,1969,5100
IDN,2020,5080486
IDN,2019,4693832
IDN,2018,4088674
IDN,2017,4452167
IDN,2016,3534620
IDN,2015,3402171
IDN,2014,3498132
IDN,2013,3719189
IDN,2012,3196640
IDN,2011,2934514
IDN,2010,2546711
IDN,2009,2194681
IDN,2008,2622019
IDN,2007,2327919
IDN,2006,2761539
IDN,2005,2468880
IDN,2004,1676813
IDN,2003,2375587
IDN,2002,2245066
IDN,2001,1697900
IDN,2000,1352800
IDN,1999,1176100
IDN,1998,1634400
IDN,1997,1285300
IDN,1996,1128600
IDN,1995,568892
IDN,1994,126621
IDN,1993,114775
IDN,1992,116522
IDN,1991,128600
IDN,1990,130000
IDN,1989,87000
IRN,2020,657
IRN,2019,3833
IRN,2018,19017
IRN,2017,990
IRN,2016,1866
IRN,2015,457
IRN,2014,183
IRN,2013,182
IRN,2012,182
IRN,2011,182
IRN,2010,182
IRN,2009,11
IRN,2008,11
IRN,2007,11
IRN,2006,11
IRN,2005,11
IRN,2004,60
IRN,2003,60
IRN,2002,0
IRN,2001,0
IRN,2000,0
IRN,1999,0
IRN,1998,0
IRN,1997,2264
IRQ,2020,29
IRQ,2019,29
IRQ,2018,29
IRQ,2017,29
IRQ,2016,29
IRQ,2015,29
IRQ,2014,29
IRQ,2013,29
IRQ,2012,29
IRQ,2011,23
IRQ,2010,23
IRQ,2009,23
IRQ,2008,23
IRQ,2007,23
IRQ,2006,23
IRQ,2005,23
IRQ,2004,23
IRQ,2003,23
IRQ,2002,23
IRQ,2001,23
IRQ,2000,23
IRQ,1999,23
IRQ,1998,0
IRQ,1997,0
IRQ,1996,0
IRQ,1995,0
IRQ,1994,0
IRQ,1993,0
IRL,2020,36
IRL,2019,36
IRL,2018,36
IRL,2017,1410
IRL,2016,4002
IRL,2015,2
IRL,2014,1
IRL,2013,149
IRL,2012,6
IRL,2011,66
IRL,2010,578
IRL,2009,37
IRL,2008,60
IRL,2007,2010
IRL,2006,560
IRL,2005,1172
IRL,2004,1140
IRL,2003,524
IRL,2002,415
IRL,2001,4000
IRL,2000,0
IRL,1999,1000
IRL,1998,0
IRL,1997,0
IRL,1996,0
IRL,1995,0
IRL,1994,264
IRL,1993,627
IRL,1992,378
IRL,1987,0
IRL,1982,1300
IRL,1981,100
IRL,1980,30600
IRL,1979,32300
IRL,1978,25500
IRL,1977,24800
IRL,1976,20600
IRL,1974,700
ISR,2020,0
ISR,2019,0
ISR,2018,31
ISR,2017,31
ISR,2016,31
ISR,2015,31
ISR,2014,509
ISR,2013,1180
ISR,2012,1178
ISR,2011,6701
ISR,2010,1171
ISR,2009,9595
ISR,2008,8646
ISR,2007,12370
ISR,2006,10524
ISR,2005,9485
ISR,2004,6028
ISR,2003,9592
ISR,2002,8121
ISR,2001,12892
ISR,2000,12976
ISR,1999,13637
ISR,1998,0
ISR,1997,0
ISR,1996,0
ISR,1995,925
ISR,1994,1030
ISR,1993,0
ISR,1992,229
ITA,2020,78083
ITA,2019,115745
ITA,2018,196285
ITA,2017,122295
ITA,2016,90593
ITA,2015,52615
ITA,2014,35016
ITA,2013,36337
ITA,2012,37632
ITA,2011,34850
ITA,2010,27833
ITA,2009,27972
ITA,2008,45268
ITA,2007,40955
ITA,2006,29890
ITA,2005,34159
ITA,2004,22022
ITA,2003,18971
ITA,2002,17176
ITA,2001,23000
ITA,2000,22336
ITA,1999,18000
ITA,1998,15100
ITA,1997,12500
ITA,1996,20200
ITA,1995,19800
ITA,1994,32400
ITA,1993,40297
ITA,1992,21522
ITA,1991,60500
ITA,1990,71700
ITA,1989,68900
ITA,1988,57700
ITA,1987,45700
ITA,1986,53400
ITA,1985,63000
ITA,1984,60100
ITA,1983,40500
ITA,1982,19800
ITA,1981,14100
ITA,1980,10900
ITA,1979,1800
ITA,1978,1100
ITA,1977,3340
ITA,1976,6000
ITA,1975,5100
ITA,1974,4200
ITA,1973,700
ITA,1972,2200
ITA,1971,3200
ITA,1970,3000
ITA,1969,1300
ITA,1968,2200
ITA,1967,2300
ITA,1966,3800
ITA,1962,100
ITA,1961,100
JAM,2020,26
JAM,2019,26
JAM,2018,26
JAM,2017,26
JAM,2016,50
JAM,2015,0
JAM,2014,57
JAM,2013,0
JAM,2012,21
JAM,2011,17
JPN,2020,237889
JPN,2019,218130
JPN,2018,272697
JPN,2017,251219
JPN,2016,236387
JPN,2015,329129
JPN,2014,347895
JPN,2013,425787
JPN,2012,323039
JPN,2011,373693
JPN,2010,381499
JPN,2009,140500
JPN,2008,176500
JPN,2007,211000
JPN,2006,210000
JPN,2005,175000
JPN,2004,179000
JPN,2003,167600
JPN,2002,107000
JPN,2001,93000
JPN,2000,121080
JPN,1999,81000
JPN,1998,43000
JPN,1997,61100
JPN,1996,76500
JPN,1995,62800
JPN,1994,12800
JPN,1993,5847
JPN,1992,7457
JPN,1991,9200
JPN,1990,16900
JPN,1989,9000
JPN,1988,11000
JPN,1987,15500
JPN,1986,36000
JPN,1985,14700
JPN,1984,30100
JPN,1983,43500
JPN,1982,65500
JPN,1981,103300
JPN,1980,98900
JPN,1979,107100
JPN,1978,93800
JPN,1977,153048
JPN,1976,135800
JPN,1975,140100
JPN,1974,221500
JPN,1973,48600
JPN,1972,45800
JPN,1971,47300
JPN,1970,11000
JPN,1969,11000
JPN,1968,2000
JOR,2020,1498
JOR,2019,1459
JOR,2018,2979
JOR,2017,136
JOR,2016,187
JOR,2015,1045
JOR,2014,1167
JOR,2013,1719
JOR,2012,357
JOR,2011,357
JOR,2010,320
JOR,2009,2465
JOR,2008,1698
JOR,2007,0
JOR,2006,0
JOR,2005,0
JOR,2004,0
JOR,2003,0
JOR,2002,0
JOR,2001,0
JOR,2000,0
JOR,1999,0
JOR,1998,0
JOR,1997,0
JOR,1996,0
JOR,1995,0
JOR,1994,0
JOR,1993,25
JOR,1992,24
KAZ,2020,605
KAZ,2019,886
KAZ,2018,1217
KAZ,2017,1532
KAZ,2016,1532
KAZ,2015,1532
KAZ,2014,1532
KAZ,2013,1351
KAZ,2012,794
KAZ,2011,162
KAZ,2010,0
KAZ,2009,0
KAZ,2008,0
KAZ,2007,0
KAZ,2006,0
KAZ,2005,200
KAZ,2004,200
KAZ,2003,200
KAZ,2002,0
KAZ,2001,0
KAZ,2000,0
KAZ,1999,0
KAZ,1998,0
KEN,2020,8
KEN,2019,26
KEN,2018,26
KEN,2017,26
KEN,2016,30
KEN,2015,112
KEN,2014,102
KEN,2013,117
KEN,2012,115
KEN,2011,27
KEN,2010,27
KEN,2009,53
KEN,2008,53
KEN,2007,20
KEN,2006,7
KEN,2005,7
KEN,2004,7
KEN,2003,0
KEN,2002,0
KEN,2001,0
KEN,2000,0
KEN,1999,0
KEN,1998,0
KEN,1997,1
KEN,1996,1
KEN,1995,25
KEN,1994,1
KEN,1993,18
KEN,1992,18
KWT,2020,957
KWT,2019,957
KWT,2018,957
KWT,2017,957
KWT,2016,957
KWT,2015,957
KWT,2014,957
KWT,2013,1368
KWT,2012,1626
KWT,2011,1626
KWT,2010,670
KWT,2009,670
KWT,2008,670
KGZ,2020,0
KGZ,2019,0
KGZ,2018,0
KGZ,2017,0
KGZ,2016,0
KGZ,2015,0
KGZ,2014,0
KGZ,2013,0
KGZ,2012,0
KGZ,2011,77
KGZ,2010,0
KGZ,2009,0
KGZ,2008,0
KGZ,2007,0
KGZ,2006,0
KGZ,2005,0
KGZ,2004,0
KGZ,2003,0
KGZ,2002,0
KGZ,2001,0
KGZ,2000,0
KGZ,1999,0
LVA,2020,11
LVA,2019,862
LVA,2018,2987
LVA,2017,2987
LVA,2016,6147
LVA,2015,2
LVA,2014,108
LVA,2013,106
LVA,2012,100
LVA,2011,65
LVA,2010,34
LVA,2009,173
LVA,2008,151
LVA,2007,21
LVA,2006,5
LVA,2005,11
LVA,2004,4
LVA,2003,1
LVA,2002,0
LVA,2001,0
LVA,2000,0
LVA,1999,0
LVA,1998,0
LVA,1997,0
LVA,1996,0
LVA,1995,0
LVA,1994,0
LVA,1993,0
LBN,2020,59
LBN,2019,178
LBN,2018,244
LBN,2017,109
LBN,2016,103
LBN,2015,39
LBN,2014,39
LBN,2013,109
LBN,2012,332
LBN,2011,76
LBN,2010,101
LBN,2009,49
LBN,2008,49
LBN,2007,49
LBN,2006,49
LBN,2005,49
LBN,2004,49
LBN,2003,0
LBN,2002,0
LBN,2001,0
LBN,2000,0
LBN,1999,0
LBN,1998,0
LBN,1997,0
LBN,1996,0
LBN,1995,0
LBN,1994,0
LBN,1992,0
LSO,2020,3
LSO,2019,3
LBR,2020,49
LBR,2019,49
LBY,2020,3
LBY,2019,3
LBY,2018,3
LBY,2017,3
LBY,2016,3
LBY,2015,0
LBY,2014,0
LBY,2013,0
LBY,2012,0
LBY,2011,0
LBY,2010,0
LBY,2009,0
LBY,2008,0
LBY,2007,0
LBY,2006,0
LBY,2005,0
LBY,2004,0
LBY,2003,0
LBY,2002,0
LBY,2001,0
LBY,2000,0
LBY,1999,0
LBY,1998,0
LBY,1997,0
LBY,1996,0
LBY,1995,0
LBY,1994,0
LBY,1992,0
LIE,2020,0
LIE,2019,0
LIE,2018,0
LIE,2017,0
LIE,2016,0
LIE,2015,0
LIE,2014,0
LIE,2013,0
LIE,2012,0
LIE,2011,0
LIE,2010,0
LIE,2009,0
LIE,2008,0
LIE,2007,0
LIE,2006,0
LTU,2020,11394
LTU,2019,11322
LTU,2018,5509
LTU,2017,9636
LTU,2016,13499
LTU,2015,11868
LTU,2014,23741
LTU,2013,31903
LTU,2012,40916
LTU,2011,34049
LTU,2010,14722
LTU,2009,75
LTU,2008,219
LTU,2007,535
LTU,2006,274
LTU,2005,370
LTU,2004,67
LTU,2003,0
LTU,2002,1970
LTU,2001,4380
LTU,2000,6343
LTU,1999,4059
LTU,1998,12600
LTU,1997,10100
LTU,1996,12700
LTU,1995,3900
LTU,1994,800
LTU,1993,2200
LTU,1992,2300
LUX,2020,76
LUX,2019,37
LUX,2018,5
LUX,2017,4
LUX,2016,0
LUX,2015,0
LUX,2014,0
LUX,2013,0
LUX,2012,0
LUX,2011,1
LUX,2010,2
LUX,2009,0
LUX,2008,1
LUX,2007,0
LUX,2006,32
LUX,2005,0
LUX,2004,3
LUX,2003,0
LUX,2002,2
LUX,2001,0
LUX,2000,0
MDG,2020,0
MDG,2019,0
MDG,2018,0
MDG,2017,0
MDG,2016,0
MDG,2015,0
MDG,2014,0
MDG,2013,0
MDG,2012,0
MDG,2011,0
MDG,2010,0
MDG,2009,0
MDG,2008,0
MDG,2007,0
MDG,2006,0
MDG,2005,0
MDG,2004,0
MDG,2003,0
MDG,2002,0
MDG,2001,0
MDG,2000,0
MDG,1999,0
MDG,1998,0
MDG,1997,0
MDG,1996,0
MDG,1995,0
MDG,1994,0
MDG,1992,0
MWI,2020,29
MWI,2019,29
MWI,2018,29
MWI,2017,29
MWI,2016,0
MWI,2015,0
MWI,2014,0
MWI,2013,29
MWI,2012,2029
MWI,2011,1033
MWI,2010,1033
MWI,2009,1033
MYS,2020,17305
MYS,2019,8384
MYS,2018,3214
MYS,2017,1232
MYS,2016,712
MYS,2015,62497
MYS,2014,69101
MYS,2013,68629
MYS,2012,56892
MYS,2011,19599
MYS,2010,10502
MYS,2009,8600
MYS,2008,10174
MYS,2007,13622
MYS,2006,13622
MYS,2005,15967
MYS,2004,15542
MYS,2003,8632
MYS,2002,992
MYS,2001,0
MYS,2000,0
MYS,1999,0
MYS,1998,0
MYS,1997,0
MYS,1996,0
MYS,1995,0
MYS,1994,0
MYS,1992,50
MLI,2020,0
MLI,2019,0
MLI,2018,0
MLI,2017,0
MLI,2016,9
MLI,2015,9
MLI,2014,9
MLT,2020,0
MLT,2019,0
MLT,2018,0
MLT,2017,0
MLT,2016,0
MLT,2015,0
MLT,2014,0
MLT,2013,0
MLT,2012,0
MLT,2011,0
MLT,2010,0
MLT,2009,0
MLT,2008,0
MLT,2007,0
MLT,2006,0
MLT,2005,0
MLT,2004,20
MLT,2003,1
MLT,2002,0
MLT,2001,0
MLT,2000,0
MLT,1999,0
MLT,1998,0
MUS,2020,41
MUS,2019,41
MUS,2018,36
MUS,2017,36
MUS,2016,36
MUS,2015,36
MUS,2014,3
MUS,2013,3
MUS,2012,3
MUS,2011,3
MUS,2010,3
MEX,2020,39
MEX,2019,3408
MEX,2018,3083
MEX,2017,13220
MEX,2016,6910
MEX,2015,68
MEX,2014,136
MEX,2013,67
MEX,2012,132
MEX,2011,53
MEX,2010,28
MEX,2009,123
MEX,2008,68
MEX,2007,25
MEX,2006,20000
MEX,2005,20000
MEX,2004,37100
MEX,2003,37100
MEX,2002,37100
MEX,2001,37100
MEX,2000,13000
MEX,1999,600
MEX,1998,700
MEX,1997,9200
MEX,1996,22400
MEX,1995,9000
MEX,1994,3279
MEX,1993,3534
MEX,1992,2994
MEX,1991,1100
MEX,1990,1500
MEX,1987,0
MEX,1984,18300
MEX,1983,18300
MEX,1982,18300
MEX,1981,12100
MEX,1980,12100
MEX,1979,9200
MEX,1978,9200
MEX,1977,9200
MEX,1976,4400
MEX,1975,4400
MEX,1974,4400
MEX,1973,4400
MEX,1972,4400
MEX,1971,4400
MEX,1970,12600
MEX,1969,15900
MEX,1968,11200
MEX,1967,8600
MEX,1966,12200
MEX,1965,8100
MEX,1964,6800
MEX,1962,1300
MEX,1961,300
MNG,2020,159
MNG,2019,159
MNG,2018,159
MNG,2017,159
MNG,2016,159
MNG,2015,159
MNG,2014,98
MNG,2013,98
MNG,2012,98
MNG,2011,98
MNG,2010,98
MNG,2009,98
MNG,2008,98
MNG,2007,0
MNG,2006,0
MNG,2005,0
MNG,2004,0
MNG,2003,0
MNG,2002,0
MNG,2001,0
MNG,2000,0
MNG,1999,0
MNG,1998,0
MNG,1997,0
MNG,1996,0
MNG,1995,0
MNE,2020,0
MNE,2019,0
MNE,2018,0
MNE,2017,0
MNE,2016,0
MNE,2015,0
MNE,2014,0
MNE,2013,0
MNE,2012,0
MNE,2011,0
MNE,2010,0
MNE,2009,0
MNE,2008,0
MNE,2007,0
MNE,2006,0
MAR,2020,546
MAR,2019,119
MAR,2018,68
MAR,2017,64
MAR,2016,66
MAR,2015,780
MAR,2014,332
MAR,2013,19238
MAR,2012,109459
MAR,2011,96344
MAR,2010,125584
MAR,2009,109001
MAR,2008,87741
MAR,2007,121268
MAR,2006,123194
MAR,2005,102272
MAR,2004,102272
MAR,2003,214098
MAR,2002,115000
MAR,2001,63000
MAR,2000,114000
MAR,1999,124000
MAR,1998,73000
MAR,1997,102000
MAR,1996,68300
MAR,1995,72700
MAR,1994,109200
MAR,1993,74200
MAR,1992,80923
MAR,1991,68500
MAR,1990,82200
MAR,1989,85200
MAR,1988,98600
MAR,1987,80800
MAR,1986,60600
MAR,1985,60600
MAR,1984,66600
MAR,1983,63000
MAR,1982,55700
MAR,1981,59200
MAR,1980,69000
MAR,1979,63400
MAR,1978,49400
MAR,1977,33400
MAR,1976,41900
MAR,1975,30900
MAR,1974,47100
MAR,1973,31200
MAR,1972,31200
MAR,1971,43600
MAR,1970,41000
MAR,1969,39500
MAR,1968,34900
MOZ,2020,200
MOZ,2019,200
MOZ,2018,200
MOZ,2017,200
MOZ,2016,200
MOZ,2015,199
MOZ,2014,199
MOZ,2013,199
MMR,2020,8
MMR,2019,8
MMR,2018,159
MMR,2017,1624
MMR,2016,532
MMR,2015,1789
MMR,2014,3730
MMR,2013,2172
MMR,2012,2172
MMR,2011,13673
MMR,2010,4893
MMR,2009,0
MMR,2008,0
MMR,2007,0
MMR,2006,0
MMR,2005,0
MMR,2004,0
MMR,2003,0
MMR,2002,0
MMR,2001,0
MMR,2000,0
MMR,1999,0
MMR,1998,0
MMR,1997,0
MMR,1996,100
MMR,1995,100
MMR,1994,0
MMR,1993,0
MMR,1992,40
NAM,2020,734
NAM,2019,105
NAM,2016,0
NAM,2015,0
NAM,2014,2
NAM,2013,8
NAM,2012,2
NAM,2011,1
NPL,2020,140
NPL,2019,140
NPL,2018,408
NPL,2017,408
NPL,2016,831
NPL,2015,555
NPL,2014,320
NPL,2013,695
NPL,2012,685
NPL,2011,456
NPL,2010,1107
NPL,2009,112
NPL,2008,1262
NPL,2007,803
NPL,2006,1796
NPL,2005,1807
NPL,2004,1807
NPL,2003,923
NPL,2002,492
NPL,2001,245
NPL,2000,245
