country_code,year,wood_pulp_import_tonnes
SLV,1969,400
SLV,1968,300
SLV,1967,300
SLV,1966,100
SLV,1965,100
SLV,1964,100
GNQ,2020,0
GNQ,2019,0
GNQ,2018,0
GNQ,2017,0
GNQ,2016,0
GNQ,2015,0
GNQ,2014,0
GNQ,2013,10
GNQ,2012,10
GNQ,2011,10
GNQ,2010,10
GNQ,2009,10
GNQ,2008,10
GNQ,2007,0
GNQ,2006,0
GNQ,2005,0
GNQ,2004,0
GNQ,2003,0
GNQ,2002,0
GNQ,2001,0
GNQ,2000,0
GNQ,1999,0
ERI,2020,108
ERI,2019,108
ERI,2018,108
ERI,2017,108
ERI,2016,108
ERI,2015,21
ERI,2014,21
ERI,2013,21
EST,2020,47375
EST,2019,55182
EST,2018,17019
EST,2017,33578
EST,2016,35206
EST,2015,41602
EST,2014,27578
EST,2013,21580
EST,2012,12296
EST,2011,1584
EST,2010,47
EST,2009,104
EST,2008,423
EST,2007,218
EST,2006,3296
EST,2005,989
EST,2004,1
EST,2003,294
EST,2002,0
EST,2001,4400
EST,2000,573
EST,1999,484
EST,1998,400
EST,1997,4400
EST,1996,19
EST,1995,19
EST,1994,19
EST,1993,97
EST,1992,74
ETH,2020,7704
ETH,2019,3619
ETH,2018,4946
ETH,2017,2610
ETH,2016,8342
ETH,2015,9727
ETH,2014,5571
ETH,2013,11976
ETH,2012,9169
ETH,2011,7393
ETH,2010,6282
ETH,2009,5097
ETH,2008,7360
ETH,2007,7990
ETH,2006,7988
ETH,2005,6740
ETH,2004,7368
ETH,2003,5873
ETH,2002,6865
ETH,2001,9236
ETH,2000,7980
ETH,1999,4400
ETH,1998,6800
ETH,1997,6700
ETH,1996,5700
ETH,1995,4395
ETH,1994,3895
ETH,1993,11242
FLK,2020,11
FLK,2019,11
FJI,2020,1
FJI,2019,1
FJI,2018,1
FJI,2017,1
FJI,2016,1
FJI,2015,1
FJI,2014,1
FJI,2013,138
FJI,2012,138
FJI,2011,516
FJI,2010,516
FJI,2009,516
FJI,2008,516
FJI,2007,77
FJI,2006,39
FJI,2005,1
FJI,2004,1
FJI,2003,1
FJI,2002,1
FJI,2001,0
FJI,2000,0
FJI,1999,0
FJI,1998,0
FJI,1997,0
FJI,1996,0
FJI,1995,0
FJI,1994,0
FJI,1993,74
FJI,1992,103
FIN,2020,223541
FIN,2019,347306
FIN,2018,478556
FIN,2017,474286
FIN,2016,424320
FIN,2015,407750
FIN,2014,396020
FIN,2013,410011
FIN,2012,497228
FIN,2011,472543
FIN,2010,419322
FIN,2009,350971
FIN,2008,443646
FIN,2007,405481
FIN,2006,326722
FIN,2005,282406
FIN,2004,220433
FIN,2003,186046
FIN,2002,147365
FIN,2001,186413
FIN,2000,143767
FIN,1999,133000
FIN,1998,81600
FIN,1997,82000
FIN,1996,86300
FIN,1995,145000
FIN,1994,132000
FIN,1993,99136
FIN,1992,211126
FIN,1991,94100
FIN,1990,80500
FIN,1989,82000
FIN,1988,73000
FIN,1987,92000
FIN,1986,74900
FIN,1985,62300
FIN,1984,48000
FIN,1983,31000
FIN,1982,55000
FIN,1981,37000
FIN,1980,36300
FIN,1979,17700
FIN,1978,14300
FIN,1977,7800
FIN,1976,13500
FIN,1975,10900
FIN,1974,5900
FIN,1973,5200
FIN,1972,3500
FIN,1971,7100
FIN,1970,7200
FIN,1969,10600
FIN,1968,1900
FIN,1967,3600
FIN,1966,2500
FIN,1965,1700
FIN,1964,400
FIN,1963,100
FIN,1961,100
FRA,2020,1750375
FRA,2019,1707848
FRA,2018,2005277
FRA,2017,2003505
FRA,2016,1949743
FRA,2015,2021700
FRA,2014,2008855
FRA,2013,2134729
FRA,2012,1968872
FRA,2011,1892087
FRA,2010,1930302
FRA,2009,1542388
FRA,2008,1963883
FRA,2007,2085787
FRA,2006,2226272
FRA,2005,2147336
FRA,2004,2198833
FRA,2003,2156471
FRA,2002,2223565
FRA,2001,2204364
FRA,2000,2387410
FRA,1999,2212000
FRA,1998,2132700
FRA,1997,2135700
FRA,1996,2026000
FRA,1995,1956000
FRA,1994,2091000
FRA,1993,1997000
FRA,1992,2074175
FRA,1991,1956500
FRA,1990,1905200
FRA,1989,1823800
FRA,1988,1843000
FRA,1987,1825000
FRA,1986,1754900
FRA,1985,1608700
FRA,1984,1611000
FRA,1983,1608800
FRA,1982,1564700
FRA,1981,1703900
FRA,1980,1755100
FRA,1979,1687800
FRA,1978,1566700
FRA,1977,1338500
FRA,1976,1350100
FRA,1975,1151000
FRA,1974,1622200
FRA,1973,1474600
FRA,1972,1321400
FRA,1971,1154400
FRA,1970,1317600
FRA,1969,1227900
FRA,1968,1061300
FRA,1967,161800
FRA,1966,188200
FRA,1965,178900
FRA,1964,205900
FRA,1963,206900
FRA,1962,172800
FRA,1961,186300
PYF,2020,109
PYF,2019,109
PYF,2018,109
PYF,2017,109
PYF,2016,109
PYF,2015,109
PYF,2014,9
PYF,2013,16
PYF,2012,16
PYF,2011,16
PYF,2010,16
PYF,2009,16
PYF,2008,16
PYF,2007,50
PYF,2006,15
PYF,2005,15
PYF,2004,15
PYF,2003,2
PYF,2002,2
PYF,2001,2
PYF,2000,2
PYF,1999,3
PYF,1998,3
PYF,1997,3
PYF,1996,0
PYF,1995,0
PYF,1994,0
PYF,1993,0
GAB,2020,24
GAB,2019,12
GAB,2018,12
GAB,2017,12
GAB,2016,84
GAB,2015,59
GAB,2014,94
GAB,2013,131
GAB,2012,121
GAB,2011,164
GAB,2010,253
GAB,2009,113
GAB,2008,297
GAB,2007,205
GAB,2006,205
GAB,2005,205
GAB,2004,205
GAB,2003,196
GAB,2002,200
GAB,2001,30
GAB,2000,30
GAB,1999,30
GAB,1998,83
GAB,1997,83
GAB,1996,83
GAB,1995,31
GAB,1994,31
GAB,1993,63
GAB,1992,74
GAB,1985,2000
GAB,1984,2000
GAB,1983,2000
GAB,1982,2000
GAB,1981,2000
GAB,1980,2000
GAB,1979,1800
GAB,1978,1800
GAB,1977,1800
GAB,1976,100
GAB,1975,1500
GAB,1965,100
GAB,1964,100
GMB,2020,2
GMB,2019,2
GMB,2018,2
GMB,2017,2
GMB,2016,2
GMB,2015,2
GMB,2014,17
GMB,2013,18
GMB,2012,18
GMB,2011,18
GMB,2010,18
GMB,2009,17
GMB,2008,17
GMB,2007,6
GMB,2006,6
GMB,2005,6
GMB,2004,6
GMB,2003,17
GMB,2002,15
GMB,2001,0
GMB,2000,0
GMB,1999,0
GMB,1998,0
GMB,1997,20
GMB,1996,20
GMB,1995,20
GMB,1994,20
GMB,1992,20
GEO,2020,47
GEO,2019,60
GEO,2018,43
GEO,2017,45
GEO,2016,41
GEO,2015,22
GEO,2014,74
GEO,2013,37
GEO,2012,0
GEO,2011,146
GEO,2010,78
GEO,2009,78
GEO,2008,78
GEO,2007,78
GEO,2006,103
GEO,2005,195
GEO,2004,195
GEO,2003,195
GEO,2002,195
GEO,2001,195
GEO,2000,195
GEO,1999,195
GEO,1998,181
GEO,1997,123
DEU,2020,4034000
DEU,2019,4755000
DEU,2018,5076000
DEU,2017,5304000
DEU,2016,5199000
DEU,2015,4933000
DEU,2014,4854765
DEU,2013,4963000
DEU,2012,4834000
DEU,2011,4945000
DEU,2010,5123401
DEU,2009,3763023
DEU,2008,5554000
DEU,2007,5275000
DEU,2006,5264187
DEU,2005,4829000
DEU,2004,4723000
DEU,2003,4528000
DEU,2002,4437000
DEU,2001,4089000
DEU,2000,4063000
DEU,1999,3764000
DEU,1998,3963000
DEU,1997,4070000
DEU,1996,3660000
DEU,1995,3750000
DEU,1994,3893000
DEU,1993,3610864
DEU,1992,3966183
DEU,1991,3774000
DEU,1990,3667800
DEU,1989,3695200
DEU,1988,3458600
DEU,1987,3367000
DEU,1986,3225200
DEU,1985,3092000
DEU,1984,2967500
DEU,1983,2927300
DEU,1982,2559700
DEU,1981,2575700
DEU,1980,2629700
DEU,1979,2472900
DEU,1978,2375600
DEU,1977,2202000
DEU,1976,2224000
DEU,1975,1847600
DEU,1974,2260100
DEU,1973,2103100
DEU,1972,1878900
DEU,1971,1610300
DEU,1970,1849200
DEU,1969,1686700
DEU,1968,1461700
DEU,1967,242200
DEU,1966,260400
DEU,1965,250600
DEU,1964,226500
DEU,1963,204500
DEU,1962,198000
DEU,1961,188400
GHA,2020,21175
GHA,2019,3979
GHA,2018,3154
GHA,2017,726
GHA,2016,601
GHA,2015,254
GHA,2014,511
GHA,2013,483
GHA,2012,483
GHA,2011,288
GHA,2010,120
GHA,2009,184
GHA,2008,266
GHA,2007,266
GHA,2006,266
GHA,2005,266
GHA,2004,266
GHA,2003,220
GHA,2002,0
GHA,2001,0
GHA,2000,0
GHA,1999,0
GHA,1998,0
GHA,1997,0
GHA,1996,0
GHA,1995,0
GHA,1994,0
GHA,1993,679
GHA,1992,896
GRC,2020,111814
GRC,2019,104228
GRC,2018,95789
GRC,2017,89237
GRC,2016,131112
GRC,2015,131112
GRC,2014,131112
GRC,2013,147394
GRC,2012,127952
GRC,2011,122660
GRC,2010,114939
GRC,2009,123109
GRC,2008,104019
GRC,2007,80260
GRC,2006,76160
GRC,2005,102446
GRC,2004,112557
GRC,2003,105596
GRC,2002,101547
GRC,2001,100421
GRC,2000,110574
GRC,1999,140000
GRC,1998,136100
GRC,1997,130001
GRC,1996,85201
GRC,1995,110001
GRC,1994,88819
GRC,1993,76235
GRC,1992,117446
GRC,1991,161400
GRC,1990,148900
GRC,1989,168200
GRC,1988,133300
GRC,1987,179000
GRC,1986,177100
GRC,1985,140500
GRC,1984,137400
GRC,1983,142600
GRC,1982,111600
GRC,1981,82400
GRC,1980,92000
GRC,1979,67400
GRC,1978,83800
GRC,1977,56800
GRC,1976,87700
GRC,1975,70100
GRC,1974,98400
GRC,1973,111700
GRC,1972,83800
GRC,1971,95400
GRC,1970,108600
GRC,1969,94500
GRC,1968,90600
GRC,1967,15100
GRC,1966,18500
GRC,1965,16700
GRC,1964,14800
GRC,1963,13900
GRC,1962,15400
GRC,1961,14200
GRL,2020,13
GRL,2019,1
GRL,2018,1
GRL,2017,0
GRL,2016,0
GRL,2015,0
GRL,2014,5
GRL,2013,5
GRL,2012,7
GLP,2020,17
GLP,2019,17
GLP,2018,17
GLP,2017,17
GLP,2016,17
GLP,2015,17
GLP,2014,17
GLP,2013,17
GLP,2012,17
GLP,2011,17
GLP,2010,17
GLP,2009,17
GLP,2008,17
GLP,2007,17
GLP,2006,17
GLP,2005,17
GLP,2004,17
GLP,2003,17
GLP,2002,17
GLP,2001,17
GLP,2000,17
GLP,1999,17
GLP,1998,17
GLP,1997,17
GLP,1996,17
GLP,1995,17
GLP,1994,17
GLP,1993,17
GLP,1992,2
GTM,2020,16029
GTM,2019,21250
GTM,2018,11476
GTM,2017,6403
GTM,2016,8599
GTM,2015,8677
GTM,2014,6820
GTM,2013,2086
GTM,2012,1912
GTM,2011,32783
GTM,2010,1041
GTM,2009,1108
GTM,2008,4002
GTM,2007,3114
GTM,2006,2761
GTM,2005,2027
GTM,2004,1361
GTM,2003,860
GTM,2002,269
GTM,2001,800
GTM,2000,600
GTM,1999,700
GTM,1998,2300
GTM,1997,1546
GTM,1996,1546
GTM,1995,2746
GTM,1994,1346
GTM,1993,2097
GTM,1992,2071
GTM,1991,6300
GTM,1990,6300
GTM,1989,6300
GTM,1988,5900
GTM,1987,7400
GTM,1986,7400
GTM,1985,9900
GTM,1984,8000
GTM,1983,13900
GTM,1982,3100
GTM,1981,13800
GTM,1980,31400
GTM,1979,14500
GTM,1978,9400
GTM,1977,9800
GTM,1976,13700
GTM,1975,5500
GTM,1974,13600
GTM,1973,20200
GTM,1972,9400
GTM,1971,8700
GTM,1970,12100
GTM,1969,6900
GTM,1968,4400
GTM,1967,8700
GTM,1966,5000
GIN,2020,43
GIN,2019,38
GIN,2018,135
GIN,2017,36
GIN,2016,24
GIN,2015,30
GIN,2014,27
GIN,2013,26
GIN,2012,26
GIN,2011,26
GIN,2010,26
GIN,2009,21
GIN,2008,21
GIN,2007,8
GIN,2006,8
GIN,2005,8
GIN,2004,8
GIN,2003,0
GIN,2002,0
GIN,2001,0
GIN,2000,0
GIN,1999,0
GIN,1998,30
GIN,1997,30
GIN,1996,0
GIN,1995,0
GUY,2020,49
GUY,2019,68
GUY,2018,68
GUY,2017,68
GUY,2016,3
GUY,2015,0
GUY,2014,49
GUY,2013,0
GUY,2012,0
GUY,2011,0
GUY,2010,0
GUY,2009,0
GUY,2008,0
GUY,2007,0
GUY,2006,0
GUY,2005,5
GUY,2004,0
GUY,2003,0
GUY,2002,0
GUY,2001,0
GUY,2000,0
GUY,1999,0
GUY,1998,0
GUY,1997,0
GUY,1996,0
GUY,1995,0
GUY,1994,0
GUY,1993,0
GUY,1992,0
HTI,2020,11
HTI,2019,11
HTI,2018,11
HTI,2017,11
HTI,2016,31
HTI,2015,14
HTI,2014,12
HTI,2013,12
HTI,2012,783
HTI,2011,783
HTI,2010,783
HTI,2009,357
HTI,2008,357
HTI,2007,357
HTI,2006,357
HTI,2005,357
HTI,2004,357
HND,2020,842
HND,2019,842
HND,2018,118
HND,2017,91
HND,2016,91
HND,2015,53
HND,2014,86
HND,2013,2
HND,2012,0
HND,2011,0
HND,2010,0
HND,2009,203
HND,2008,203
HND,2007,203
HND,2006,203
HND,2005,204
HND,2004,204
HND,2003,200
HND,2002,200
HND,2001,200
HND,2000,100
HND,1999,1300
HND,1998,1800
HND,1997,400
HND,1996,600
HND,1995,400
HND,1994,344
HND,1993,1663
HND,1992,880
HUN,2020,139821
HUN,2019,139821
HUN,2018,149115
HUN,2017,141117
HUN,2016,130359
HUN,2015,141823
HUN,2014,131487
HUN,2013,106294
HUN,2012,94133
HUN,2011,109285
HUN,2010,87801
HUN,2009,90905
HUN,2008,106500
HUN,2007,100010
HUN,2006,164000
HUN,2005,265015
HUN,2004,240000
HUN,2003,208000
HUN,2002,175000
HUN,2001,171000
HUN,2000,173100
HUN,1999,182300
HUN,1998,185100
HUN,1997,146000
HUN,1996,138100
HUN,1995,28600
HUN,1994,26300
HUN,1993,30297
HUN,1992,39335
HUN,1991,133100
HUN,1990,152000
HUN,1989,275000
HUN,1988,273000
HUN,1987,212700
HUN,1986,215600
HUN,1985,217400
HUN,1984,220000
HUN,1983,236600
HUN,1982,208500
HUN,1981,205000
HUN,1980,210700
HUN,1979,168800
HUN,1978,176400
HUN,1977,154700
HUN,1976,156000
HUN,1975,185900
HUN,1974,144300
HUN,1973,145000
HUN,1972,131600
HUN,1971,114800
HUN,1970,141600
HUN,1969,80200
HUN,1968,91900
HUN,1967,11500
HUN,1966,15300
HUN,1965,6300
HUN,1964,6600
HUN,1963,5900
HUN,1962,7400
HUN,1961,7500
ISL,2020,0
ISL,2019,0
ISL,2018,0
ISL,2017,0
ISL,2016,134
ISL,2015,9
ISL,2014,9
ISL,2013,9
ISL,2012,9
ISL,2011,10
ISL,2010,8
ISL,2009,7
ISL,2008,5
ISL,2007,240
ISL,2006,53
ISL,2005,34
ISL,2004,19
ISL,2003,7
ISL,2002,5
ISL,2001,100
ISL,2000,100
ISL,1999,100
ISL,1998,100
ISL,1997,0
ISL,1996,0
ISL,1995,0
ISL,1994,55
ISL,1993,55
ISL,1992,1760
IND,2020,1391107
IND,2019,1609828
IND,2018,1480946
IND,2017,1550219
IND,2016,1431314
IND,2015,1282102
IND,2014,1159301
IND,2013,1011709
IND,2012,975736
IND,2011,869149
IND,2010,799690
IND,2009,661231
IND,2008,530496
IND,2007,458426
IND,2006,620555
IND,2005,467743
IND,2004,509432
IND,2003,350079
IND,2002,324305
IND,2001,255000
IND,2000,193200
IND,1999,250200
IND,1998,305500
IND,1997,296500
IND,1996,313300
IND,1995,304400
IND,1994,194934
IND,1993,212833
IND,1992,176498
IND,1991,283840
IND,1990,154937
IND,1989,81054
IND,1988,80104
IND,1987,147037
IND,1986,142696
IND,1985,66800
IND,1984,66800
IND,1983,66800
IND,1982,66800
IND,1981,28600
IND,1980,108000
IND,1979,108000
IND,1978,45200
IND,1977,45200
IND,1976,11900
IND,1975,36900
IND,1974,29800
IND,1973,41500
IND,1972,51300
IND,1971,51300
IND,1970,66500
IND,1969,79200
IND,1968,68100
IND,1967,12400
IND,1966,16200
IND,1965,14600
IND,1964,5300
IND,1963,4100
IND,1962,2200
IND,1961,6200
IDN,2020,1358603
IDN,2019,1456695
IDN,2018,1497991
IDN,2017,1505960
IDN,2016,1405978
IDN,2015,1299086
IDN,2014,1601422
IDN,2013,1630089
IDN,2012,1334831
IDN,2011,1304476
IDN,2010,1233612
IDN,2009,1068078
IDN,2008,1156300
IDN,2007,858089
IDN,2006,913772
IDN,2005,902517
IDN,2004,887877
IDN,2003,728794
IDN,2002,813747
IDN,2001,786600
IDN,2000,970400
IDN,1999,957100
IDN,1998,837400
IDN,1997,963600
IDN,1996,827900
IDN,1995,839024
IDN,1994,848564
IDN,1993,839600
IDN,1992,595938
IDN,1991,335400
IDN,1990,296100
IDN,1989,320600
IDN,1988,242200
IDN,1987,256000
IDN,1986,297300
IDN,1985,186700
IDN,1984,222900
IDN,1983,281500
IDN,1982,166500
IDN,1981,152300
IDN,1980,117800
IDN,1979,92700
IDN,1978,102600
IDN,1977,40400
IDN,1976,19400
IDN,1975,8200
IDN,1974,6700
IDN,1973,3400
IRN,2020,85451
IRN,2019,57625
IRN,2018,153373
IRN,2017,198483
IRN,2016,182332
IRN,2015,114567
IRN,2014,97083
IRN,2013,123393
IRN,2012,121932
IRN,2011,121932
IRN,2010,106789
IRN,2009,74825
IRN,2008,74825
IRN,2007,74825
IRN,2006,74825
IRN,2005,74825
IRN,2004,72204
IRN,2003,72647
IRN,2002,48605
IRN,2001,52500
IRN,2000,39000
IRN,1999,44300
IRN,1998,33000
IRN,1997,37015
IRN,1996,41000
IRN,1995,24300
IRN,1994,10500
IRN,1993,22234
IRN,1992,44381
IRN,1991,71000
IRN,1990,71600
IRN,1989,10000
IRN,1988,24000
IRN,1987,24900
IRN,1986,10000
IRN,1985,32000
IRN,1984,41100
IRN,1983,74100
IRN,1982,28000
IRN,1981,27400
IRN,1980,38500
IRN,1979,38500
IRN,1978,38500
IRN,1977,38500
IRN,1976,25200
IRN,1975,26800
IRN,1974,8700
IRN,1973,12200
IRN,1972,10500
IRN,1971,11100
IRN,1970,11400
IRN,1969,1100
IRQ,2020,7307
IRQ,2019,3420
IRQ,2018,1053
IRQ,2017,23
IRQ,2016,95
IRQ,2015,209
IRQ,2014,182
IRQ,2013,396
IRQ,2012,64
IRQ,2011,96
IRQ,2010,75
IRQ,2009,75
IRQ,2008,75
IRQ,2007,0
IRQ,2006,0
IRQ,2005,0
IRQ,2004,0
IRQ,2003,0
IRQ,2002,0
IRQ,2001,0
IRQ,2000,0
IRQ,1999,0
IRQ,1998,0
IRQ,1997,0
IRQ,1996,0
IRQ,1995,0
IRQ,1994,0
IRQ,1991,1700
IRQ,1990,1700
IRQ,1989,1700
IRQ,1988,1700
IRQ,1987,1700
IRQ,1986,1700
IRQ,1985,1700
IRQ,1984,1700
IRQ,1983,1700
IRQ,1982,1700
IRQ,1981,1700
IRQ,1980,15100
IRQ,1979,15100
IRQ,1978,15100
IRQ,1977,15100
IRQ,1976,15100
IRQ,1975,32500
IRQ,1974,22500
IRQ,1973,12400
IRQ,1972,18100
IRQ,1971,25700
IRQ,1970,3300
IRQ,1969,1200
IRQ,1968,2200
IRL,2020,40835
IRL,2019,40835
IRL,2018,40835
IRL,2017,45121
IRL,2016,45593
IRL,2015,50562
IRL,2014,46477
IRL,2013,50400
IRL,2012,47152
IRL,2011,53963
IRL,2010,40610
IRL,2009,32367
IRL,2008,28701
IRL,2007,31084
IRL,2006,21720
IRL,2005,20435
IRL,2004,23883
IRL,2003,24542
IRL,2002,25441
IRL,2001,30720
IRL,2000,33000
IRL,1999,34000
IRL,1998,31000
IRL,1997,24000
IRL,1996,18000
IRL,1995,19000
IRL,1994,19690
IRL,1993,16600
IRL,1992,19497
IRL,1991,30058
IRL,1990,30058
IRL,1989,14595
IRL,1988,22701
IRL,1987,8955
IRL,1986,13042
IRL,1985,11400
IRL,1984,11100
IRL,1983,6900
IRL,1982,7500
IRL,1981,34000
IRL,1980,32700
IRL,1979,34400
IRL,1978,31100
IRL,1977,24600
IRL,1976,26500
IRL,1975,22200
IRL,1974,39800
IRL,1973,54300
IRL,1972,40900
IRL,1971,33400
IRL,1970,48300
IRL,1969,37700
IRL,1968,45500
IRL,1967,35100
IRL,1966,26100
IRL,1963,2200
IRL,1961,1400
ISR,2020,153535
ISR,2019,153535
ISR,2018,170117
ISR,2017,152526
ISR,2016,152526
ISR,2015,152526
ISR,2014,127061
ISR,2013,146030
ISR,2012,146031
ISR,2011,137371
ISR,2010,163461
ISR,2009,148833
ISR,2008,153272
ISR,2007,168587
ISR,2006,186294
ISR,2005,158798
ISR,2004,147676
ISR,2003,111191
ISR,2002,100220
ISR,2001,89635
ISR,2000,111703
ISR,1999,117897
ISR,1998,147400
ISR,1997,112500
ISR,1996,98400
ISR,1995,99886
ISR,1994,74920
ISR,1993,129454
ISR,1992,112909
ISR,1991,76600
ISR,1990,76600
ISR,1989,86300
ISR,1988,67599
ISR,1987,66918
ISR,1986,54211
ISR,1985,25100
ISR,1984,27200
ISR,1983,26400
ISR,1982,27300
ISR,1981,28400
ISR,1980,41100
ISR,1979,53000
ISR,1978,43500
ISR,1977,61800
ISR,1976,61400
ISR,1975,70800
ISR,1974,70800
ISR,1973,49800
ISR,1972,55000
ISR,1971,56800
ISR,1970,46200
ISR,1969,26100
ISR,1968,2400
ISR,1967,1600
ISR,1966,300
ISR,1965,600
ISR,1964,2500
ISR,1963,1800
ISR,1962,3700
ITA,2020,3270840
ITA,2019,3552087
ITA,2018,3500380
ITA,2017,3204086
ITA,2016,3417957
ITA,2015,3474715
ITA,2014,3377657
ITA,2013,3470951
ITA,2012,3315223
ITA,2011,3451184
ITA,2010,3425366
ITA,2009,3002188
ITA,2008,3215031
ITA,2007,3486911
ITA,2006,3685956
ITA,2005,3757892
ITA,2004,3372394
ITA,2003,3260158
ITA,2002,3258650
ITA,2001,3333000
ITA,2000,3193000
ITA,1999,3335000
ITA,1998,3254000
ITA,1997,3119000
ITA,1996,2887000
ITA,1995,2778000
ITA,1994,2772000
ITA,1993,2569051
ITA,1992,2524584
ITA,1991,2352000
ITA,1990,2099000
ITA,1989,2165000
ITA,1988,2142000
ITA,1987,2051000
ITA,1986,1830000
ITA,1985,1811000
ITA,1984,1695400
ITA,1983,1514800
ITA,1982,1370800
ITA,1981,1540800
ITA,1980,1759600
ITA,1979,1783700
ITA,1978,1575900
ITA,1977,1190300
ITA,1976,1305200
ITA,1975,992100
ITA,1974,1456800
ITA,1973,1499600
ITA,1972,1309000
ITA,1971,1042400
ITA,1970,1431100
ITA,1969,1439100
ITA,1968,1252100
ITA,1967,196800
ITA,1966,179400
ITA,1965,67200
ITA,1964,54000
ITA,1963,33300
ITA,1962,22000
ITA,1961,23500
JAM,2020,0
JAM,2019,0
JAM,2018,0
JAM,2017,0
JAM,2016,0
JAM,2015,0
JAM,2014,0
JAM,2013,0
JAM,2012,8
JAM,2011,5
JAM,2010,255
JAM,2009,274
JAM,2008,0
JAM,2007,0
JAM,2006,0
JAM,2005,0
JAM,2004,0
JAM,2003,0
JAM,2002,0
JAM,2001,0
JAM,2000,0
JAM,1999,45
JAM,1998,19
JAM,1997,118
JAM,1996,158
JAM,1995,156
JAM,1994,162
JAM,1993,115
JAM,1992,554
JAM,1991,100
JAM,1990,1400
JAM,1989,300
JAM,1988,500
JAM,1987,1100
JPN,2020,1514373
JPN,2019,1691052
JPN,2018,1681229
JPN,2017,1784043
JPN,2016,1634315
JPN,2015,1683000
JPN,2014,1751000
JPN,2013,1748906
JPN,2012,1827143
JPN,2011,1879358
JPN,2010,1809990
JPN,2009,1665100
JPN,2008,1978200
JPN,2007,2059200
JPN,2006,2325100
JPN,2005,2317100
JPN,2004,2512100
JPN,2003,2430100
JPN,2002,2512250
JPN,2001,2686300
JPN,2000,3092300
JPN,1999,3039200
JPN,1998,3166350
JPN,1997,3404800
JPN,1996,3381000
JPN,1995,3541200
JPN,1994,3678100
JPN,1993,3267204
JPN,1992,3085892
JPN,1991,2906200
JPN,1990,2869200
JPN,1989,3336200
JPN,1988,3058800
JPN,1987,2710000
JPN,1986,2548000
JPN,1985,2252300
JPN,1984,2148100
JPN,1983,2158200
JPN,1982,1742500
JPN,1981,1687200
JPN,1980,2205500
JPN,1979,1857700
JPN,1978,1689200
JPN,1977,1165500
JPN,1976,1077200
JPN,1975,1030400
JPN,1974,1500700
JPN,1973,1105800
JPN,1972,803200
JPN,1971,660900
JPN,1970,914000
JPN,1969,857000
JPN,1968,784000
JPN,1967,722700
JPN,1966,671500
JPN,1965,503700
JPN,1964,527800
JPN,1963,471600
JPN,1962,227000
JPN,1961,172000
JOR,2020,98591
JOR,2019,81524
JOR,2018,80645
JOR,2017,94901
JOR,2016,96321
JOR,2015,97291
JOR,2014,98574
JOR,2013,112639
JOR,2012,104483
JOR,2011,104483
JOR,2010,68799
JOR,2009,41973
JOR,2008,81293
JOR,2007,60973
JOR,2006,76200
JOR,2005,76200
JOR,2004,76200
JOR,2003,24600
JOR,2002,24600
JOR,2001,55200
JOR,2000,40700
JOR,1999,37000
JOR,1998,35600
JOR,1997,18800
JOR,1996,8000
JOR,1995,11500
JOR,1994,3600
JOR,1993,14158
JOR,1992,8454
KAZ,2020,14741
KAZ,2019,6080
KAZ,2018,5676
KAZ,2017,7150
KAZ,2016,7150
KAZ,2015,7150
KAZ,2014,7150
KAZ,2013,7783
KAZ,2012,7271
KAZ,2011,5258
KAZ,2010,3885
KAZ,2009,3307
KAZ,2008,3384
KAZ,2007,3190
KAZ,2006,3801
KAZ,2005,742
KAZ,2004,858
KAZ,2003,1000
KAZ,2002,200
KAZ,2001,2310
KAZ,2000,2310
KAZ,1999,0
KAZ,1998,0
KAZ,1997,0
KAZ,1996,29
KAZ,1995,29
KAZ,1994,29
KEN,2020,10908
KEN,2019,7864
KEN,2018,2613
KEN,2017,2729
KEN,2016,2594
KEN,2015,3646
KEN,2014,795
KEN,2013,777
KEN,2012,501
KEN,2011,985
KEN,2010,2187
KEN,2009,1485
KEN,2008,2888
KEN,2007,1817
KEN,2006,1996
KEN,2005,2825
KEN,2004,3100
KEN,2003,5069
KEN,2002,1595
KEN,2001,2900
KEN,2000,2900
KEN,1999,3200
KEN,1998,3200
KEN,1997,3407
KEN,1996,5103
KEN,1995,1572
KEN,1994,366
KEN,1993,363
KEN,1992,4203
KWT,2020,22897
KWT,2019,22092
KWT,2018,24213
KWT,2017,25723
KWT,2016,25219
KWT,2015,20654
KWT,2014,21570
KWT,2013,16499
KWT,2012,12346
KWT,2011,15457
KWT,2010,8190
KWT,2009,9474
KWT,2008,12320
KWT,2007,11994
KWT,2006,8971
KWT,2005,8971
KWT,2004,8971
KWT,2003,14300
KWT,2002,14300
KWT,2001,14300
KWT,2000,18000
KWT,1999,18000
KWT,1998,9269
KWT,1997,9269
KWT,1996,9269
KWT,1995,13183
KWT,1994,15432
KWT,1993,8889
KWT,1992,11854
KGZ,2020,30
KGZ,2019,600
KGZ,2018,408
KGZ,2017,100
KGZ,2016,327
KGZ,2015,94
KGZ,2014,7
KGZ,2013,18
KGZ,2012,20
KGZ,2011,0
KGZ,2010,0
KGZ,2009,4
KGZ,2008,21
KGZ,2007,0
KGZ,2006,0
KGZ,2005,405
KGZ,2004,0
KGZ,2003,1471
KGZ,2002,1300
KGZ,2001,0
KGZ,2000,0
KGZ,1999,0
KGZ,1998,18
KGZ,1997,18
KGZ,1996,18
LVA,2020,944
LVA,2019,1382
LVA,2018,2088
LVA,2017,2088
LVA,2016,407
LVA,2015,518
